port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ras Laffan - Mesaieed,170,64,2010,2010,2011,2012,844967782,1343570655,158,300,275,274,217,16628
Halul Island - Umm Said,25,22,2007,2007,2005,2005,77495210,118186818,113,384,212,208,25,1878
Halul Island - Bgn/Pcgn1956 - Hamad,188,52,2007,2004,2004,2003,249708484,283482281,104,256,129,128,81,6119
Al Ruwais Qatar - Halul Island,47,23,2005,2004,2008,2009,72674796,133602736,59,190,586,667,8,628
Umm Said - Ras Laffan,128,51,2010,2010,2010,2010,735987520,1149029614,122,295,246,254,188,14399
Ras Laffan - Al Shaheen Terminal,1426,91,2011,2011,2008,2009,747049034,703722306,74,266,193,165,496,36776
Ras Laffan - Bgn/Pcgn1956 - Hamad,83,37,2008,2007,2008,2008,229495393,311990918,141,546,332,346,82,6173
Bgn/Pcgn1956 - Hamad - Al Shaheen Terminal,23,12,2009,2009,2011,2011,19904369,15597985,204,479,466,458,12,911
Mesaieed - Umm Said,133,26,2012,2008,2009,2010,261905360,387777605,580,615,699,701,190,14341
Mesaieed - Halul Island,126,65,2004,2004,2004,2004,860922919,1525126661,136,430,273,272,183,14016
Halul Island - Doha,250,33,2011,2008,2002,2001,87688633,156866078,64,124,353,410,35,2651
Umm Said - Al Shaheen Terminal,4,4,2003,2003,2003,2003,264429858,503030857,288,416,415,414,22,1670
Umm Said - Bgn/Pcgn1956 - Hamad,78,19,2009,2010,2008,2008,174924318,218525401,270,902,245,237,114,8614
Mesaieed - Bgn/Pcgn1956 - Hamad,32,24,2005,2006,2005,2005,123171419,177729059,133,354,259,228,34,2593
Ras Laffan - Halul Island,1467,103,2008,2008,2009,2008,964429611,922160731,81,381,260,232,600,45194
Halul Island - Al Shaheen Terminal,80,24,2009,2009,2008,2006,49465821,62740249,103,153,137,139,39,2950
Al Ruwais Qatar - Mesaieed,2,2,2012,2012,2011,2011,3262486,4897341,261,261,131,127,1,85
Al Shaheen Terminal - Mesaieed,11,6,2008,2010,2009,2009,3882095,3475859,157,233,214,207,2,158
Al Shaheen Terminal - Al Ruwais Qatar,18,15,2006,2005,2004,2003,978646,1613253,55,88,125,192,3,229
Bgn/Pcgn1956 - Hamad - Al Ruwais Qatar,11,9,2009,2009,2002,2004,24600448,11173454,154,175,136,137,7,521
Doha - Ras Laffan,17,6,2011,2011,2009,2010,4710898,3343246,84,349,175,144,29,2175
Doha - Al Shaheen Terminal,2,1,2011,2011,2011,2011,227148,68032,141,141,141,141,1,98
Al Ruwais Qatar - Doha,10,7,2006,2005,2006,2009,41231324,31754605,183,2958,250,230,11,824
Doha - Mesaieed,2,2,2008,2008,2005,2005,102026,81294,130,130,137,136,0,23
Bgn/Pcgn1956 - Hamad - Doha,2,2,2009,2009,2010,2010,3167434,1143083,4558,4558,3465,1995,10,776
Doha - Umm Said,1,1,2008,2008,2008,2008,13085690,20606060,617,617,617,617,2,143
