int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Cruise,235,45,1986,1993,2005,2002,1614373199,159233720,109,153,183,176,440,33989
Liquefied gas tanker,28,2,2010,2008,2010,2010,15592227,15953501,93,149,148,148,15,1129
General cargo,94,26,1991,1991,2002,2002,101934500,137543202,93,419,187,208,37,2787
Chemical tanker,48,8,2009,2006,2008,2008,48848454,76973674,140,178,172,173,31,2326
Refrigerated bulk,35,7,2003,2001,1999,1999,158114840,172701980,98,717,334,329,63,4823
Oil tanker,48,7,1999,2002,2000,2000,39082165,62605720,151,197,184,182,25,1934
Offshore,35,6,1994,2003,1995,1987,7269166,8404116,79,883,169,259,15,1103
Container,136,25,2007,2008,2008,2007,326896497,409019467,110,206,190,195,85,6544
Vehicle,23,13,2007,2004,2005,2005,105348405,32570080,105,123,117,118,9,682
Ferry-RoPax,210,6,1968,1968,1966,1966,57033281,13412206,167,487,322,307,106,7962
Miscellaneous - fishing,21,1,1955,1955,1955,1955,584262,507699,172,172,141,141,6,450
Service - tug,12,7,1983,1990,1992,1993,2670564,1783258,158,1014,576,510,5,348
Ferry-pax only,2,2,1971,1971,1942,1932,718032,927658,1532,1532,792,2474,1,87
Ro-Ro,2,1,1975,1975,1975,1975,2532342,4317436,988,988,988,988,3,242
Bulk carrier,2,2,2012,2012,2013,2013,5670853,9132371,127,127,129,129,1,59
Service - other,1,1,2005,2005,2005,2005,508362,123886,2136,2136,2136,2136,1,104
