int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Le Havre,3014,977,2007,2008,2010,2010,187387949492,231949297101,281,1066,1002,1187,20230,1548501
Calais,404,164,2004,2002,2008,2008,7705858141,3811088994,236,897,1470,1178,1536,115639
Cherbourg,578,75,1998,2002,2002,2004,5440068642,1382686495,306,690,368,413,1222,92787
Lorient,122,109,2005,2005,2008,2009,2643846566,4303968891,990,1411,1725,1782,426,32619
Saint Malo,523,203,1996,2000,1997,2001,2151023858,1310349153,165,886,255,636,607,45767
La Pallice,629,514,2006,2006,2008,2008,19905547706,31140039777,762,1433,2172,2382,2533,194686
Sein,7,7,1999,1999,1993,1994,117793565,54891075,533,3015,5668,2504,54,4044
Rouen,210,161,2003,2004,2007,2009,1588768301,2082535571,402,682,716,811,305,23201
Gonfreville L'Orcher,892,408,2006,2007,2007,2009,21133359989,13233799876,336,916,1036,1101,2420,184314
Lavera,667,396,2007,2008,2009,2009,11269018678,16409916312,688,1076,1171,1186,2822,217195
Dunkerque Est,1087,734,2005,2005,2010,2010,25898978415,44882678910,302,989,1625,1730,3057,233263
Dunkerque Ouest,1057,316,2006,2007,2009,2009,36261292372,45108468050,217,1183,984,1184,4561,342087
Fos Sur Mer,2394,1059,2006,2007,2010,2010,101031842456,151394035894,374,1356,1044,1258,11505,866173
Courrensan,329,156,2006,2003,2008,2009,3959853709,5515418624,363,1200,1260,1689,658,50559
Donges,305,202,2009,2009,2010,2010,16497886560,29244349572,974,1468,1913,1972,2020,154799
Saint-Desirat,8,7,1996,1994,2001,2001,6005813,7323821,430,467,609,601,6,429
Saint Louis Du Rhone,144,52,1995,2000,2002,2002,373380153,458818901,440,716,468,489,87,6625
Beaucaire,15,9,1995,1998,1997,1997,8545829,10840781,285,449,414,415,3,249
Marseille,1556,257,2003,2005,2006,2004,27895755863,8371971196,450,757,413,511,6746,520447
Villeneuve-Les-Avignon,10,6,1994,1993,1996,1996,6594797,8502417,264,412,445,450,2,187
Entressen,17,6,1992,1991,1996,1996,12951762,16569867,375,498,563,572,4,333
Cairanne,8,5,1991,1990,1992,1992,5326492,6895015,556,564,529,539,2,145
Pujaut,9,6,1992,1991,1995,1995,6215424,7546867,442,453,515,509,2,180
Mezoargues,7,6,1991,1992,1994,1994,6027565,7369242,501,610,639,628,2,169
Grandcamp,60,60,2005,2005,2004,2005,428541251,474852782,382,687,494,493,105,7830
Port De Bouc,183,135,2003,2005,2009,2010,3880430703,6427743243,565,976,1184,1347,637,48973
Cabourg,504,395,2006,2006,2008,2008,3918325669,6056076374,382,672,818,839,597,45442
Gravelines,16,12,1999,1998,2006,2007,151618748,33915582,434,881,1482,1196,26,1936
Porto Vecchio,18,11,1998,1998,2001,2002,91905329,26201140,240,5597,329,548,150,11332
La Martiniere (Le Pe,20,20,2004,2004,2005,2005,64674060,93096526,679,913,873,887,19,1458
Sete,660,312,2000,2003,2003,2006,14609360608,9234757025,702,1156,1012,1368,2420,186492
La Peyrade,83,51,2006,2007,2010,2010,1171924983,1869049345,526,992,1114,1129,230,17689
Brest,304,224,2005,2004,2007,2008,3711955185,3999261153,535,1032,956,1036,951,72511
Les Sables D Olonne,106,94,2005,2005,2006,2006,243489068,365952794,598,772,775,768,76,5761
Fecamp,171,77,1999,1999,2011,2012,2234042681,2251508933,386,1195,2224,1978,282,21599
Saint Wandrille,42,33,2006,2005,2005,2005,423447395,573277182,611,1207,1459,1542,92,7003
Montoir,645,399,2007,2007,2012,2011,56514804838,53364830499,923,1973,2997,2875,6730,442077
Dieppedalle,137,119,2005,2005,2011,2012,1434579524,2324616247,378,692,1039,1096,212,16186
Val-De-La-Haye,115,111,2007,2006,2009,2009,1468909039,2292183791,603,936,1091,1094,235,17928
Goury,32,21,1998,2001,2002,2003,259168060,275007852,255,1016,1450,1407,51,3884
Honfleur,161,108,2000,2002,2000,2005,1024333351,1026664943,1228,1106,646,1166,301,22795
Boulogne-Sur-Mer,342,140,2001,2001,2003,2004,725250763,1115507942,380,889,1162,1307,264,19934
Grande-Synthe,358,203,2002,2003,2008,2007,1254511445,1809213450,189,490,793,835,330,25066
Rogerville,320,172,2005,2007,2008,2008,3555955079,5544071075,290,1115,1521,1507,839,64121
Douarnenez,39,31,2002,2003,2006,2007,101134815,121899363,1232,1708,1301,1177,72,5420
Port Jerome,678,268,2005,2006,2007,2007,2868952676,4344250402,311,474,534,549,1184,89167
Nantes,95,76,2004,2004,2003,2004,426247175,581985946,738,1013,958,961,125,9527
Bayonne,341,226,2007,2006,2007,2007,1650844527,2340815691,665,1072,1032,1008,462,35272
Caronte,133,104,2004,2004,2005,2005,710192377,1086529018,589,888,795,819,177,13513
Port De Goulee,80,70,2005,2005,2007,2007,1216238634,1733748769,962,1234,1416,1526,233,17759
Blaye,12,12,2007,2007,2011,2011,175221734,258087139,658,1035,1784,1856,31,2346
L'Ile Rousse,24,19,1990,1992,1994,2001,280898453,171405686,286,427,495,560,57,4420
Ouistreham,939,70,1998,2003,2004,2009,5904890017,3972003220,101,738,200,548,930,70238
Rochefort,140,98,2002,2002,2003,2003,481380100,690690470,1006,1080,1172,1145,152,11450
La Londe-Les-Maures,1,1,2000,2000,2000,2000,2909407,3180616,762,762,762,762,2,134
Bordeaux,39,38,2009,2009,2012,2015,399669860,548283625,681,863,763,956,90,6953
Saint Quay Portrieux,21,21,2005,2005,2007,2006,47404471,70415017,441,626,586,584,15,1130
Macau,19,18,2007,2007,2011,2011,232109425,341570151,798,959,1494,1490,37,2863
Blaignan,16,16,2007,2007,2007,2007,170675820,256585023,987,1133,1276,1291,35,2638
