int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Container,3958,826,2007,2007,2009,2009,179529259897,197759587559,278,558,749,745,20125,1544820
General cargo,5745,1773,2003,2003,2005,2006,32667064488,45686056456,535,1006,1242,1230,7046,537362
Service - other,362,125,2002,2001,2001,2001,888725772,740781877,231,1338,654,464,619,46592
Chemical tanker,3928,1067,2006,2008,2009,2009,43784897843,69454726193,405,1074,1091,1112,10386,792937
Vehicle,835,185,2004,2006,2006,2006,28816825509,9743256879,481,1027,963,976,2401,184857
Oil tanker,979,515,2009,2009,2010,2010,132036440203,244646018974,1328,2562,2712,2744,13380,1030589
Miscellaneous - fishing,704,170,1998,1997,1996,1994,410921805,253832245,448,1578,1332,1281,553,41518
Bulk carrier,1309,861,2007,2009,2010,2010,80114089456,144929413994,1069,1799,2045,2093,6875,529031
Offshore,128,55,2006,2005,2010,2009,1131995217,1429208343,175,940,698,912,309,23306
Liquefied gas tanker,1221,297,2008,2009,2012,2011,76635537984,62867078614,624,1819,2464,2329,9670,633174
Cruise,1312,162,2003,2000,2008,2007,31267839647,2887203122,216,334,288,291,7448,574465
Ferry-pax only,58,16,1988,1979,1992,1981,23368764,3363091,256,1305,861,754,41,3061
Ferry-RoPax,3979,92,1997,1996,2000,2001,44399344297,7905989584,160,683,395,398,10587,806120
Ro-Ro,890,83,2003,2004,2006,2006,19631658870,8903947498,681,829,938,865,3864,297801
Refrigerated bulk,89,37,1999,1998,2004,2004,861177847,937041660,298,1003,847,843,427,32433
Service - tug,333,138,2005,2003,2006,2005,180557996,160067630,187,688,457,484,257,19328
Yacht,2,1,2010,2010,2010,2010,1859504,224940,1874,1874,1874,1874,5,340
Other liquids tankers,4,2,1994,2001,2012,2011,42211497,59996079,756,981,1244,1222,9,721
