port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Swinoujscie - Szczecin,264,167,1998,2001,2004,2006,121939532,141668995,50,104,108,93,177,13306
Skolwin - Gdynia,20,18,1998,1998,2001,2002,20238328,22209764,238,351,312,259,17,1305
Nowy Port - Gdynia,29,15,1989,1984,1987,1981,4559512,3374843,302,425,253,287,43,3254
Gdansk - Gdynia,59,42,1995,1998,1990,1991,40702000,49017204,30,347,115,99,93,6961
Skolwin - Swinoujscie,13,10,1997,1998,1998,2003,4483566,3980936,161,236,218,155,8,623
Nowy Port - Gdansk,127,28,1995,1994,2007,2008,110971324,143726043,272,586,864,1074,137,10281
Szczecin - Nowy Port,14,14,1991,1991,1987,1995,24430116,15147377,243,246,257,246,11,822
Wladyslawowo - Krynica Morska,24,10,1980,1980,1977,1974,5903345,3675204,586,1896,1139,1630,43,3245
Darlowo - Gdynia,4,4,1988,1988,2005,2007,4835805,6896729,311,319,165,159,8,573
Leba - Wladyslawowo,18,8,1984,1982,1988,1985,998892,651612,239,333,230,199,5,386
Gdynia - Szczecin,125,73,2002,1999,2007,2007,257657678,397857682,245,267,259,261,114,8569
Gdansk - Police,5,5,2003,2003,2006,2006,20386134,33124105,251,263,271,270,3,227
Nowy Port - Darlowo,5,5,1983,1983,1977,1977,8952760,13897856,305,1216,1114,1271,12,891
Wladyslawowo - Gdansk,9,5,1990,1987,1995,1990,5692150,5710299,161,914,654,557,18,1348
Wladyslawowo - Gdynia,10,7,1989,1987,1985,1984,3406405,2847308,212,1148,206,189,39,2908
Gdynia - Ustka,10,9,1991,1991,2003,1998,4639370,2907228,164,178,143,157,6,434
Ustka - Szczecin,3,1,1975,1975,1975,1975,2658854,4084892,455,455,454,454,2,118
Szczecin - Karsibor,15,5,1979,1980,1976,1973,5997306,7826232,273,357,352,327,8,578
Karsibor - Nowe Warpno,7,1,1975,1975,1975,1975,1288399,1979414,96,96,94,94,1,63
Nowe Warpno - Swinoujscie,1,1,1975,1975,1975,1975,178141,273684,91,91,91,91,0,8
Swinoujscie - Karsibor,7,3,1976,1976,1975,1975,1553573,2319618,105,111,133,135,1,89
Szczecin - Trzebiez,15,10,1989,1985,1994,1998,3744981,3615700,200,432,326,360,7,493
Trzebiez - Karsibor,8,4,1986,1991,1991,1991,6532519,8592630,389,575,475,514,4,272
Swinoujscie - Gdansk,20,12,1990,2000,2009,2010,73686602,123350650,249,309,466,486,11,817
Gdansk - Trzebiez,2,2,1991,1991,1994,1994,1098966,1728477,261,261,263,264,1,71
Swinoujscie - Darlowo,6,6,1982,1982,1981,1980,1424886,957208,215,276,233,140,2,141
Nowy Port - Karsibor,1,1,1975,1975,1975,1975,1240302,1905520,635,635,635,635,1,48
Szczecin - Rewal,2,2,1986,1986,1979,1976,597404,769908,170,170,187,232,0,27
Rewal - Swinoujscie,2,2,1984,1984,1980,1976,2427985,2781235,1365,1365,1041,907,2,145
Swinoujscie - Trzebiez,20,15,1991,1990,1995,1997,6943825,7137076,274,394,303,272,15,1095
Trzebiez - Niechorze,1,1,1975,1975,1975,1975,1164238,1788661,596,596,596,596,1,55
Niechorze - Swinoujscie,4,2,1983,1992,1980,1980,3878442,5918332,156,156,394,398,2,174
Swinoujscie - Dziwnow,5,5,1980,1980,1982,1981,5993404,2533539,149,1253,1056,409,5,409
Dziwnow - Ustka,1,1,1975,1975,1975,1975,1036402,1592261,530,530,530,530,1,49
Ustka - Gdansk,4,4,1988,1988,1977,1975,3205764,4648877,198,497,877,1081,3,198
Szczecin - Gdansk,95,47,1988,1997,2004,2005,69978303,102825554,241,282,286,284,60,4476
Szczecin - Szczecin,4,2,2010,2010,2012,2012,6120754,7981939,840,840,766,752,4,283
Gdansk - Darlowo,7,6,1978,1980,1979,1978,2213728,3871173,155,574,379,487,5,360
Stepnica - Gdansk,4,2,1978,1987,1986,2000,1431065,1151888,275,275,508,323,7,547
Stepnica - Gorki Zachodnie,6,1,1968,1968,1968,1968,337488,82171,209,209,489,489,5,351
Gorki Zachodnie - Swinoujscie,2,1,1968,1968,1968,1968,52019,12665,226,226,226,226,1,41
Gdansk - Mrzezyno,1,1,1968,1968,1968,1968,21478,5229,187,187,187,187,0,10
Mrzezyno - Stepnica,1,1,1968,1968,1968,1968,34874,8491,303,303,303,303,0,32
Stepnica - Nowy Port,1,1,1968,1968,1968,1968,26634,6485,232,232,232,232,0,19
Nowy Port - Mierzyn,1,1,1968,1968,1968,1968,25744,6268,224,224,224,224,0,14
Mierzyn - Stepnica,1,1,1968,1968,1968,1968,267832,65211,2329,2329,2329,2329,2,182
Police - Gdynia,2,2,1990,1990,1991,1991,944989,1388890,240,240,239,239,1,42
Dziwnow - Gdynia,3,3,1999,1999,2010,2010,1156229,1839579,190,143,184,189,0,36
Wladyslawowo - Kolobrzeg,6,4,1979,1981,1979,1977,406305,479422,139,226,156,145,2,163
Dziwnow - Rewal,2,1,1982,1982,1982,1982,5514656,6855235,1269,1269,1269,1269,2,133
Gdynia - Swinoujscie,86,24,2008,2002,2007,2007,278417556,504016322,279,543,629,659,72,5379
Nowy Port - Swinoujscie,6,6,2000,2000,1987,1993,11751389,6091065,272,298,367,314,5,356
Szczecin - Niechorze,1,1,1994,1994,1994,1994,180030,272728,74,74,74,74,0,4
Niechorze - Gdansk,1,1,1994,1994,1994,1994,401146,607698,164,164,164,164,0,12
Wladyslawowo - Darlowo,3,2,1984,1988,1993,1985,1023022,488616,501,479,441,485,2,153
Kolobrzeg - Gdansk,8,5,1982,1986,1986,1986,1740108,2670251,158,160,161,161,1,86
Gdynia - Gdynia,2,1,2005,2005,2005,2005,25198730,33050950,895,895,895,895,6,441
Gdynia - Leba,18,14,1995,1995,2006,2006,14445936,16635298,102,202,99,93,10,718
Karsibor - Police,2,2,2003,2003,1999,1999,801409,1110955,188,188,159,152,0,22
Wladyslawowo - Nowy Port,23,12,1984,1982,1988,1989,10571146,6417633,671,3145,1793,1785,51,3830
Nowy Port - Krynica Morska,25,7,1980,1981,1983,1984,5211196,2627295,479,1458,1092,1232,38,2840
Rewal - Kolobrzeg,1,1,1992,1992,1992,1992,523265,91364,1384,1384,1384,1384,1,79
Kolobrzeg - Dziwnow,2,2,1995,1995,1996,1997,287055,64673,200,200,177,172,2,113
Skolwin - Stepnica,1,1,1991,1991,1991,1991,303552,400126,122,122,122,122,0,5
Mrzezyno - Darlowo,1,1,2015,2015,2015,2015,60666,44813,31,31,31,31,0,4
Gdynia - Gorki Zachodnie,4,3,1996,1990,1983,1974,452695,621359,122,250,175,400,1,65
Gorki Zachodnie - Gdansk,4,3,1984,1984,1978,1976,1010449,1702591,65,508,238,441,4,286
Skolwin - Gdansk,17,17,1991,1991,1995,1995,10644820,14908391,242,243,245,244,5,364
Kolobrzeg - Gdynia,17,15,1991,1990,1993,1992,6375113,9465029,191,284,258,269,6,423
Leba - Gdansk,14,12,1987,1988,2004,2001,11054634,8700973,141,202,157,156,5,393
Leba - Nowy Port,5,4,1992,1994,2003,2002,2086406,1443447,115,202,315,323,1,102
Police - Wladyslawowo,2,2,1986,1986,1986,1986,1023856,1375147,256,256,250,253,0,24
Kolobrzeg - Darlowo,11,7,1986,1985,1988,1988,1541972,1679165,76,312,125,91,3,234
Niechorze - Kolobrzeg,7,4,1995,1995,2004,1997,1190982,554682,287,454,350,214,2,142
Mrzezyno - Kolobrzeg,7,3,1976,1979,1987,1986,2436441,1629303,272,3129,1258,1016,7,515
Mrzezyno - Gdynia,4,3,1982,1982,1982,1981,344211,312636,162,168,168,172,1,46
Leba - Kolobrzeg,5,2,1983,1992,1982,1980,369183,281216,170,166,167,166,1,66
Rewal - Gdynia,2,2,1977,1977,1977,1977,262033,332992,264,264,259,229,1,85
Swinoujscie - Miedzyzdroje,6,3,1985,1989,1981,1982,8993813,2008061,1745,1594,2161,640,10,747
Police - Dziwnow,1,1,1988,1988,1988,1988,876091,1063924,347,347,347,347,0,15
Stepnica - Dziwnow,5,5,1999,1999,2000,2004,2079297,2249955,203,307,207,179,2,124
Szczecin - Darlowo,2,2,1998,1998,2002,2002,439466,594705,117,117,119,120,0,9
Szczecin - Dziwnow,9,8,1993,1993,1997,1998,2409970,2785273,93,208,84,77,6,455
Swinoujscie - Ustronie Morskie,3,3,1994,1994,1995,1999,2660588,1912353,283,4072,607,307,4,294
Wladyslawowo - Gorki Zachodnie,2,2,1976,1976,1986,1985,235362,164029,693,693,847,761,2,131
Gorki Zachodnie - Krynica Morska,8,5,1978,1977,1980,1980,745581,353515,432,523,567,564,5,403
Nowy Port - Gorki Zachodnie,9,4,1979,1979,1984,1984,1435196,498866,335,388,720,601,4,309
Niechorze - Skolwin,1,1,1994,1994,1994,1994,612014,786226,239,239,239,239,0,20
Skolwin - Szczecin,7,7,1985,1985,1986,1982,824533,914738,62,75,89,76,2,127
Kolobrzeg - Police,3,2,1995,1994,1994,1991,307976,306187,76,70,69,74,0,21
