dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,81,12,1990,1991,1993,1993,38815847,46555634,180,146,173,171,16,1201
Chemical tanker,5,3,2009,2009,2008,2008,11499258,18007294,187,236,291,290,6,456
Ferry-RoPax,285,2,2009,2010,2010,2011,239252074,60082209,181,181,260,287,172,12912
Service - other,2,1,2014,2014,2014,2014,12655744,11649249,4660,4660,4660,4660,6,472
Service - tug,7,2,2006,2011,2004,2004,2163519,2020324,139,133,183,183,1,89
Miscellaneous - fishing,17,8,1992,1990,1987,1986,29624349,22070300,2563,2847,3475,3683,48,3618
