int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,685,522,2004,2006,2008,2008,15963102481,27389493081,303,971,973,974,1759,135761
General cargo,2662,937,1990,1995,1996,1997,5107738335,6844066998,301,438,494,481,1479,112325
Chemical tanker,480,234,2006,2007,2007,2007,2318825009,3633374150,307,456,484,488,976,74800
Oil tanker,236,131,2006,2007,2008,2008,4581029663,8268342805,456,568,613,609,1063,81468
Ro-Ro,7,6,1995,1994,2000,2000,116526734,67189290,555,980,1288,1241,34,2642
Container,558,97,2004,2003,2005,2005,4494089049,5426542124,222,310,260,261,855,65687
Service - tug,101,68,1995,1996,1995,1993,57541977,47324644,352,924,960,1083,139,10428
Vehicle,87,17,2002,2006,2006,2005,915659677,290179933,250,470,356,362,92,7064
Offshore,26,12,2005,2002,2005,2009,124782756,125451412,293,1435,1715,1462,60,4469
Service - other,16,14,2001,2001,2009,1992,17800184,7708867,390,630,659,455,33,2479
Liquefied gas tanker,55,20,2005,2008,2010,2010,297860876,329325971,385,774,747,752,129,9763
Miscellaneous - fishing,7,4,1989,1990,1999,1991,8600066,7217874,474,990,604,470,10,769
Other liquids tankers,1,1,2014,2014,2014,2014,204013246,283175557,7223,7223,7223,7223,20,1528
Ferry-RoPax,1,1,1988,1988,1988,1988,16473146,5475317,684,684,684,684,3,261
