int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,685,522,2004,2006,2008,2008,8759946510,15395869910,238,471,534,548,1108,85427
General cargo,2657,933,1990,1995,1995,1995,3541916809,4830752451,257,339,343,340,1145,86833
Chemical tanker,480,234,2006,2007,2007,2007,1712339275,2665155153,265,351,358,358,967,74118
Oil tanker,235,130,2006,2007,2008,2008,3312403453,6023933919,385,456,447,447,1354,104333
Ro-Ro,7,6,1995,1994,1997,1997,29226912,17575253,228,357,323,324,16,1239
Container,558,97,2004,2003,2006,2006,4956349172,6001448647,222,298,287,289,992,76246
Service - tug,95,62,1994,1994,2002,1998,31439101,21819543,234,844,546,516,72,5443
Vehicle,87,17,2002,2006,2006,2006,794175066,250773740,249,255,309,313,95,7327
Offshore,25,11,2005,2001,2010,2010,55368036,47922021,137,793,794,581,45,3414
Service - other,12,11,1995,1997,1984,1982,44560962,76000902,463,3807,2263,4754,55,4142
Liquefied gas tanker,55,20,2005,2008,2010,2010,195267671,212214368,375,530,490,484,133,10064
Miscellaneous - fishing,6,3,1984,1980,1981,1985,4938651,5502063,410,457,448,382,14,1025
Other liquids tankers,1,1,2014,2014,2014,2014,6492326,9011513,230,230,230,230,4,279
Ferry-RoPax,1,1,1988,1988,1988,1988,4230716,1406198,176,176,176,176,1,99
