int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Container,355,96,2001,2001,2002,2002,2486816062,3024595022,560,668,687,685,672,51364
Chemical tanker,363,253,2006,2007,2009,2009,5835611566,9419477407,750,1043,964,970,1210,93235
Bulk carrier,353,294,2006,2007,2008,2008,8379328139,13689839294,1001,1179,1189,1188,889,68568
General cargo,1118,594,1999,2000,2003,2003,5586283644,7945470474,849,1012,1031,1035,1397,106674
Offshore,20,16,2008,2008,1994,1986,99578718,124065776,475,1184,1026,1007,51,3860
Service - tug,92,38,2003,1997,2005,2005,71554290,59393150,378,650,646,644,68,5083
Ferry-RoPax,706,25,2000,1999,2001,2000,11768801759,2069018359,460,551,517,486,2933,225937
Vehicle,77,46,2009,2008,2009,2009,3072994255,996776882,697,946,859,874,192,14824
Liquefied gas tanker,127,35,2009,2010,2010,2010,1008584503,1072295977,711,768,821,810,276,20739
Oil tanker,133,78,2009,2008,2008,2008,4819629525,8647479976,704,1019,1049,1064,617,47575
Refrigerated bulk,29,20,1994,1993,1992,1992,147976230,168013343,422,765,792,807,100,7565
Ro-Ro,616,28,1998,2000,2000,1999,6320669112,3712654552,472,588,528,527,1388,107437
Miscellaneous - fishing,63,21,1989,1992,1990,1990,58358307,85052632,507,3179,2368,2735,107,8007
Ferry-pax only,2,2,2000,2000,2012,2012,294016,85650,369,369,365,535,0,14
Service - other,19,10,1988,1999,2004,1989,35461896,18338680,791,1915,1262,757,37,2763
