port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Civitavecchia - Venezia,16,13,2006,2006,2005,2008,690387360,597756936,958,1016,1124,1005,141,10912
Gioia Tauro - Livorno,110,52,2007,2005,2008,2008,3479762026,3678511675,436,495,459,448,361,27965
Livorno - Voltri,276,96,2005,2004,2006,2006,1819267411,2128617089,102,105,109,110,295,22866
Gioia Tauro - Voltri,48,33,2008,2007,2011,2010,2943208295,3246751807,494,531,537,537,244,18879
Santa Panagia - Melito Di Porto Salvo,16,10,2008,2008,2007,2007,134608796,249619827,90,108,160,162,20,1542
Santa Panagia - Vasto,2,2,2006,2006,2009,2009,23914929,40900300,782,782,779,779,4,322
Vasto - Torre San Giovanni D'Ugento,1,1,2010,2010,2010,2010,12381700,21692152,458,458,458,458,2,129
Torre San Giovanni D'Ugento - Taranto,6,6,2009,2009,2009,2009,38614538,64908809,395,393,425,426,25,1972
Gela - Ravenna,10,5,2006,2007,2006,2006,155759673,241397463,728,851,791,794,33,2549
Gela - Sestri Ponente,42,6,2005,2007,2005,2005,434680324,652284343,539,531,530,530,116,8973
Gela - Livorno,17,7,2006,2007,2005,2005,157404745,239385920,468,490,482,482,49,3819
Savona - Livorno,508,47,2006,2005,2007,2006,1664954827,669022842,99,111,106,105,311,24101
Salerno - Livorno,74,44,2005,2005,2006,2007,1060275977,906821825,339,397,382,358,145,11205
Livorno - Anzio,1,1,2008,2008,2008,2008,6155105,1846126,150,150,150,150,1,51
"Anzio - Saline, Reggio Calabria",1,1,2008,2008,2008,2008,29315288,8792656,715,715,715,715,2,179
Gioia Tauro - Amalfi,6,6,2006,2006,2006,2005,106868673,45493796,347,390,378,403,10,747
Amalfi - Savona,20,19,2001,2002,2002,2001,136331709,85178725,511,540,497,530,17,1304
Gioia Tauro - Capri,2,2,2006,2006,2008,2007,26604903,9238300,378,378,522,383,2,180
Cetara - Livorno,96,50,2006,2007,2006,2006,1756762288,1468798074,357,411,419,393,216,16739
Livorno - Civitavecchia,430,121,2006,2005,2007,2006,4242436149,886148412,148,155,154,152,977,75653
Civitavecchia - Cetara,58,30,2007,2005,2008,2009,720508989,457500210,290,322,331,392,82,6354
Cagliari - Marina Di Carrara,290,4,2013,1999,2013,2013,2297262090,1147854696,341,370,348,348,485,37603
Cagliari - Genova,51,18,2002,2000,2002,2002,502820604,252035924,360,450,428,418,123,9471
Monopoli - Muggia,1,1,2010,2010,2010,2010,8990384,17476368,106,106,106,106,10,759
Siracusa - Ravenna,5,5,2007,2007,2008,2007,38853310,51415531,643,600,657,655,8,576
Chioggia - Messina,2,2,1980,1980,1981,1981,310171,287190,621,621,468,437,11,861
Messina - Mili Marina,3,2,1985,1984,1988,1988,12824911,4614481,1173,1507,2376,2097,9,706
