int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Road Bay,269,32,1990,1986,1999,2001,101560459,89683136,112,189,156,141,140,10630
Meads Bay Beach,6,5,1995,1996,1995,2005,13471794,6191892,96,448,373,145,8,622
Anguilla,14,4,2003,2004,2003,2003,10246471,15194551,109,205,145,146,6,429
