int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ro-Ro,66,3,2004,1995,2009,2009,29436637,39510454,147,149,143,143,33,2474
General cargo,19,6,1978,1980,1979,1979,10761509,13856506,412,321,291,291,6,475
Offshore,136,8,1983,1982,1984,1985,11833961,17166314,107,111,110,110,36,2732
Ferry-RoPax,5,2,1972,1972,1972,1972,261898,67547,55,54,65,65,1,96
Cruise,23,7,1987,1982,1995,1994,24031530,2661957,114,107,120,121,21,1614
Chemical tanker,9,3,2013,2011,2006,2006,58100846,91436545,136,843,988,1048,11,878
Liquefied gas tanker,12,1,2007,2007,2007,2007,8209483,8510103,125,125,143,143,6,427
Oil tanker,17,2,2002,2000,2002,2002,13057685,20151420,125,149,152,154,10,745
Service - tug,1,1,1975,1975,1975,1975,72141,50484,271,271,271,271,0,35
Ferry-pax only,1,1,2000,2000,2000,2000,81142,12345,112,112,112,112,0,28
