int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Road Bay,269,32,1990,1986,1998,1999,91279003,93460307,114,165,140,147,106,8054
Meads Bay Beach,6,5,1995,1996,2005,2005,54397637,84956909,116,540,1506,1993,11,820
Anguilla,14,4,2003,2004,2003,2003,10170192,15006460,130,136,144,145,8,630
