int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Miscellaneous - fishing,466,306,1982,1978,1981,1979,745086406,480744724,244,2663,2626,2757,1442,108335
Bulk carrier,8735,3612,2004,2010,2011,2011,997547832495,1773416366558,2558,4432,3673,3757,83963,6476463
Oil tanker,3629,1172,2008,2009,2010,2010,752407707042,1399012571772,2116,4137,3708,3758,67926,5234417
General cargo,3523,851,2003,2006,2007,2007,119355572409,167610395661,1190,3230,2956,2958,18821,1442627
Chemical tanker,5355,1329,2010,2010,2010,2010,358010902319,589529741582,1766,3312,2830,2828,55141,4245427
Vehicle,1965,500,2007,2007,2007,2007,440244112662,150664650996,3872,3998,3816,3868,25890,1998409
Service - tug,2602,1030,1984,1989,1992,1994,1114056990,876130228,281,869,863,917,3012,226254
Container,8533,1240,2007,2008,2009,2009,1838624944460,2012114575326,1619,4014,4044,3976,192990,14889817
Liquefied gas tanker,1852,445,2011,2012,2014,2014,525324291701,509350342486,3760,6240,6448,6305,59311,4101075
Offshore,878,485,2000,2003,2011,2011,9332675701,10301293411,282,2444,2536,2588,4046,298913
Ro-Ro,1328,67,1996,2000,2007,2004,13470046533,8231780439,237,1619,1267,1137,2172,165330
Cruise,4480,184,2002,2002,2006,2005,292679896247,27298199021,586,784,696,687,60062,4606616
Refrigerated bulk,457,105,1996,1994,1997,1997,11569145732,11823610187,2077,2814,2403,2514,4975,379179
Service - other,345,185,1991,1992,1988,1987,3242386376,2512359062,544,2068,2467,2743,1355,102448
Ferry-RoPax,209,73,1986,1988,1989,1987,1625975699,391276883,252,6132,1192,1428,1214,91185
Ferry-pax only,109,59,1995,1997,1997,1995,357018359,60464442,597,11728,3376,2606,459,34477
Other liquids tankers,47,13,2007,2006,2005,2004,4328522559,5358135750,5004,3897,4532,4532,892,68986
