dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Service - other,10,2,2015,2012,2017,2017,61690190,99500769,649,612,2152,2168,35,2594
General cargo,34,11,2000,1998,2000,2000,29201546,42515140,164,228,193,197,21,1558
Service - tug,42,8,2003,2006,1997,1997,29440280,23783727,122,1754,3459,3632,28,2115
Cruise,73,3,2002,2003,2001,2000,12707676,1562991,151,119,168,159,125,9378
Oil tanker,31,2,1983,1987,1984,1984,11386622,22762753,230,299,373,373,58,4388
Bulk carrier,8,5,2008,2006,2000,2000,40722630,68476798,239,456,331,329,17,1258
Ro-Ro,8,2,2006,2006,2002,2002,4202384,4399731,151,357,445,408,27,2017
Refrigerated bulk,1,1,1982,1982,1982,1982,890486,1033838,475,475,475,475,16,1176
