,exp_code_str3,exp_name,HS2,description,USD,tonne
0,608,Philippines,26," Iron ore, concentrate, not iron pyrites,unagglomerate",587752618.37,23363709.21684
1,608,Philippines,27," Anthracite, not agglomerated",1154734058.431,6074128.094092
2,608,Philippines,25," Salt (sodium chloride) including solution, salt water",25682133.209,1292049.801258
3,608,Philippines,15," Lard, other pig fat and poultry fat, rendered",1160258861.033,920270.0929089999
4,608,Philippines,08," Coconuts, fresh or dried",792912687.998,861076.5179720001
5,608,Philippines,85, Electric motors of an output < 37.5 watts,6425087676.322,696749.643249
6,608,Philippines,44, Fuel wood,763840159.472,567364.032942
7,608,Philippines,28, Chlorine,78669351.564,377527.137735
8,608,Philippines,72," Pig iron, non-alloy, <0.5% phosphorus",130070959.992,353473.518693
9,608,Philippines,20," Cucumbers,gherkins, prepared or preserved by vinegar",420795716.709,328268.721291
10,608,Philippines,39, Polyethylene - specific gravity <0.94 in primary form,526133770.908,271189.69341999997
11,608,Philippines,29, Saturated acyclic hydrocarbons,258440991.91099998,248064.322849
12,608,Philippines,17," Raw sugar, cane",104479583.979,173051.476222
13,608,Philippines,22, Mineral and aerated waters not sweetened or flavoured,121051229.566,162616.508174
14,608,Philippines,74, Copper mattes,945180821.517,157372.824206
15,608,Philippines,38, Artificial graphite,209567715.623,140414.281363
16,608,Philippines,84, Nuclear reactors,2019188760.6160002,136685.247911
17,608,Philippines,47, Mechanical wood pulp,95896854.34899999,127935.749755
18,608,Philippines,73, Sheet piling of iron or steel,177828386.239,119034.479389
19,608,Philippines,16," Sausages, similar products of meat, meat offal & bloo",393470538.568,89662.201182
20,608,Philippines,94," Seats, aircraft",431204207.806,86573.805272
21,608,Philippines,90," Optical fibres, except for telecommunications",294349525.332,84725.358823
22,608,Philippines,40," Natural rubber latex, including prevulcanised",260069785.401,73941.093228
23,608,Philippines,23," Flour or meal, pellet of meat or offal for animal fee",21122884.782,71722.054952
24,608,Philippines,21," Coffee extracts, essences, concentrates, preparations",139092669.565,70979.07814
25,608,Philippines,03," Ornamental fish, live",362471991.047,64842.236421
26,608,Philippines,89," Cruise ships, excursion boats, ferry boats",94743196.549,64719.42670300001
27,608,Philippines,19," Infant foods of cereals, flour, starch or milk, retai",187420117.445,56242.704423999996
