Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Pulau Indah,7071,1954,482711,557428,2006,2007,2009,2009,1014,1615,1658,1686,82,146,227,241,18,57,40,45,53546.1,4140310,4219804,321710490,916305048,1053823987,45497,154151,183427
Pengerang,5505,3159,1905541,3602965,2008,2008,2009,2009,2102,3639,5505,5591,216,350,685,691,47,102,105,106,93597.4,7231930,7370783,768704808,1716405838,1903289301,139638,417276,511868
Tanjong Bin,3263,1223,525116,616044,2007,2008,2012,2012,989,2002,3072,2932,102,199,382,399,23,58,39,43,47136.5,3647832,3717870,249783992,773952632,819623133,76550,265152,319933
Pasir Gudang,2753,1196,56220,90496,2007,2008,2010,2010,340,1713,1760,1853,65,203,451,459,25,75,79,83,8797.5,675731,688705,48045700,148600429,176167865,17452,66832,82443
Port Klang,2117,885,89327,104047,2006,2007,2007,2007,734,1423,1398,1543,66,138,223,262,17,63,49,57,12178.9,941453,959529,70401238,206339652,238544114,33255,111440,131969
Muar,1955,230,11363,19914,2014,2007,2011,2011,81,1035,521,615,13,125,618,646,2,54,55,56,926.7,71340,72709,19705584,43075383,48061825,10080,26259,31043
Tanjung Gelang,1256,676,17846,27314,2007,2007,2007,2007,505,1144,1007,1032,65,156,356,317,23,69,71,75,3082.4,236845,241392,21082710,58401971,70579054,16786,58572,71314
Bintulu Port,1119,605,102014,97175,2006,2008,2005,2005,1521,1751,2547,2344,132,173,294,290,23,69,53,59,13607.4,876339,893165,36457531,170721086,166505312,32580,189176,270317
Tanjung Pelepas,974,255,25529,29024,2005,2006,2007,2007,603,826,1009,969,50,73,157,157,17,32,49,50,3893.9,300904,306681,22049120,70509425,78584444,22638,78106,91921
Sungai Udang,679,541,62851,111000,2007,2007,2008,2008,656,1690,2149,2146,82,182,527,544,43,82,114,102,6154.6,468925,477928,40676694,90863759,100566423,59907,179340,224729
Lumut,579,405,45412,84148,2008,2008,2008,2008,1280,2146,2280,2304,146,238,512,514,47,89,102,101,3394.9,262335,267372,20936117,53106361,64120035,36159,136354,166542
Pulau Pinang,546,226,13114,13405,2004,2006,2006,2007,417,1267,797,1038,39,129,194,264,14,45,38,48,2222.6,171481,174773,9233632,31558646,36995002,16911,65235,78382
Kampung Tanjung Langsat,534,411,23939,40111,2008,2008,2010,2010,965,1752,2146,2188,120,192,370,375,42,74,94,94,3186.4,245827,250547,20144497,54399638,64454552,37724,132063,162913
Port Dickson,508,325,20244,36173,2008,2008,2009,2009,251,1502,1793,1963,60,157,459,474,29,63,73,73,2263.8,173473,176803,14440660,34562599,39601516,28426,90453,111445
Labuan,450,264,10547,15880,2007,2007,2009,2009,991,1681,1861,1894,120,277,358,338,29,114,93,89,1760.6,133393,135954,16720469,42760205,53454028,37157,114279,148221
Kemaman,350,204,3075,4717,2008,2007,2009,2009,548,1180,1074,1068,77,204,265,256,34,129,159,131,602.0,45961,46844,8008830,17744135,23154482,22882,66552,87322
Sandakan,293,175,4935,8064,2003,2006,2008,2008,1010,1540,1658,1776,97,181,356,375,38,81,135,140,826.9,63451,64670,5122995,14028206,17647271,17485,64081,79300
Tawau,254,144,3507,4719,2002,2006,2006,2008,1272,1623,1374,1519,96,186,198,221,46,90,88,89,691.9,52829,53843,6104466,16910778,21976737,24033,79930,100910
Senari - Sarawak,243,129,3222,3646,2003,2006,2008,2008,637,1086,1150,1168,75,122,152,166,18,69,57,74,586.3,44956,45819,3551776,10760523,12853977,14616,53312,64982
