Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,10705,1544,966366,1050869,2006,2008,2011,2011,863,1535,1969,1887,70,109,264,259,17,28,31,32,99461.4,7695622,7843378,568119556,1713300624,1874415025,53070,177932,210392
Oil tanker,4826,1602,787848,1491089,2006,2008,2010,2010,573,2593,3411,3476,99,268,565,568,29,71,84,84,50157.7,3879837,3954330,473197683,848758648,922041000,98052,259799,323318
Bulk carrier,4784,2866,1426367,2727266,2009,2009,2009,2009,2054,3496,5335,5440,205,333,713,716,67,113,116,116,69979.0,5419418,5523471,517194916,1274085235,1458098697,108109,349861,424280
Chemical tanker,4365,1238,102005,164655,2008,2009,2009,2009,828,1824,1850,1863,92,175,390,391,32,51,69,68,19615.1,1509719,1538706,80414863,335906215,396548437,18423,88045,107188
General cargo,2785,929,45743,62987,2005,2006,2008,2008,1145,1739,1920,1910,118,184,318,317,39,78,90,91,8027.2,616359,628194,40520168,132664150,190587641,14549,71119,94910
Service - tug,2343,483,1255,1113,2009,2009,2009,2009,235,999,941,970,80,343,918,904,31,155,342,362,1264.7,95077,96903,28468863,67320290,90138230,12151,31375,42362
Service - other,1656,117,4353,5044,2014,2009,2008,2009,82,1344,286,225,13,338,1071,884,2,73,104,80,1019.5,77807,79301,35200494,72223686,77825396,21256,47299,53407
Liquefied gas tanker,928,250,106554,85726,2004,2006,2005,2004,1521,1955,2909,2842,131,168,310,306,24,59,73,72,14211.2,892012,909138,22970013,151778081,129424042,24752,206647,314924
Vehicle,452,164,35989,11828,2003,2006,2006,2006,935,2426,1847,1844,62,166,271,270,12,19,18,19,2350.1,181827,185318,11977269,52806915,61155790,26498,100720,108397
Ferry-pax only,340,34,479,100,1998,2001,1993,1994,685,1631,756,749,37,74,134,106,21,53,64,57,324.6,24374,24842,3672150,9272581,11911444,10800,28256,37344
Cruise,269,50,15045,1493,2002,2001,2004,2004,454,721,629,650,32,80,66,77,10,24,33,32,3072.2,237826,242392,1522336,21183386,27939325,5659,68916,86598
Ro-Ro,133,24,181,155,2010,2010,1999,2006,118,1718,704,457,26,275,290,308,10,282,160,198,212.1,15955,16261,359776,2277493,1182901,2705,6544,8785
Ferry-RoPax,38,10,135,40,1994,1996,1994,1997,1008,1566,1176,1349,38,271,174,233,32,79,124,135,62.7,4712,4803,288819,699298,868745,7600,16348,16347
Refrigerated bulk,29,23,565,618,1988,1986,1990,1989,2478,3952,4457,4497,246,521,1080,1088,48,202,151,149,411.0,31114,31711,1834669,4008841,4515583,63264,134816,145561
Miscellaneous - fishing,29,9,45,37,1998,1998,1994,1991,933,3468,1289,1656,120,371,607,657,79,122,229,216,61.4,4613,4702,260680,578239,657399,8989,21155,25078
Other liquids tankers,11,4,10,11,2014,2013,2009,2009,69,122,272,267,23,48,44,50,7,6,2,2,27.8,2087,2127,5578,15928,34341,507,1757,2839
