Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Singapore,12498,3133,79206,98476,2007,2007,2007,2007,186,436,292,293,23,93,174,192,14,43,52,58,17296.2,1325624,1351076,91553860,248863080,288110771,7325,23543,28525
Indonesia,5155,2357,62339,94056,2005,2007,2007,2007,543,847,800,797,55,112,214,225,34,92,99,106,10564.1,809690,825237,67453460,177743801,211579370,13085,43277,53428
China,2582,1775,361834,533638,2008,2008,2010,2010,2141,2370,2450,2569,186,248,407,470,32,76,65,73,29952.6,2287234,2331149,202243738,524320838,586702802,78328,257399,314406
India,1637,926,158305,231535,2008,2008,2009,2009,2086,2340,2285,2345,157,219,252,280,45,85,70,80,16532.1,1276869,1301385,120049337,304636285,349697474,73335,225306,266889
Thailand,1537,742,33515,39394,2004,2006,2004,2005,959,1199,1073,1152,78,133,139,151,23,93,74,91,5147.2,392412,399946,32750479,99311721,118046532,21308,75387,92726
Viet Nam,1148,476,23350,31546,2005,2006,2006,2006,916,1345,1108,1154,83,165,167,184,20,89,58,65,4026.8,310038,315991,27944157,84700646,100830739,24342,86193,105723
Brazil,848,542,960685,1830303,2009,2009,2009,2009,9156,9273,9406,9420,773,805,803,808,74,111,108,110,41635.5,3225144,3287067,311089019,813635461,907795484,366850,1172154,1437545
Bangladesh,843,333,28954,41536,2007,2005,2007,2006,1443,1666,1615,1666,112,164,346,430,143,165,163,166,5083.2,391608,399127,27170743,89074871,102530066,32231,122072,146944
Japan,665,310,80190,84027,2007,2008,2006,2006,2802,2959,3230,3236,221,274,311,337,24,51,42,50,10415.7,691049,704317,32210111,131700719,135725497,48436,247211,343773
United Arab Emirates,649,452,230329,382507,2008,2009,2009,2009,3410,3673,3586,3618,284,334,330,347,30,62,59,63,14500.8,1122210,1143757,131382854,262696780,294498473,202439,569996,701058
Australia,635,471,90958,147381,2010,2010,2010,2010,2486,2696,2601,2536,198,249,266,272,50,88,97,96,8421.5,641450,653766,57544173,145793334,164240643,90621,285941,349210
Sri Lanka,608,305,61651,76106,2008,2008,2010,2010,1423,1598,1501,1504,98,140,121,129,14,27,21,22,6234.1,482721,491989,38995648,110392981,122157728,64138,207662,245505
Philippines,543,305,10797,16034,2006,2007,2008,2008,1009,1355,1410,1458,103,151,200,211,39,86,122,125,1800.5,137788,140434,10455921,31762112,37613401,19256,70530,86911
Hong Kong,503,225,35671,42820,2007,2007,2008,2008,1580,1671,1618,1618,109,145,128,133,12,26,21,23,4154.4,321340,327510,30157061,80865538,91465995,59954,182966,213600
"Taiwan, Province of China",450,260,28030,33948,2006,2006,2006,2006,1699,1800,1961,1936,138,168,217,206,23,55,42,50,3517.6,257087,262023,19904586,63481127,70281709,44232,166797,209435
Myanmar,322,132,6427,8952,2001,2005,2002,2003,1122,1366,1303,1327,99,144,118,120,53,127,111,122,1204.9,92523,94299,7562396,23850903,28116512,23486,88007,107783
Brunei Darussalam,309,150,3761,3779,2008,2007,2006,2006,497,1074,1365,1237,80,208,173,174,19,70,440,317,606.9,43538,44374,7145429,19159945,23216009,23124,68498,92652
South Africa,285,233,115056,205218,2009,2009,2010,2010,4997,5319,5462,5510,430,478,512,524,59,76,70,71,7089.2,546578,557072,54506164,133864327,152341215,191250,604024,726018
"Korea, Republic of",224,173,38054,54635,2008,2007,2008,2008,2747,3289,3428,3542,225,288,597,697,26,66,62,72,3369.6,249709,254503,22283188,62187779,69761302,99479,356961,449935
Saudi Arabia,210,162,85432,152305,2010,2010,2010,2010,4010,4124,4002,3986,336,354,350,355,40,55,47,48,4810.3,372538,379691,44841270,90186309,98251250,213530,611116,750671
Spain,121,100,81852,89550,2012,2011,2013,2013,6885,7391,7109,7312,430,545,466,511,18,29,23,25,6781.4,525197,535281,27844466,103407417,110688487,230120,946462,1149261
Netherlands,121,92,111509,118975,2012,2012,2014,2014,8371,8353,8318,8337,509,630,496,519,45,98,46,49,10168.3,786175,801269,30851601,136779377,135930362,254972,1160679,1419354
