Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Singapore,11966,3112,93674,119052,2007,2007,2007,2007,201,513,379,392,23,87,154,168,15,64,71,77,19175.4,1466987,1495153,108642956,297975290,344691729,9079,29554,36137
Indonesia,5197,2171,74809,115725,2005,2006,2007,2008,521,934,921,968,53,121,234,255,19,72,100,96,11426.2,877866,894721,72013717,190308336,225439639,13857,45992,56663
China,4099,2409,679802,1132960,2008,2009,2009,2009,2081,2249,2155,2234,172,215,241,257,21,49,37,34,46137.5,3547297,3615405,319672600,817571031,905610725,77988,251645,307091
Thailand,1763,885,35269,49854,2005,2007,2006,2006,870,1030,945,963,74,121,125,130,19,60,55,57,5101.3,390666,398166,35406696,100519098,119097642,20083,68434,84549
Viet Nam,1242,566,19183,27727,2004,2006,2005,2005,798,1082,949,976,77,140,140,146,21,68,42,44,3071.7,236380,240918,25037165,72423784,87057318,20159,67975,83748
India,1160,609,71541,95687,2007,2007,2008,2008,1641,2091,1996,2024,141,202,187,196,17,49,36,39,8845.7,682237,695336,67850326,178763351,206985997,58492,181241,215344
Japan,674,422,137070,189900,2007,2009,2007,2008,2878,3105,3148,3006,225,274,243,252,23,54,182,108,12318.7,836582,852644,52345569,171968841,175159592,77664,331591,451335
Sri Lanka,609,259,52947,62040,2006,2006,2006,2006,1461,1747,1557,1590,103,163,146,156,15,55,29,32,5734.8,443938,452462,41657614,110721882,125115259,68403,207810,241526
Philippines,600,363,10805,17246,2005,2007,2008,2008,1074,1405,1382,1423,95,159,194,196,32,83,58,57,1798.7,138041,140691,11175427,33108628,40817632,18626,69344,86468
"Taiwan, Province of China",589,375,45335,70272,2007,2007,2008,2009,1761,2062,1927,1893,144,204,247,251,21,54,53,45,4667.3,344074,350680,27931213,79734638,88846554,47421,173031,220810
Bangladesh,553,255,17738,24245,2007,2005,2008,2007,1411,1765,1629,1665,157,254,280,307,23,63,50,51,2587.0,199505,203336,16734034,52801195,61629548,30260,112609,135208
Australia,540,408,103038,168645,2010,2010,2010,2011,4006,3833,3902,3946,274,342,403,423,25,83,64,68,9482.7,719876,733698,59553509,160374990,179352252,110284,375451,458384
Myanmar,465,132,6284,8002,2000,2004,2001,2001,925,1042,974,978,88,134,113,114,14,64,29,29,1373.2,105316,107338,7667931,26989876,31243802,16490,65336,79922
United Arab Emirates,459,273,158083,201010,2009,2009,2010,2010,3410,3870,3650,3793,243,319,286,320,24,61,51,64,12889.8,998236,1017402,84765814,211555536,238197473,184675,585069,712257
"Korea, Republic of",419,367,75059,125851,2009,2009,2010,2011,2624,2948,2882,2834,235,288,309,304,24,50,53,42,5583.2,420396,428468,40136375,99178311,109460932,95791,314613,394869
Brunei Darussalam,378,163,3354,3885,2007,2006,2006,2005,467,981,1077,1064,58,185,291,334,30,130,61,60,740.8,54960,56015,7225347,20240023,24781668,19115,59544,78555
Hong Kong,310,227,21225,28339,2007,2008,2010,2009,1497,1683,1543,1575,123,159,151,163,29,64,51,56,2049.8,157948,160981,13692357,40516061,45129136,44169,150519,183317
Saudi Arabia,297,197,122825,156245,2010,2010,2010,2010,4233,4445,4424,4517,279,331,335,369,21,43,42,52,10305.8,798218,813544,66441668,165866066,189026987,223709,715265,858018
South Africa,280,214,100039,148672,2009,2009,2009,2009,5345,5644,5902,6099,419,491,591,661,16,41,31,34,8413.2,651498,664007,60186923,152065547,176459944,214953,698053,830418
Brazil,269,214,252990,458069,2011,2010,2011,2011,9040,9307,9436,9490,827,865,849,870,17,63,84,90,13595.3,1053038,1073257,94600828,250740900,285499913,351676,1184851,1442443
United States of America,131,86,99171,129495,2010,2010,2011,2011,10596,9958,10425,10494,693,776,760,800,19,50,35,41,8888.2,687664,700867,61710977,158847341,183088743,471076,1512136,1786727
Pakistan,111,39,19561,22234,2010,2009,2010,2010,2758,2918,2791,2794,172,210,181,183,15,20,18,18,2062.4,159738,162805,13712161,36453637,41383800,123533,386173,447958
Iran (Islamic Republic of),98,65,20036,26781,2005,2006,2005,2006,3354,3873,3736,3899,252,313,319,358,15,50,31,35,1843.8,142769,145510,14758658,34716193,39449097,150599,435238,514853
Oman,93,79,27832,36427,2010,2010,2010,2010,3162,3435,3428,3577,237,256,271,309,22,33,31,34,2378.1,184167,187703,13219880,33560035,39796730,142149,499949,604018
Russian Federation,76,72,14844,26802,2010,2010,2010,2010,3528,4904,4595,4582,328,468,650,649,54,79,69,69,1309.9,101290,103234,7244716,19955951,23407800,95325,382807,468413
Papua New Guinea,70,41,2657,3731,2007,2008,2009,2008,3304,3719,3321,3318,308,434,316,320,28,129,147,106,581.1,44594,45450,3416712,11534838,13294073,48810,183336,229434
Mauritius,69,67,17980,32416,2007,2007,2009,2009,3354,3819,4220,4296,296,349,762,797,14,34,30,31,1292.8,100072,101993,9340909,20915552,23496477,135375,424090,514189
"Tanzania, United Republic of",67,28,8824,10557,2008,2006,2009,2009,4000,3733,4014,4012,306,305,326,327,14,18,16,16,1098.8,85102,86736,8234079,22894497,25737612,122897,373604,433627
New Zealand,65,39,13398,17463,2007,2007,2006,2007,5180,5182,5182,5182,327,381,354,365,13,17,19,20,2010.3,155691,158680,12819638,34600025,38989824,197225,593638,696619
United Kingdom of Great Britain and Northern Ireland,63,52,78777,81579,2012,2012,2014,2015,8245,8746,8818,9327,501,579,620,726,24,23,26,26,5290.3,409266,417124,25691145,93753390,92718452,407796,1477325,1779055
Argentina,53,52,19294,35616,2010,2010,2010,2010,9350,9417,9394,9393,831,827,827,827,87,93,90,90,1558.3,120705,123022,8523357,22876601,26582873,160818,671323,814282
Israel,47,29,11106,12236,2007,2007,2007,2007,5115,5053,5094,5095,369,353,365,370,12,16,13,14,1222.0,94641,96458,9919971,26690518,29995741,211063,614668,704380
Ghana,46,27,17370,22163,2011,2011,2011,2012,8099,8156,8132,8140,607,637,630,641,8,14,13,14,1621.0,125568,127979,15504805,41061693,46171071,337061,992080,1146575
Turkey,46,43,20357,37805,2007,2007,2009,2009,5977,7219,8040,8180,521,656,846,853,16,57,31,30,1596.5,123626,125999,13683809,28117614,32416025,297474,847797,1027241
Greece,43,28,33372,35422,2013,2011,2015,2014,5711,5429,5735,5752,337,385,361,378,17,34,22,26,2429.9,188225,191839,11595748,32251716,37562253,269669,1033329,1279488
Qatar,40,40,11390,17668,2008,2008,2007,2007,3691,4040,4106,4202,302,333,384,409,16,27,21,24,893.8,67632,68930,6533772,15984615,17292352,163344,512621,640717
Canada,39,39,22182,42339,2011,2011,2010,2010,7376,8639,9211,9256,689,801,942,947,17,49,32,31,1455.8,112580,114741,9409165,21322922,24541466,241261,788532,932229
