Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Pulau Indah,1606,498,12699,14889,2002,2005,2003,2003,247,418,358,356,23,60,57,59,18,41,51,53,2455.4,188402,192020,13815344,43295437,50069324,8602,30655,37125
Pasir Gudang,1193,495,6431,9320,2005,2007,2006,2006,268,483,443,448,48,107,117,113,20,66,83,87,1750.2,134076,136650,9912525,28125301,33199020,8309,27386,33431
Port Klang,1054,355,5246,5650,2001,2005,2003,2004,264,600,385,402,32,102,96,119,22,71,54,61,1673.1,127516,129964,8405356,22708599,28366232,7975,25875,32398
Tanjong Bin,835,309,4006,6011,2002,2005,2005,2005,190,393,369,391,29,92,127,135,19,55,54,57,1081.3,82602,84188,6324384,14950293,16857681,7574,22510,27005
Pengerang,737,433,9549,15979,2006,2007,2009,2009,289,678,491,455,35,125,212,181,18,61,59,59,1217.9,91932,93697,8305971,20217261,23501308,11270,35679,45248
Pulau Pinang,673,215,6347,6164,2004,2005,2002,2004,232,494,356,352,26,48,80,89,25,54,29,37,1325.0,101949,103907,6854392,22136620,25650627,10185,35557,42415
Bintulu Port,670,275,9788,12891,2005,2007,2005,2005,695,946,1005,958,56,135,183,162,39,95,90,81,1812.8,133475,136038,11526382,33695831,38514063,17204,58245,74224
Tanjung Pelepas,584,113,2457,3174,2007,2005,2008,2008,185,362,300,298,25,129,76,83,13,52,24,27,636.4,48638,49572,3809001,10976636,12261145,6522,20886,24751
Muar,458,170,1113,1701,2010,2007,2007,2008,103,457,245,257,16,112,75,68,8,60,31,32,206.1,15707,16009,2953558,6518866,7472711,6449,16812,20145
Sungai Udang,443,255,5284,9012,2007,2006,2006,2006,408,617,736,757,45,123,135,135,25,45,100,103,940.3,72181,73567,6178209,12653097,14493743,13946,41901,52759
Tanjung Gelang,431,234,2640,3860,2008,2007,2010,2009,338,475,526,540,37,60,76,79,32,97,187,227,659.1,50478,51447,3240600,9713508,11563962,7519,27349,33734
