Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,3724,385,33998,41769,2003,2006,2004,2004,267,321,392,401,25,29,70,72,19,22,36,36,6841.9,526382,536488,41527173,138260402,155538244,11151,39261,46564
Service - tug,2498,353,1415,1260,2011,2009,2011,2011,209,658,755,740,52,253,1069,1021,19,119,360,364,1322.6,99323,101230,32216819,76183078,102005023,12897,33302,44964
Oil tanker,2442,358,25921,45095,2002,2004,2005,2004,308,504,682,684,44,97,146,146,28,82,84,85,5718.8,437692,446096,33975645,54158102,59313985,13913,38319,48476
Chemical tanker,1868,531,10698,16884,2008,2008,2009,2009,381,531,574,576,40,63,112,112,26,44,49,49,3267.7,250002,254802,14866400,49431242,59739109,7958,29747,36394
General cargo,1578,352,4880,7020,2001,2005,2002,2003,536,590,635,643,52,63,188,194,32,78,125,125,1365.0,103624,105614,12095469,35678978,50837448,7665,28264,38859
Bulk carrier,1151,494,18847,34148,2008,2008,2007,2008,333,577,547,539,37,69,199,196,51,94,104,101,1840.0,141991,144717,10420018,25689006,32573987,9053,33844,41625
Service - other,820,74,1981,2490,2010,2008,2009,2009,119,726,443,379,19,161,609,588,13,173,213,268,700.7,53170,54191,17376317,35652388,38417607,21191,47153,53242
Ro-Ro,307,22,534,852,2010,2011,2008,2008,292,1242,958,935,59,354,345,315,25,388,151,114,860.5,64612,65852,1152610,4106591,2979745,3754,8923,10450
Liquefied gas tanker,295,61,5898,5019,2005,2004,2007,2007,747,1017,1666,1574,75,97,323,307,31,54,92,92,1271.6,88478,90177,1814415,9287824,8452988,6151,44338,64759
Ferry-pax only,210,21,84,22,1999,1997,1997,1997,795,2215,1962,2400,48,94,579,586,28,63,241,250,292.3,21946,22367,1790668,3652376,4601575,8527,19845,26162
Cruise,179,37,3898,441,1996,2001,1994,1993,209,351,372,409,16,43,229,260,9,12,24,22,989.9,76456,77924,1005423,8471068,11252023,5617,40292,48725
Vehicle,103,11,4886,1579,1999,2002,1998,1998,763,534,1049,1052,55,37,140,141,20,14,32,32,302.5,23422,23872,1599381,7051556,8166421,15528,59022,63520
Refrigerated bulk,5,3,34,40,1983,1981,1981,1981,665,3460,1417,1536,62,298,709,734,23,211,188,190,34.9,2630,2681,118969,259954,292814,23794,50704,54746
Miscellaneous - fishing,3,3,1,1,1992,1992,1987,1983,622,569,357,538,72,68,84,94,4,10,17,21,1.1,86,88,10305,22858,25988,3435,8084,9583
