int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Container,541,73,1999,2002,2000,1999,10440810734,13079650578,1207,1352,1322,1321,2299,176374
General cargo,112,73,2002,2003,2003,2003,2475526294,3412109530,1457,2174,2443,2500,525,40217
Service - other,13,9,2005,2002,2012,2008,254468790,154379455,2758,4178,6073,3923,68,5177
Chemical tanker,148,54,2008,2009,2009,2009,1749623801,2602369943,1228,1693,1493,1477,474,36287
Bulk carrier,97,86,2007,2007,2006,2006,4698086143,8021709768,1586,2196,2050,2050,545,42070
Offshore,25,11,2012,2011,2014,2015,103478500,107567116,1185,2601,1471,1497,66,4969
Service - tug,55,20,2010,2007,2008,2007,120068134,113910770,1207,1600,1294,1329,81,6115
Vehicle,36,18,2006,2007,2007,2007,2791893248,881241285,1305,1955,2133,2108,222,17186
Oil tanker,193,33,2007,2006,2010,2010,8662435277,14346233938,1152,2049,2533,2868,1153,88998
Liquefied gas tanker,6,6,1997,1997,1998,1997,65728918,66471371,1801,2867,2486,2402,20,1561
Cruise,8,6,2003,2001,2004,2002,273319765,30228086,1157,1110,1026,1036,76,5847
Ro-Ro,1,1,2000,2000,2000,2000,74130946,60305369,8394,8394,8394,8394,19,1486
