dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Service - other,1,1,2015,2015,2015,2015,3067770,1860658,7927,7927,7927,7927,5,353
Offshore,7,3,2001,1999,1984,1982,7033577,6022680,1928,2026,2190,2232,13,1008
Service - tug,7,4,2009,2007,2009,2007,17563278,15771969,2850,3118,3504,3130,21,1593
General cargo,2,2,1992,1992,1995,1994,27182870,35976201,1174,1174,1284,1228,4,345
Bulk carrier,1,1,1996,1996,1996,1996,85593236,147908254,3169,3169,3169,3169,7,564
Container,1,1,1996,1996,1996,1996,1960113,2800885,203,203,203,203,1,67
