int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,112,73,2002,2003,2002,2002,1101962974,1496590764,945,1264,1087,1097,274,20923
Container,541,73,1999,2002,2000,2000,8000735083,10028238223,952,971,1013,1013,1721,131966
Chemical tanker,148,54,2008,2009,2009,2009,1521057707,2270488484,1068,1343,1298,1289,459,35109
Bulk carrier,97,86,2007,2007,2009,2009,4310833467,7287714070,1203,1907,1881,1863,442,34125
Service - other,13,9,2005,2002,2002,1991,103366823,126093780,2536,3063,2467,3204,50,3784
Service - tug,55,20,2010,2007,2008,2007,142219579,139633114,996,2839,1532,1629,112,8406
Offshore,25,11,2012,2011,2014,2014,127349770,127951228,2101,5458,1810,1781,117,8798
Vehicle,36,18,2006,2007,2006,2006,2134846581,671519467,1085,2032,1631,1607,163,12612
Oil tanker,193,33,2007,2006,2008,2008,5660879450,8896476003,1073,1431,1655,1778,941,72487
Liquefied gas tanker,6,6,1997,1997,1999,1999,37751166,38513098,1164,1467,1428,1392,41,3078
Cruise,8,6,2003,2001,2004,2002,174220800,18983145,609,634,654,651,41,3165
Ro-Ro,1,1,2000,2000,2000,2000,9791999,7965771,1109,1109,1109,1109,3,198
