int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,155,34,2004,2002,2005,2005,865183833,1289768306,928,1756,1205,1233,256,19645
Service - other,3,2,2006,2008,2007,2009,5379639,3238532,1509,1556,1468,1507,2,132
Container,23,1,2007,2007,2007,2007,151974877,198333907,843,843,1058,1058,47,3600
Ferry-RoPax,2,1,2007,2007,2007,2007,25353367,5857656,11179,11179,11179,11179,30,2270
Liquefied gas tanker,2,2,2014,2014,2013,2013,163148702,103117633,600,600,671,610,14,880
Ro-Ro,2,2,2016,2016,2016,2016,11307652,17050929,9497,9497,8989,9995,87,6504
Ferry-pax only,1,1,2004,2004,2004,2004,13563858,1502296,8456,8456,8456,8456,5,379
Oil tanker,25,6,1996,1998,1999,1998,471975691,765258951,1582,4933,1433,1366,121,9256
Bulk carrier,10,9,2007,2009,2014,2014,201397020,373695888,742,770,620,620,21,1634
Offshore,7,2,2004,2000,2007,2005,7098704,2557614,2631,2481,3289,2527,20,1467
Chemical tanker,4,3,1995,1997,1995,1995,120147408,208861115,2654,2376,2535,2563,37,2811
Cruise,3,2,1990,1988,1991,1991,130396337,18100479,726,832,887,879,27,2062
Service - tug,1,1,2012,2012,2012,2012,3902728,3596216,1412,1412,1412,1412,3,199
