port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ha Kwai Chung - Aberdeen,243,62,2009,2008,2007,2007,707088605,1061232080,189,637,511,552,532,40159
Hong Kong - Tsim Sha Tsui,870,78,2005,2004,2005,2005,428138574,232544783,377,559,620,683,452,33936
Aberdeen - Tsim Sha Tsui,37,17,1999,2001,1999,1999,90466198,114667110,463,1478,2835,3113,64,4885
Tsim Sha Tsui - Causeway Bay,114,17,1997,2002,1996,1997,99365214,104668200,405,604,508,500,95,7131
Causeway Bay - Aberdeen,52,14,1993,2003,2004,2004,449561613,531426837,248,849,2490,2438,55,4223
Aberdeen - Wan Chai,46,17,1998,1998,2000,2003,49034021,42671390,682,1004,1093,965,58,4361
Wan Chai - Hong Kong,285,35,2007,2003,2006,2007,58370228,23911785,207,349,302,580,80,6003
Hong Kong - Causeway Bay,55,11,1994,1996,1976,1985,192768513,68549392,442,1182,1980,794,295,22745
Hong Kong - Aberdeen,59,16,2004,2001,1995,1996,110416927,136569202,434,1092,2008,1942,55,4187
Tsim Sha Tsui - Ha Kwai Chung,156,47,2008,2006,2004,2004,189077035,187351470,433,1302,1183,1083,413,31028
Tsim Sha Tsui - Wan Chai,1297,65,2005,1999,2003,2003,672116297,150633612,391,827,744,897,825,61999
Ha Kwai Chung - Causeway Bay,61,21,2004,2006,2015,2009,482403543,122725831,281,812,1868,771,187,14221
Ha Kwai Chung - Hong Kong,108,27,2008,2008,2007,2006,100593958,136542280,229,594,717,724,209,15684
Ha Kwai Chung - Wan Chai,28,16,2007,2005,2004,2008,19334169,10275768,337,1937,1111,735,28,2120
Causeway Bay - Wan Chai,23,11,1994,1995,1987,1993,14852873,11122933,328,725,586,493,27,1993
