Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sweden,910,341,4467,3042,2000,2001,2003,2005,238,368,332,401,21,52,41,61,15,51,38,63,1131.3,84844,86473,7123415,18631202,23564122,7828,20218,22105
Poland,672,372,1654,2061,1999,2001,2006,2006,142,229,172,183,21,53,39,45,25,46,45,52,500.9,37595,38317,2069591,5977013,7507049,3080,10353,13072
Denmark,549,307,2398,2962,1997,2000,2004,2005,432,514,447,470,45,71,55,61,24,80,54,62,637.5,47610,48524,3031973,8201761,10408945,5523,17836,22811
Germany,381,273,4261,5070,2001,2002,2008,2009,482,541,741,764,51,68,78,86,28,54,38,46,639.5,48026,48948,3689913,10894783,13398042,9685,34226,41808
Russian Federation,344,199,4391,7451,2003,2004,2004,2005,473,428,609,633,37,67,98,101,26,62,74,76,692.2,52073,53073,4139114,10278810,11857874,12032,35978,44056
Netherlands,313,241,5080,8414,2006,2006,2009,2009,909,927,980,988,88,125,135,136,33,77,72,73,935.9,70187,71535,5101902,14214260,17378938,16300,56702,69843
Finland,283,119,1296,1560,2003,2003,2006,2005,395,487,513,500,40,65,69,71,17,49,37,41,373.1,28003,28541,2513926,7348668,8685850,8883,28282,34282
Latvia,246,162,809,1054,1999,2003,2007,2007,165,258,277,287,24,71,125,141,28,46,37,45,301.0,22603,23037,952535,2605607,3103346,3872,13737,16668
United Kingdom of Great Britain and Northern Ireland,211,138,2691,4330,2005,2005,2008,2008,930,1094,1177,1196,95,134,156,162,25,54,56,59,504.5,37957,38686,3653663,9699491,12088929,17316,55428,68702
Norway,195,106,2379,2190,1998,2000,2006,2007,716,905,1355,1173,76,100,146,129,31,148,51,54,429.1,30062,30640,1788446,5936493,6706972,9172,36151,49379
Belgium,128,88,2156,3322,2007,2007,2008,2008,1015,958,1053,1051,88,109,102,104,24,68,64,68,419.7,31513,32118,2152982,6902732,8290367,16820,65803,81131
Estonia,105,76,686,832,2002,2002,2006,2008,347,425,439,471,40,140,91,105,26,46,64,84,245.0,18393,18747,644379,2222603,2682757,6137,24057,29333
Spain,28,28,1685,2865,2007,2007,2008,2008,2310,2373,2512,2509,215,236,271,271,72,136,128,122,199.8,15167,15459,1242423,2951594,3726345,44372,155846,189542
France,26,26,345,588,2003,2003,2007,2008,950,1015,1232,1246,106,114,123,124,34,44,49,49,46.6,3501,3568,417672,1137639,1480539,16064,52745,70098
Iceland,17,10,155,213,1987,1991,2003,2007,1410,1485,1543,1564,136,149,195,207,20,40,67,79,43.4,3274,3337,206919,611086,557378,12172,31080,36130
Ireland,11,11,363,621,2008,2008,2010,2010,1511,1733,1594,1588,131,163,165,163,69,94,101,103,48.0,3630,3700,250191,714548,906468,22745,94365,117594
Egypt,6,6,1577,2838,2008,2008,2008,2008,4275,4243,4243,4243,378,436,440,440,41,53,54,54,147.9,11310,11528,1466963,3089285,3401934,244494,600511,750568
Morocco,6,6,331,535,2009,2009,2008,2008,2558,2572,2584,2581,278,355,391,396,210,226,249,253,40.0,3043,3101,227797,549452,789311,37966,152524,190297
Gibraltar,6,6,474,838,2009,2009,2008,2008,2367,2387,2469,2473,234,236,232,232,39,43,53,54,43.6,3311,3375,392918,1001788,1208865,65486,210570,266596
Portugal,5,5,375,677,2008,2008,2006,2005,2196,2193,2342,2356,206,215,256,260,73,80,92,91,44.5,3368,3433,281380,603877,775824,56276,179658,222864
Faroe Islands,5,3,24,24,1987,1992,1987,1987,1101,1097,1096,1096,84,82,82,82,48,40,39,38,11.8,884,901,80628,469810,260996,16126,37653,49625
United States of America,4,4,612,612,2002,2002,2001,2003,4462,4526,4648,4383,328,361,355,373,107,132,91,122,72.4,5519,5625,366433,1345149,1586693,91608,382334,453168
Turkey,4,4,891,1617,2010,2010,2013,2013,4256,4228,4207,4206,374,383,378,378,139,132,127,127,76.1,5815,5927,823286,1723625,1920086,205821,520249,644683
Nigeria,2,2,63,102,2007,2007,2007,2007,2885,2885,4465,4546,251,251,433,434,65,65,112,112,9.8,751,766,46288,128954,198768,23144,105465,137830
Argentina,2,2,356,546,2014,2014,2013,2014,7382,7382,7382,7383,642,642,643,642,124,124,125,121,34.0,2617,2667,243816,482555,598524,121908,389182,452496
China,1,1,1,1,1978,1978,1978,1978,978,978,978,978,144,144,144,144,51,51,51,51,1.5,109,111,3337,7292,8214,3337,7112,7678
Canada,1,1,43,46,2016,2016,2016,2016,3732,3732,3732,3732,256,256,256,256,182,182,182,182,9.3,705,719,17387,63486,93738,17387,104032,142066
South Africa,1,1,285,502,2015,2015,2015,2015,8189,8189,8189,8189,665,665,665,665,156,156,156,156,26.3,2026,2065,102177,299920,342623,102177,466904,570619
Mauritania,1,1,82,127,2013,2013,2013,2013,3395,3395,3395,3395,447,447,447,447,116,116,116,116,7.3,556,566,56701,112221,139190,56701,181013,210461
