Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,1744,740,2712,3897,1999,2001,2003,2003,356,476,494,491,46,66,100,99,30,54,95,92,841.9,63264,64478,8036645,23455166,33422622,4608,16406,22709
Container,832,139,6842,8072,2005,2005,2006,2006,467,449,456,455,37,42,56,56,13,33,20,20,1558.4,116891,119136,9153021,27492726,31375594,11001,35662,41985
Bulk carrier,426,341,10933,18740,2009,2010,2009,2009,844,992,1021,1022,85,126,217,216,67,95,112,112,1134.3,85700,87345,6352679,15270999,19512757,14912,57537,69952
Ferry-RoPax,426,7,2928,847,2000,2000,2001,2001,227,280,286,286,15,18,22,22,10,6,21,21,716.7,53810,54843,5264133,13017784,15972905,12357,26378,24024
Chemical tanker,370,238,3590,5686,2006,2007,2008,2009,492,696,720,722,62,133,157,158,26,57,61,62,1166.0,87654,89337,3060786,12301013,14597129,8272,38147,46604
Oil tanker,220,120,8975,16384,2001,2008,2009,2009,485,1075,1052,1062,49,117,213,213,44,61,65,65,1207.4,91066,92815,8601963,17508558,19484871,39100,100176,123566
Ro-Ro,144,13,932,659,1995,1995,1997,1998,320,555,362,363,20,46,33,33,8,60,19,19,215.0,16130,16440,803961,2288760,1932254,5583,13208,14870
Refrigerated bulk,135,29,281,249,1989,1991,1990,1990,645,586,638,622,61,55,81,80,25,64,65,69,259.3,19481,19855,740058,1617064,1821470,5482,11682,12613
Cruise,58,30,1002,97,2000,1995,2009,2007,245,280,340,319,17,24,42,39,9,8,9,9,240.1,18030,18376,236677,1715722,2170892,4081,25715,30215
Miscellaneous - fishing,35,22,20,10,1984,1985,1988,1987,1029,1994,1613,1202,185,465,712,630,47,768,2039,1898,84.0,6304,6425,68535,152023,172835,1958,4608,5463
Service - tug,32,18,3,2,1988,1992,1990,1993,246,380,311,291,36,148,260,251,49,69,81,81,12.3,920,938,47252,111736,149608,1477,3813,5148
Service - other,18,17,87,112,1995,1997,1994,1996,602,979,1035,1025,194,419,570,520,157,398,406,398,47.2,3541,3609,779710,1599795,1723876,43317,96388,108836
Liquefied gas tanker,13,6,1881,1299,2007,2007,2006,2006,1786,1210,1502,1483,112,94,153,152,31,88,27,28,197.0,12279,12515,323991,2278484,1916670,24922,216878,333873
Other liquids tankers,11,2,29,46,1991,2002,2000,1999,576,573,620,639,86,66,94,99,19,40,45,44,20.8,1563,1593,23665,67571,145683,2151,7453,12043
Vehicle,2,1,385,144,1998,1998,1998,1998,3351,3351,3351,3351,217,217,276,276,32,32,29,29,31.2,2380,2426,146080,644056,745883,73040,277625,298785
