Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,1732,741,5294,7790,1998,2001,2006,2006,487,825,966,982,55,94,286,292,36,50,87,89,1359.2,102590,104559,13087174,38668700,55104714,7556,28001,38474
Container,827,136,7720,9172,2005,2006,2005,2005,389,459,517,520,32,45,69,69,14,22,21,21,1730.7,129845,132338,10814828,31218034,35253808,13077,40090,46645
Ferry-RoPax,429,8,3118,898,2000,1998,2001,2001,228,286,303,302,15,17,20,20,7,8,18,18,715.5,53724,54755,5582131,13804168,16937803,13012,27775,25298
Bulk carrier,416,333,30879,53204,2009,2010,2011,2011,855,2943,2961,2981,100,283,599,602,28,64,114,116,3021.6,231475,235919,17405444,42092482,53486214,41840,162563,197442
Chemical tanker,363,235,7699,12457,2006,2007,2009,2010,538,1308,1581,1621,49,119,332,337,21,41,62,62,1379.8,104887,106901,4201529,21533057,25214024,11574,69073,84697
Oil tanker,223,122,7372,13558,2001,2008,2009,2009,447,843,855,870,42,90,185,186,37,56,63,63,1043.1,78893,80408,6669257,13060426,14617361,29907,78112,95547
Ro-Ro,145,13,862,610,1995,1995,1998,1998,317,502,333,335,22,41,27,28,1,11,18,16,186.7,13974,14242,720686,1878699,1688186,4970,11740,13038
Refrigerated bulk,133,28,302,275,1989,1991,1989,1990,637,735,701,702,63,85,102,103,13,34,40,44,223.8,16832,17155,814640,1780028,2005034,6125,13053,14093
Cruise,58,30,1026,107,2000,1995,2007,2005,256,331,348,349,18,27,33,34,8,9,13,12,247.6,18595,18952,333562,1993817,2449747,5751,30037,34197
Miscellaneous - fishing,35,23,41,23,1985,1986,1988,1989,567,3075,3214,2693,83,366,893,920,64,431,2313,2132,69.5,5218,5318,161098,357346,406266,4603,10832,12841
Service - tug,32,17,5,3,1988,1993,1989,1995,336,360,502,455,52,211,306,574,19,232,480,810,23.0,1728,1762,73474,173743,232633,2296,5929,8005
Service - other,14,12,45,56,1988,1988,1996,1997,428,771,1171,1358,99,956,255,223,144,491,325,336,50.9,3821,3895,390401,801018,863145,27886,62051,70064
Liquefied gas tanker,13,6,1367,955,2007,2007,2006,2006,684,819,1092,1091,60,71,110,111,25,48,63,61,159.4,10133,10328,239311,1676594,1411532,18409,159811,245876
Other liquids tankers,10,2,29,45,1991,2002,2004,2002,802,696,640,647,101,78,74,76,20,11,10,10,16.2,1220,1243,22853,65252,140683,2285,7917,12793
Vehicle,2,1,21,8,1998,1998,1998,1998,180,180,180,180,18,18,19,19,26,26,26,26,2.0,153,156,7826,34503,39958,3913,14873,16007
