Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sweden,894,243,4401,2944,1999,2001,2002,2004,291,432,337,412,23,55,31,45,8,30,17,16,971.2,72824,74222,7674684,19914517,25280939,8585,22071,24161
Poland,589,209,1048,1200,1999,1998,2003,2003,138,261,194,208,17,54,47,52,19,90,34,38,382.0,28666,29216,1745115,5454520,6683974,2963,10113,12724
Denmark,435,260,3622,4938,2000,2002,2006,2007,461,554,499,531,48,73,53,57,8,28,31,31,624.2,46362,47252,2978929,8099196,9742848,6848,23513,29226
Germany,339,184,2536,2706,2000,2000,2005,2005,482,536,670,700,52,57,67,71,29,39,26,28,509.9,38291,39027,3345172,10021524,12122518,9868,31979,38932
Russian Federation,308,211,3741,5919,2004,2004,2007,2006,462,426,398,438,39,72,92,97,30,57,70,75,670.8,50418,51386,3627885,9129455,10566234,11779,34655,42600
United Kingdom of Great Britain and Northern Ireland,279,162,2282,3339,2003,2002,2005,2006,1056,1092,1146,1152,94,125,105,110,21,52,30,32,647.0,48588,49521,5331340,14409620,17843449,19109,56816,70600
Latvia,236,149,541,615,1996,2000,2005,2004,247,284,279,272,16,41,33,37,32,48,43,55,206.1,15480,15777,1003087,2486141,3155791,4250,13922,17993
Finland,233,121,844,963,2003,2003,2006,2006,393,432,428,410,36,48,40,41,27,36,27,30,245.3,18396,18749,1201598,3991163,4960932,5157,19599,25136
Norway,193,113,1368,1250,1997,1999,2004,2003,691,790,1242,1078,75,91,124,117,24,41,58,58,304.8,21655,22071,1647826,5329123,6414251,8538,31426,43003
Estonia,178,114,1459,1845,2001,2002,2004,2006,333,422,416,392,34,92,49,51,14,86,35,44,381.7,28659,29209,1559580,4973757,5901830,8762,31563,38572
Netherlands,169,139,2741,4560,2004,2005,2009,2010,832,905,1061,1072,97,109,119,121,32,41,54,58,511.2,38487,39226,2876855,7716281,9431866,17023,56079,69674
Belgium,124,99,2401,3019,2004,2005,2004,2004,887,975,1145,1135,93,100,95,98,34,46,42,46,398.6,29946,30521,3013449,7815557,9452300,24302,74272,89992
France,93,84,915,1338,2005,2005,2007,2007,1144,1268,1368,1365,128,130,132,133,47,59,42,44,186.7,14054,14324,1510268,4509107,5967705,16239,58962,77075
Spain,59,56,1775,2937,2008,2008,2010,2010,1998,2134,2400,2418,204,208,234,235,28,42,31,29,232.4,17647,17986,1714933,4786985,6408499,29067,114659,144813
Ireland,52,50,222,332,2003,2003,2004,2004,1381,1449,1458,1454,152,156,158,157,30,38,38,38,69.6,5238,5338,844582,2440367,3462541,16242,56134,77603
Brazil,28,27,5204,8899,2012,2012,2013,2013,6502,6227,6351,6368,590,613,625,626,113,171,213,218,499.8,38437,39175,3109877,7503012,9690872,111067,432757,528984
Algeria,16,15,1181,1907,2011,2011,2011,2011,3072,3167,3109,3109,240,272,266,265,30,67,74,73,189.1,14455,14733,376009,2691867,3123540,23501,200151,246902
