int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bluff,169,109,2007,2008,2008,2009,10286865790,14603046650,1499,2836,2393,2475,1192,92035
Port Chalmers,103,50,2007,2008,2006,2009,10052914273,4914803431,1407,1845,1541,1758,1813,140371
Auckland,814,313,2006,2007,2007,2008,85566685370,70866994363,1671,3336,2888,2898,10455,808705
Tauranga,616,312,2007,2009,2006,2007,76663020013,100929153030,2136,4078,3819,3853,9677,748120
Lyttelton,121,110,2009,2009,2012,2012,13461083169,22207442373,5236,4270,4681,4837,1510,116385
Marsden Point,109,99,2009,2009,2008,2008,27170138919,48778673997,4982,4784,5660,5859,2575,199358
Nelson,122,88,2008,2010,2011,2012,7944806609,12396420508,1439,3423,2690,2939,910,70110
Gisborne,61,55,2012,2011,2013,2013,5332580745,8663134178,5073,3749,3932,3937,474,36570
Picton,16,14,2006,2006,2010,2011,1123805721,513554724,1229,1362,1313,1844,191,14793
New Plymouth,116,86,2010,2010,2010,2010,9200842764,14366326596,2042,3404,3397,3337,1023,78853
Seaview,79,64,2010,2010,2012,2012,7700025144,12034743095,4326,3724,3617,3864,805,62231
Timaru,58,49,2006,2006,2011,2011,3414444725,4849593175,1792,3875,2660,2784,460,35446
Matiatia Bay,15,14,2009,2009,2010,2010,1237982664,571591973,2008,2415,2715,2341,119,9218
Burnham Wharf,31,30,2009,2009,2012,2012,1438166043,2235352508,1489,2144,2497,2616,146,11239
Shelly Bay,42,40,2009,2009,2011,2013,3020795693,4189692546,2027,3105,2656,3431,352,27202
Takapuna,4,4,2002,2002,2001,2002,647147849,460386104,3642,3565,5206,4254,66,5130
Chelsea,6,6,2012,2012,2012,2012,655964832,1044484707,6143,5005,4898,4962,82,6300
Russel,11,9,2006,2006,2009,2007,938582291,120130382,1168,1172,1169,1278,178,13759
Devonport,8,7,2004,2003,1998,1998,696817016,270149136,834,3405,10382,11249,73,5556
Milford Sound,5,4,2008,2006,2007,2007,332979629,34006756,1172,1044,1054,1037,62,4797
Tryphena,4,4,2013,2013,2013,2013,1263901228,787197873,7364,6237,7635,7024,92,7080
Tarakohe,3,3,2014,2014,2014,2014,155826290,258729881,1373,1749,1763,1755,14,1019
Stewart Island,2,2,1992,1992,1992,1992,166013412,14724555,1358,1358,1368,1368,40,3098
Waitangi,3,3,2007,2007,2004,2003,232954622,20804898,1166,780,633,698,50,3868
Dunedin,10,10,2010,2010,2013,2013,703344704,1088077968,4773,6395,4311,4239,100,7694
Half Moon Bay,2,2,2008,2008,2009,2009,128206488,171293893,5243,5243,5683,5692,25,1964
Wellington,6,6,2005,2005,2006,2006,465168455,699448483,3179,3082,3893,4877,77,5974
Mangawhai,4,3,2008,2008,2010,2012,358063708,432577224,2641,3367,2084,2301,44,3436
Port Fitzroy,1,1,2009,2009,2009,2009,67300871,112864490,3744,3744,3744,3744,8,589
Whangarei,1,1,2016,2016,0,0,0,0,0,0,0,0,0,1
Waitara,1,1,2006,2006,2006,2006,166871868,257263927,5367,5367,5367,5367,19,1504
Kauri Point,1,1,2010,2010,2010,2010,297049,25367,127,127,127,127,0,25
Whangaroa,1,1,2008,2008,2008,2008,54132523,14222511,1157,1157,1157,1157,4,329
Whangaparaoa,1,1,2008,2008,2008,2008,64511877,16949531,1378,1378,1378,1378,5,370
Oamaru,1,1,1983,1983,1983,1983,6268,4577,8,8,8,8,0,1
