int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Port Chalmers,92,42,2005,2007,2005,2005,18817736790,19681510246,5227,3708,3406,5119,2860,221542
Tauranga,934,438,2008,2009,2008,2008,133091796229,174578075578,5117,4830,4367,4450,18306,1415789
Auckland,572,204,2006,2006,2007,2007,50594376536,42633926595,1388,3170,2615,2732,6754,522646
Lyttelton,102,88,2007,2007,2009,2011,13960082699,14955615867,5189,4365,4526,4461,1393,107528
New Plymouth,84,57,2011,2011,2010,2010,8384768638,13807301838,4526,3716,3775,3825,1072,80964
Marsden Point,278,226,2011,2011,2010,2010,42347125067,71076518531,5097,4751,4903,4994,4060,314156
Nelson,82,57,2006,2006,2007,2010,18389553420,12376020477,5188,5187,5422,5976,1348,104240
Bluff,34,32,2005,2006,2007,2007,1977950324,2974014595,1328,2386,2635,2584,280,21645
Burnham Wharf,31,27,2006,2006,2009,2009,2797495755,3043474188,1595,3324,3435,3993,336,25928
Seaview,80,77,2011,2011,2012,2012,9210472702,13515382557,5477,4922,4478,5028,1143,88407
Matiatia Bay,10,10,2008,2008,2010,2010,666015361,242084619,1435,1725,2632,1718,54,4183
Timaru,46,44,2004,2005,2010,2010,3084201556,4577163420,5939,5134,4965,4905,442,34008
Wellington,12,12,2010,2010,2009,2009,889947272,1490544477,1576,2555,3145,3212,106,8226
Shelly Bay,29,25,2005,2005,2007,2009,4045732234,1616398662,2637,3269,3229,3979,473,36620
Picton,37,32,2010,2011,2012,2013,4872578919,5718710816,6255,5069,3319,5563,656,50676
Takapuna,5,5,2004,2004,2004,2004,102457821,132329720,1025,887,764,1092,18,1398
Gisborne,38,36,2010,2010,2010,2010,4283114460,6873055127,5899,5920,5847,5839,484,37400
Russel,17,12,1998,1999,2001,1999,1638021204,166728479,1181,1232,1208,1211,388,30077
Mangawhai,3,3,2010,2010,2011,2013,93691306,131907975,2098,1684,2532,2647,11,871
Tarakohe,2,2,1994,1994,1994,1996,2998078,1782641,213,213,83,50,2,167
Milford Sound,7,4,2012,2008,2014,2013,859090079,69810421,1176,1114,1210,1206,123,9523
Ravensbourne,3,3,2013,2013,2015,2014,268355045,448594741,2366,3558,3170,3075,20,1539
Dunedin,21,15,2008,2007,2011,2011,1598779741,2568340605,4491,5002,6029,6322,232,17877
Kauri Point,2,2,2006,2006,2003,2003,8779666,4176838,6550,6550,2921,8044,9,691
Akaroa,2,2,2012,2012,2008,2008,167245817,13140662,723,723,1021,959,29,2224
Glenavy,1,1,2012,2012,2012,2012,193833113,309946811,6745,6745,6745,6745,19,1476
Waitangi,5,3,2006,2004,2009,2007,612066768,59790656,1178,1136,1168,1161,125,9685
Half Moon Bay,2,2,2008,2008,2008,2008,36807219,49089362,1643,1643,1631,1631,8,613
Waikawa,2,2,2002,2002,2015,2015,6963524,10067666,198,198,270,271,2,168
Devonport,7,6,2004,2002,2001,1999,100609164,32901036,1348,2505,1503,1373,16,1179
Otago Harbor,1,1,1997,1997,1997,1997,6336986,3096951,2552,2552,2552,2552,2,143
Waitara,1,1,2006,2006,2006,2006,168238538,259370902,5411,5411,5411,5411,25,1938
Stewart Island,2,2,2001,2001,1996,2000,90644511,16952737,1924,1924,1437,1645,24,1863
Kaikura,1,1,2014,2014,2014,2014,181426687,293330594,7779,7779,7779,7779,17,1285
Tryphena,1,1,2012,2012,2012,2012,1786072,2278411,179,179,179,179,1,75
Whangaroa,1,1,2007,2007,2007,2007,12946504,17828122,1301,1301,1301,1301,3,254
Tiwai Point-Bluff Port,1,1,2003,2003,2003,2003,42831022,70844259,2382,2382,2382,2382,3,256
