Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,711,209,21341,28942,2006,2008,2008,2009,1039,1915,1640,1731,70,186,171,187,18,52,46,51,4012.0,308208,314126,23014875,73619651,83659283,32370,113869,134494
Honduras,638,163,2233,2595,2006,2007,2006,2007,109,170,165,163,14,41,36,38,16,26,21,23,574.6,44247,45096,2367245,8143012,9172439,3710,13363,15645
Mexico,482,191,13749,13474,2007,2008,2007,2008,743,871,775,795,51,77,66,71,15,29,22,27,1972.2,152593,155523,11051807,36183249,40465975,22929,79458,92283
Costa Rica,358,98,5666,5801,2007,2007,2007,2007,511,780,621,640,40,66,72,71,16,32,22,25,1203.0,92716,94496,7001016,21875872,24417422,19556,61972,71433
Colombia,142,92,6719,8635,2006,2006,2005,2006,1254,1399,1252,1253,124,140,132,136,24,48,33,39,903.8,69914,71256,5758734,16150105,18486178,40554,130631,152545
El Salvador,135,87,345,423,2009,2009,2009,2010,72,124,85,90,8,36,39,46,21,53,46,59,110.9,8549,8713,256017,864412,1003754,1896,7307,8705
Jamaica,88,28,1241,1591,2006,2006,2005,2005,744,824,799,805,58,77,63,66,10,17,14,15,269.5,20827,21227,1587807,5022934,5609306,18043,59247,69192
Panama,76,66,1926,2817,2008,2009,2008,2009,951,1138,991,987,85,108,115,103,39,70,60,59,307.5,23728,24184,1670779,5172259,6156388,21984,82862,101162
Belize,56,14,147,36,1986,2002,2001,2003,82,171,190,215,12,19,24,62,10,11,10,15,47.1,3621,3690,115975,402191,463196,2071,6844,7587
Nicaragua,50,31,388,264,2002,2006,2003,2006,255,311,261,293,25,32,26,37,10,45,28,56,104.7,8078,8233,337246,1171223,1390188,6745,25086,29337
