Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Spain,4008,1586,89978,69673,2005,2005,2008,2007,565,937,611,732,41,90,65,91,14,35,27,34,14289.6,1103644,1124834,57979269,182282248,221690502,14466,50925,60667
Greece,3776,1283,94962,76381,2003,2003,2005,2006,706,877,836,900,53,87,85,109,11,37,40,42,17223.5,1330791,1356342,86012176,235400931,273509102,22779,64501,70899
France,3349,905,35190,23288,2000,2004,2005,2007,257,554,319,366,20,61,57,74,12,39,34,39,7237.3,557396,568098,27758414,85299155,102298204,8289,26522,30668
Turkey,3051,1459,80606,100921,2004,2004,2007,2007,1148,1130,1189,1201,96,121,121,132,16,52,37,40,11480.3,886383,903401,63792927,162707274,198002157,20909,67207,82324
Malta,2058,858,33174,36478,2003,2004,2007,2007,430,509,482,481,38,60,78,92,14,51,35,43,5238.5,403296,411039,25273467,69117908,81069060,12281,38492,45495
Croatia,1415,461,11460,7195,1993,2000,2002,2004,216,540,354,377,17,63,271,251,16,60,57,73,2660.0,204844,208777,12182399,36313410,43330025,8609,26471,29659
Tunisia,1329,385,11266,6683,1999,2001,2001,2002,451,557,439,490,30,74,42,62,24,77,36,55,2847.7,219087,223294,13182596,33196041,41247269,9919,25868,27900
Egypt,642,387,35084,43779,2006,2006,2008,2008,1296,1283,1307,1301,101,122,104,108,32,64,38,41,4086.6,315481,321538,26558305,69502300,80186358,41368,130596,156982
Slovenia,623,242,3433,3980,2004,2004,2005,2007,85,404,240,293,17,52,73,81,24,41,41,47,736.7,56734,57824,2845228,10201545,12100735,4567,18469,22189
Algeria,553,295,8547,12149,2004,2003,2007,2007,768,947,860,907,68,101,115,125,37,76,50,51,1305.0,99018,100919,8143465,21704125,25411730,14726,54182,69772
Gibraltar,427,377,18150,28733,2008,2008,2009,2010,1061,1230,1221,1288,107,137,156,168,9,16,37,40,1874.8,143462,146217,10480457,30334121,36720804,24544,96525,120467
Libya,325,155,6892,11612,2002,2005,2007,2008,655,848,772,778,64,97,119,122,40,56,51,50,1071.4,82652,84239,6710633,16473000,18557414,20648,59928,73498
Albania,296,89,4158,1451,1985,1995,1984,1993,307,896,942,791,22,117,796,532,16,68,168,129,1146.2,87955,89644,5059678,13004137,16028078,17094,41119,41746
Israel,281,93,6193,5789,2003,2004,2003,2005,1346,1235,1318,1309,100,125,111,118,23,78,44,59,1202.8,92656,94435,6453833,20228829,23437535,22967,79115,93830
Morocco,266,147,9697,9481,2006,2006,2007,2008,1197,1291,1191,1205,87,158,97,104,24,57,31,41,1421.0,109527,111630,7939198,23175573,27089984,29847,97018,112498
United Kingdom of Great Britain and Northern Ireland,241,160,24784,23001,2008,2008,2010,2010,2230,2358,2234,2285,149,198,149,157,20,29,22,26,2691.5,207372,211354,16930170,49721156,57847612,70250,227969,267617
Cyprus,174,106,2723,3847,2003,2002,2005,2005,1212,1220,1212,1210,99,127,116,119,21,48,34,37,482.2,37173,37887,3330087,9854810,11769610,19138,65433,79639
