Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Livorno,4371,516,32529,18180,2003,2003,2004,2005,163,262,228,260,12,27,25,33,10,41,20,28,7134.9,550354,560921,26973093,69803065,82873296,6171,16102,17001
Napoli,2777,432,19231,9108,1995,2001,2002,2003,207,549,253,279,16,70,43,48,12,64,26,34,4939.5,379480,386766,19465986,55411918,68107802,7010,19606,21632
Genova,2625,356,22429,7807,2002,2003,2003,2004,212,338,260,210,14,55,44,55,11,58,19,27,5438.8,419106,427153,18851211,47552995,57580056,7181,17351,17478
Olbia,2592,77,15326,3385,1998,1996,1999,1998,162,305,199,202,10,40,22,43,5,26,21,26,4023.9,309789,315737,15766221,38876443,47513726,6083,13321,12405
Palermo,2016,129,20293,4387,1997,1996,2002,2002,188,493,299,304,14,76,26,27,10,76,13,16,4739.0,364903,371909,18751422,49001014,60687924,9301,21830,21374
Civitavecchia,1879,273,20168,5387,2001,2003,2005,2007,167,268,209,250,13,27,30,77,10,33,18,32,4197.7,324090,330312,10382463,36563677,44736776,5526,18113,19468
Cagliari,1326,147,11835,4443,2002,2000,2004,2005,299,400,308,335,20,70,24,28,8,50,17,22,2469.2,190580,194239,7582151,19354190,23591308,5718,14922,15821
Venezia,973,317,6158,6809,2001,2003,2005,2006,144,480,454,490,35,75,105,129,27,71,72,62,1841.2,141558,144276,5453397,18148926,20897205,5605,21380,25443
La Spezia,684,212,8951,8779,2007,2006,2009,2009,187,253,228,244,23,60,32,36,19,43,24,26,1388.1,107048,109104,5298419,16457549,19151796,7746,28104,33398
Gioia Tauro,681,173,11511,12068,1999,2003,2009,2008,314,410,448,444,24,31,40,41,26,46,42,41,1413.9,109139,111234,7658109,22309750,25451314,11245,37433,44298
Ravenna,655,266,4926,4867,2005,2006,2008,2007,257,479,592,489,38,61,127,95,26,85,102,81,1004.6,77181,78663,4346859,12219215,15198367,6636,23292,28832
Milazzo,651,133,2990,4224,2001,2003,2004,2005,371,607,423,433,27,76,84,71,44,73,102,103,1303.9,99761,101677,6449953,17186532,21525982,9908,29152,38046
Porto Torres,638,64,5239,1224,2004,2005,2004,2004,213,398,220,283,13,92,29,43,10,53,11,23,1119.6,86145,87799,4415190,11222200,13778105,6920,16228,15899
Augusta,618,205,4127,6287,2003,2004,2005,2006,602,622,656,663,42,92,73,74,46,95,79,77,1325.5,101590,103541,5372262,16282126,19621230,8693,32257,39873
Procida,601,41,504,166,1984,1985,1982,1979,471,1119,846,664,27,162,360,385,17,18,106,96,534.1,40143,40913,5219084,11154499,14580176,8684,19626,27025
Piombino,539,85,2376,1059,1991,1996,1987,1987,175,525,375,446,14,68,366,496,11,74,226,334,1051.3,80020,81557,4042499,9471049,11808386,7500,17369,18238
Savona,532,109,3756,1085,2006,2003,2010,2007,104,297,186,194,10,38,26,40,6,40,16,33,695.9,53788,54821,1055444,4739570,6169825,1984,9272,11480
Trieste,492,92,2583,1575,1999,2000,2003,2003,104,330,353,242,12,130,179,114,20,76,63,46,698.3,53648,54678,3522923,9288096,11101049,7160,18091,18827
Lipari,468,60,416,246,1993,1992,1995,1992,496,719,388,409,24,45,125,93,15,19,35,42,404.0,30520,31106,3789910,8210585,10655396,8098,19122,25851
Messina,461,110,5245,1660,2002,1998,2004,1999,534,1853,466,796,21,268,969,1434,18,127,60,77,1861.2,141565,144284,20734338,48081437,61856322,44977,103158,132152
Taranto,455,183,2787,4423,2007,2006,2009,2009,503,535,604,610,48,74,104,107,63,106,160,169,982.3,75038,76479,3948880,11190474,14448508,8679,30007,38611
Catania,455,78,4386,1847,1998,2000,2001,2001,298,429,457,446,18,35,44,44,9,34,21,23,1011.9,78106,79605,5228757,12608633,15247356,11492,26375,25679
Salerno,443,148,5359,3389,2003,2004,2006,2008,283,509,415,492,22,49,78,81,8,55,33,64,1013.6,78127,79627,5675012,14598408,17687539,12810,33099,34302
Pozzuoli,412,33,316,122,1980,1984,1981,1981,318,1164,542,504,22,85,191,181,20,82,152,138,314.8,23637,24090,3034537,6579761,8641400,7365,16385,22613
Sestri Ponente,404,190,3507,5715,2006,2006,2008,2008,510,426,461,477,54,78,76,76,43,72,64,58,1099.8,84386,86006,3752221,10691299,13047311,9288,31414,39236
Trapani,392,85,616,252,1987,1996,1989,1994,210,2249,315,307,15,150,229,125,10,114,68,59,452.8,34146,34802,2739585,6119794,7780148,6989,16826,21336
Capri,375,52,599,166,1990,1990,1996,2000,520,1105,485,468,27,85,165,114,12,16,43,39,322.2,24303,24770,2967816,6465686,8293641,7914,18370,24165
Voltri,355,152,5228,5800,2007,2007,2009,2009,99,137,165,168,13,20,35,35,25,29,34,33,626.8,48546,49478,2940535,7635468,8824725,8283,27137,32491
Cetara,353,119,6211,3775,2003,2004,2004,2006,422,593,586,626,20,31,67,62,10,40,37,71,999.5,77140,78621,7543945,19731652,23773623,21371,53387,54527
Ponza,291,54,399,380,1977,1992,1998,1999,205,946,527,535,15,57,298,140,16,24,33,32,256.5,19459,19833,2448354,5313019,6777453,8414,20518,27394
Brindisi,282,155,2414,2528,2003,2002,2007,2007,406,755,673,669,29,97,88,85,27,72,63,83,549.6,42245,43056,2438102,7007504,8547863,8646,31204,38170
Porto Di Corsini,280,148,1456,1914,2005,2004,2005,2005,296,607,446,504,24,123,235,158,22,54,46,48,403.0,30853,31445,2666173,7817560,9776289,9522,32093,40792
Termini Imerese,269,26,2018,584,1989,1993,1989,1994,258,456,293,332,15,55,23,35,2,54,17,24,541.3,41735,42537,2234777,5500321,6762610,8308,18546,17683
Sorrento,267,42,321,60,1991,1991,1993,1993,711,1520,921,829,27,171,889,566,24,40,128,105,323.7,24343,24810,2541270,5301875,6748373,9518,22161,29532
Vado Ligure,259,47,958,682,1994,1998,1989,1999,205,307,360,292,30,68,130,90,14,57,103,52,448.9,34142,34797,1184427,3103138,3845967,4573,12048,13163
Marina Di Carrara,258,69,1600,929,2007,1999,2010,2011,339,357,329,325,22,46,29,38,11,71,25,40,353.4,27277,27801,1017006,2290489,2784867,3942,11165,12739
Amalfi,251,92,2624,1425,2002,2001,2006,2006,402,629,421,505,21,50,28,37,8,23,12,15,423.8,32679,33306,1647829,4947200,5647975,6565,20442,23518
Lacco Ameno,239,29,207,74,1986,1986,1987,1985,446,918,885,869,30,105,393,418,1,8,3,2,188.3,14139,14411,1634126,3546469,4570597,6837,15378,20125
Porto Ferraio,237,48,757,149,1990,1990,1984,1984,281,559,561,578,31,93,576,655,16,23,38,38,465.6,35158,35833,1104474,2796337,3459536,4660,10814,11206
Ancona,234,79,2554,1753,2001,2001,2003,2003,160,510,608,473,15,44,97,90,16,64,119,92,563.9,43385,44218,3819456,10326238,12541960,16322,42081,43847
Sarroch,233,99,2802,4693,2004,2004,2005,2005,377,608,713,733,37,111,136,140,53,75,84,84,697.9,53801,54834,2076478,7104268,8225669,8912,35693,44275
Pantelleria,223,13,379,126,1982,1987,1984,1993,112,833,271,286,9,61,67,54,4,24,49,34,158.1,11938,12167,806502,1863830,2309576,3617,8217,9055
Bari,204,69,2577,821,2001,1999,2002,2001,329,650,380,407,22,50,45,49,6,48,22,33,640.2,49501,50451,1885165,5460439,5955440,9241,26750,27583
Marghera,195,96,1392,2213,2003,2004,2006,2006,666,651,729,735,85,132,134,130,33,52,43,43,437.2,33431,34073,1529165,5211237,6313866,7842,32166,39672
Monfalcone,181,130,1904,2006,2002,2004,2005,2004,226,504,525,624,45,104,83,96,35,66,84,65,335.1,25815,26311,1073726,3771157,5240451,5932,28439,37163
Panarea,180,54,276,289,1988,1997,1999,2001,365,686,262,252,31,63,90,88,11,17,21,23,159.5,12107,12339,1229273,2812691,3642744,6829,16971,22726
Porto Empedocle,180,43,558,343,1990,1999,1993,2003,329,402,464,470,14,35,37,48,22,29,106,66,204.8,15539,15837,1077540,2638531,3310419,5986,15297,17265
Rinella,167,38,167,82,1993,1993,1996,1991,664,1652,583,539,38,97,187,294,10,21,57,37,189.2,14271,14545,2108627,4432844,5725088,12627,29007,39256
Fusina,155,54,1880,1619,2000,2000,2004,2004,332,1275,507,682,24,388,83,102,12,34,16,21,448.9,34654,35319,1354747,4197961,5032820,8740,30306,35345
Villa San Giovanni,153,27,823,412,1995,1997,1995,1994,609,1529,989,1070,54,176,184,251,27,69,109,133,334.4,25288,25773,4374456,9836617,12691722,28591,63868,81599
Golfo Aranci,147,28,1446,314,1991,1994,1993,1993,252,545,429,462,12,68,102,101,7,68,14,16,406.7,31281,31881,1871983,4682209,5689963,12735,27416,25295
Porto Nogaro,146,110,132,187,1996,1998,2003,2002,84,229,206,204,34,51,95,98,54,75,83,82,65.8,4978,5074,341243,969454,1348990,2337,8444,11325
Santa Panagia,143,106,1901,3157,2005,2006,2006,2006,444,568,416,396,51,60,90,89,31,46,45,44,312.8,24169,24633,1305808,4483390,5217260,9132,37736,46353
Aci Trezza,143,64,1824,1071,2002,2003,2004,2004,490,714,554,373,27,79,110,89,11,33,35,36,400.5,30860,31453,2058458,5150247,6222742,14395,36746,39297
Siracusa,135,103,1422,2313,2001,2001,2005,2005,292,488,408,397,45,62,137,147,15,30,37,39,218.8,16872,17195,1328783,3596266,4201666,9843,31967,39397
Levanzo,135,27,140,82,1987,1995,1995,1996,773,1449,853,446,32,122,915,244,16,71,79,51,225.4,16940,17265,1592290,3371268,4316051,11795,27938,37387
Ortona,134,64,494,662,2003,1999,2006,2006,459,621,486,468,42,92,257,245,30,107,172,134,192.7,14618,14899,2476399,6020650,7835780,18481,51117,66463
Favignana,133,33,143,72,1986,1987,1989,1989,774,1233,851,548,31,95,391,610,16,62,176,189,172.9,13000,13250,2391412,4990767,6335191,17981,41752,55254
Vulcano,132,33,107,76,1997,1994,1996,1992,649,1042,515,377,34,80,101,88,10,25,25,25,110.9,8363,8524,1064639,2279341,2935653,8065,19044,25532
Ischia,127,25,70,25,1989,1985,1984,1987,512,768,700,457,32,84,235,144,2,20,15,40,72.6,5458,5563,513131,1085285,1380083,4040,9496,12537
Salina,123,28,99,109,1998,1998,2000,2001,708,995,713,596,41,127,167,179,6,17,42,19,101.5,7657,7804,1223500,2552773,3272073,9947,23337,31148
Gaeta,118,54,498,714,1990,1996,2003,2004,350,730,428,445,32,87,63,59,36,102,63,64,264.9,20243,20631,1328685,3281758,4012615,11260,31965,40889
Porto Di Malamocco,117,60,529,735,1996,1998,2005,2007,683,1873,750,741,159,477,497,228,19,164,103,74,241.8,18317,18669,1604119,4061362,5143760,13710,40017,52258
Mili Marina,113,36,1774,716,2001,1998,2004,2003,551,1004,676,689,26,83,48,54,8,34,37,40,335.3,25873,26369,2173821,5032440,6201038,19237,43826,46091
Lampedusa,105,11,346,246,1986,1989,1989,1998,148,735,480,602,12,49,147,75,1,43,56,69,130.7,9891,10081,846145,1880511,2312478,8059,18255,20983
Piano Di Sorrento,102,42,442,77,1995,1994,2000,2000,192,376,229,303,19,39,37,31,10,15,19,30,139.8,10751,10957,415610,1413575,1736027,4075,13223,15649
