Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Genova,2142,511,41808,33887,2001,2005,2006,2006,447,1128,587,860,28,102,133,188,12,46,29,33,7253.5,559640,570385,34787184,103789146,121876561,16241,51818,59317
Livorno,1763,747,62208,42727,2003,2005,2007,2007,533,1361,1158,1404,40,113,250,271,17,50,35,50,7584.7,575204,586248,34826858,120993682,140314747,19754,72725,86464
Venezia,1349,522,33973,28496,2004,2005,2006,2008,666,1386,761,1133,55,155,201,340,26,72,64,95,6860.9,530176,540356,25230531,79482844,90029187,18703,67526,76046
Ravenna,1145,665,24065,37297,2003,2004,2007,2007,1122,1679,1661,1774,112,180,309,319,55,100,108,112,3439.3,264535,269614,22538326,61240300,80130991,19684,74250,92926
Trieste,1072,192,45373,31942,2006,2002,2009,2009,1144,1208,1155,1186,64,115,133,179,17,93,46,50,7114.9,550710,561283,24659754,54781570,65257298,23004,64877,73687
Savona,876,316,17033,11265,2001,2004,2007,2007,382,1202,619,1056,32,117,133,229,12,64,44,96,2584.4,199466,203296,8735846,29815216,37616718,9972,38873,46688
Gioia Tauro,759,240,53386,58084,2003,2005,2007,2006,769,1227,1317,1349,56,83,148,150,31,34,36,36,6159.3,475910,485048,37207749,104407783,118284222,49022,157154,183296
Bari,720,136,8836,6700,1997,2004,2003,2009,312,1490,544,1187,18,138,214,394,9,83,76,151,1758.5,135437,138037,8899803,22492636,27756853,12361,33820,36409
La Spezia,664,259,29097,30715,2006,2006,2010,2010,554,913,729,866,53,83,109,138,21,36,45,58,2976.0,229926,234340,16205087,46536237,55379173,24405,87617,106196
Napoli,644,309,19637,15304,2004,2004,2007,2008,668,1035,811,1038,58,108,88,122,26,55,34,48,3286.8,253677,258547,13059446,42192684,48910521,20279,74669,87591
Augusta,618,347,15850,26155,2006,2007,2009,2009,878,1368,1473,1499,77,143,295,297,69,98,113,117,3188.8,245663,250380,15266489,40986400,47536220,24703,86956,108749
Civitavecchia,589,188,21660,15471,2008,2007,2009,2010,462,1461,644,1692,31,124,134,278,11,113,97,233,3449.1,266510,271627,9732843,32503994,38251993,16524,60314,67661
Sarroch,568,330,26159,47195,2007,2008,2007,2007,748,1319,1575,1649,75,132,313,322,58,83,95,96,4004.7,309614,315558,19131505,48699152,55144056,33682,107779,132236
Ancona,525,90,11416,6765,1996,2004,2004,2008,517,1116,800,1085,23,104,116,174,10,74,61,102,2866.7,221289,225538,12837912,32618821,39023025,24453,58228,59082
Cagliari,516,212,13377,11671,2004,2003,2006,2006,453,886,685,826,34,94,97,120,15,56,24,30,2177.1,168099,171327,10901602,30987712,35676417,21127,65716,76242
Brindisi,441,182,14929,21085,1997,2004,2008,2010,625,2128,1832,3313,52,212,405,467,12,76,119,144,2071.0,159603,162667,11428847,32933845,40405963,25916,91566,106659
Muggia,433,258,54033,100706,2009,2009,2010,2010,1147,2370,2059,2070,141,262,414,416,33,47,44,44,6067.0,469638,478655,45872658,93902745,104632583,105941,270010,333189
Vado Ligure,357,134,18103,26845,2001,2004,2004,2006,706,2021,1880,2497,60,175,340,361,15,35,44,45,3218.3,248046,252809,19572581,51129364,58042429,54825,157294,186797
