Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Livorno,4488,563,33055,17644,2003,2004,2004,2005,164,307,240,244,12,38,46,48,10,31,20,27,7513.4,579176,590296,27866619,72824437,87422741,6209,16405,17328
Napoli,2825,442,19958,11675,1995,2000,2001,2004,211,562,249,322,16,66,31,41,12,50,27,41,4778.5,367186,374236,20870109,57424297,69416486,7388,20433,22604
Olbia,2593,75,13687,2992,1998,1996,1999,1998,158,268,178,178,10,46,28,36,3,29,14,20,3560.1,273952,279212,14239260,35123046,42925755,5491,11995,11147
Genova,2500,331,26527,9077,2002,2003,2004,2004,218,419,308,318,14,64,44,80,10,46,31,62,5815.5,448616,457230,20198408,53243431,65501467,8079,20626,21329
Palermo,2049,131,20460,4714,1997,1996,2002,2001,234,1302,299,320,14,147,31,39,10,74,26,25,4929.7,379432,386717,20450504,52759853,65263829,9981,23356,23239
Civitavecchia,1931,275,21973,6459,2002,2004,2006,2007,179,373,212,278,13,56,29,75,9,39,25,82,4412.1,340769,347312,10848537,38886789,47361445,5618,18933,20519
Cagliari,1382,148,13594,6777,2002,2001,2003,2004,302,504,329,346,21,50,29,31,9,38,20,22,2730.2,210732,214779,10053901,24602068,29178669,7275,18484,19570
Venezia,948,295,5737,5495,2002,2003,2007,2007,231,788,372,427,21,152,106,103,20,66,49,64,1713.2,131451,133975,6655303,20346662,24036763,7020,24568,29731
La Spezia,742,237,10552,9598,2006,2006,2010,2009,76,266,222,247,12,33,34,42,21,37,33,40,1466.1,113204,115378,5065555,16060248,18910367,6827,25502,31045
Ravenna,715,299,4482,5366,2004,2004,2008,2008,136,510,490,501,28,86,113,91,26,77,75,95,972.0,74458,75888,4436892,12374802,15391115,6205,21975,27352
Gioia Tauro,681,175,10922,11828,1999,2003,2007,2007,307,397,390,393,26,38,85,86,21,46,28,29,1377.1,106365,108408,7508311,21610694,25027297,11025,36929,43791
Milazzo,680,158,4985,7745,2001,2005,2006,2007,448,1076,488,497,36,150,114,104,25,54,54,55,1442.8,110719,112845,7833101,20515064,25073093,11519,34319,43801
Porto Torres,637,50,5488,1275,2004,2003,2004,2004,212,607,220,286,14,48,18,34,10,49,15,32,1208.5,92945,94730,4579072,11691279,14333689,7188,17085,16867
Procida,608,44,399,130,1984,1986,1984,1981,391,700,573,364,28,63,202,190,8,26,94,89,428.8,32237,32856,4282667,9115302,11886836,7044,15977,21959
Augusta,565,174,3141,4683,2003,2005,2005,2006,480,601,504,500,41,56,74,75,27,70,77,58,1075.9,82618,84205,3818462,12018765,14421000,6758,25982,32394
Piombino,548,100,2310,1021,1992,1998,1987,1989,163,496,365,419,14,98,328,371,13,69,47,61,1013.3,77096,78576,3826132,9302680,11613648,6982,16500,17046
Savona,516,181,4729,2028,2005,2004,2008,2008,133,455,278,321,15,52,46,69,11,45,21,41,968.8,74877,76315,2006109,7630160,9827312,3888,16396,20215
Catania,489,84,4725,2113,1999,2001,2001,2001,330,431,469,466,18,41,60,68,8,43,24,28,1075.1,82976,84570,5793702,13784828,16691516,11848,27009,26560
Trieste,470,106,2643,1669,1998,1997,2000,2000,113,421,457,299,17,102,98,71,21,52,102,68,678.9,52108,53109,4052747,11357081,13416796,8623,22999,24211
