Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,4828,1561,30737,42354,1999,2001,2004,2004,830,1179,1201,1179,87,127,209,203,29,52,65,66,6666.2,510091,519885,50175566,152305063,216704294,10393,42105,56749
Container,4141,698,154963,174916,2005,2006,2007,2007,619,839,837,838,51,64,121,122,17,24,26,26,19389.0,1497754,1526510,122227703,348270339,393321906,29516,95094,111445
Ferry-RoPax,3345,94,55411,10568,1994,1993,2000,1999,333,767,579,592,18,45,141,195,5,30,68,73,14745.1,1135731,1157537,65659003,162369519,199228443,19629,41900,38162
Chemical tanker,2547,827,42264,67570,2007,2008,2008,2008,850,1277,1109,1114,82,125,194,195,29,42,52,52,8891.1,684944,698095,29745376,133223563,158088205,11679,60213,74143
Ro-Ro,2264,102,60521,28303,2005,2004,2008,2008,703,1399,930,963,41,97,116,124,12,33,24,27,10155.9,786356,801454,30855370,60792157,67290553,13629,32059,34295
Cruise,1785,142,59181,5737,2003,2001,2007,2006,313,405,433,442,20,35,44,45,9,11,11,11,12538.0,970818,989457,21110702,104168413,115989251,11827,51627,54179
Bulk carrier,1707,956,55803,98092,2003,2008,2009,2009,1072,1352,1425,1445,94,139,233,238,25,66,76,76,4882.1,377139,384380,33319651,80697660,103013492,19519,74271,90818
Oil tanker,1667,613,100481,185079,2008,2009,2009,2009,889,1215,1147,1150,91,137,228,230,23,49,47,47,9727.1,752525,766973,91143873,184303751,205733466,54675,140796,173438
Vehicle,892,236,49423,16300,2004,2007,2007,2007,798,1379,1196,1180,59,94,165,162,12,14,16,16,3393.8,262590,267631,16506128,72774328,84280089,18505,70336,75697
Liquefied gas tanker,658,151,44259,40080,2007,2008,2008,2008,864,2133,2868,2743,76,161,307,306,27,46,67,66,6829.3,445527,454082,14058208,73802216,66674045,21365,155771,228426
Service - tug,334,104,204,166,2002,2000,2007,2007,264,1050,507,498,66,306,636,560,18,133,150,141,247.7,18632,18989,4234140,10012466,13406151,12677,32734,44197
Service - other,96,42,495,365,1995,1996,1993,1991,503,1487,1687,1504,54,183,442,400,26,120,199,158,204.9,15518,15816,2543682,5219076,5623871,26497,58960,66574
Ferry-pax only,84,14,40,8,1990,1988,1985,1983,299,3469,1146,1019,9,314,1029,1318,30,90,210,160,61.8,4644,4733,655289,1338708,1686892,7801,18170,23955
Refrigerated bulk,78,25,1077,1165,2003,1996,2002,2002,1303,1811,1565,1552,74,120,165,164,23,59,51,50,517.5,39484,40242,3457605,7555035,8510036,44328,94463,101992
Miscellaneous - fishing,62,30,25,25,1987,1993,1992,1991,508,2073,1612,1522,66,236,613,475,53,173,157,179,72.9,5484,5589,177946,394718,448754,2870,6755,8007
Other liquids tankers,2,1,82,114,2014,2014,2014,2014,1454,1454,1454,1454,136,136,142,142,4,4,4,4,6.1,473,482,58485,166994,360039,29243,101308,163703
