Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,4796,1556,35002,48761,1999,2001,2004,2004,888,1296,1369,1359,94,140,258,256,47,69,77,78,7564.8,578594,589703,55597987,169365282,240988368,11593,47468,63869
Container,4135,696,185683,212235,2005,2006,2008,2008,688,1041,1004,1018,54,77,145,147,19,26,29,28,22845.9,1765150,1799041,145782045,420541367,476344455,35256,115378,135629
Ferry-RoPax,3344,95,51859,10062,1994,1993,2001,2000,349,678,542,563,18,44,87,91,5,33,27,28,13725.0,1056575,1076861,62512474,154588402,189680962,18694,39904,36344
Chemical tanker,2518,828,47970,76697,2007,2008,2008,2008,853,1531,1269,1275,81,146,267,269,37,55,62,62,10266.9,791412,806607,32461736,147836451,174950153,12892,67626,83121
Ro-Ro,2262,103,54741,24833,2005,2004,2008,2008,604,1059,843,848,39,72,88,91,11,25,31,36,9270.2,717979,731764,26995648,52555595,58712652,11934,28069,29984
Cruise,1785,143,59179,5712,2003,2001,2006,2005,304,402,433,441,21,34,45,46,10,47,20,20,13046.4,1010232,1029629,21803215,105242025,116285431,12215,52108,54160
Bulk carrier,1682,929,97375,172534,2003,2008,2009,2009,1199,2426,2543,2603,118,236,404,408,84,153,191,195,9341.7,721444,735296,55559095,133498066,168385813,33032,124354,151294
Oil tanker,1653,611,165349,306490,2008,2009,2009,2009,1096,2196,1906,1924,114,226,350,352,39,62,69,69,19026.0,1471629,1499885,145225840,291756846,326002108,87856,224098,276130
Vehicle,885,234,54827,18299,2004,2007,2007,2006,920,1744,1340,1340,64,116,198,197,13,18,19,19,3698.4,286175,291669,18529892,81696957,94613402,20938,79584,85650
Liquefied gas tanker,666,154,46382,41756,2007,2008,2008,2008,914,2225,2923,2791,86,177,313,311,44,52,52,53,7372.8,480619,489847,14538835,76800590,69237555,21830,159305,233773
Service - tug,331,104,214,177,2002,2001,2007,2007,289,926,530,529,86,360,747,731,29,135,216,186,280.1,21071,21475,4529714,10711411,14342000,13685,35337,47711
Service - other,94,39,368,243,1994,1993,1995,1992,537,1334,1311,1110,77,450,366,343,24,168,323,327,190.1,14295,14569,1694952,3477669,3747399,18031,40123,45304
Ferry-pax only,84,14,26,6,1990,1988,1991,1990,377,1338,750,794,18,177,253,328,5,85,75,65,52.1,3910,3985,512370,1046134,1318146,6100,14203,18725
Refrigerated bulk,77,25,1613,1746,2003,1996,2001,2001,599,3101,2378,2358,63,204,364,356,13,29,27,27,700.3,53575,54604,5179283,11316985,12747519,67263,143338,154762
Miscellaneous - fishing,62,30,17,23,1986,1992,1991,1994,573,1520,1092,1363,76,260,958,757,21,116,154,406,52.9,3979,4055,158554,351703,399850,2557,6019,7135
Other liquids tankers,2,1,43,60,2014,2014,2014,2014,765,765,765,765,70,70,94,94,77,77,75,75,5.8,452,461,30762,87835,189371,15381,53285,86104
