int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Paradip,640,563,2009,2009,2008,2008,108097923106,199664693036,2454,3298,3610,3652,7349,568775
Chennai,691,427,2005,2007,2006,2006,37135214467,56803066285,1380,2044,1714,1913,3993,308448
Pipavav,422,205,2007,2007,2008,2008,36403205412,41088437453,1124,1879,1766,1734,3374,260913
Kandla,1471,1040,2008,2009,2009,2010,87232066160,147732613990,1279,2397,2573,2678,8853,683824
Hazira,796,628,2008,2008,2009,2009,89414471187,123859780275,1240,2560,2698,2729,8418,605066
Karwar,71,44,1996,2000,2002,2002,1166146697,1866169552,1512,2227,2453,2481,389,29808
Gangavaram,323,296,2009,2009,2010,2010,62808391846,116647506409,3145,4028,4429,4498,4053,313765
Krishnapatnam,739,553,2008,2009,2010,2010,125890225330,232778658662,2550,3978,4474,4697,8121,628150
Karaikal,117,117,2010,2010,2011,2011,21544090450,39859906629,4096,4813,5384,5476,1514,117178
New Tuticorin,821,392,2005,2008,2010,2010,33419935309,56597164251,547,2730,2220,2387,3371,259983
Vadinar,487,350,2008,2008,2008,2008,62180553775,115086246341,1146,2098,1657,1645,5180,401150
Mumbai,1183,926,2006,2007,2007,2007,70563652734,92033336876,1286,1978,1832,1706,7807,602183
Visakhapatnam,756,565,2007,2008,2009,2009,73874482324,126365714322,1708,2831,2788,2938,6428,496973
Mormugao,249,226,2010,2010,2011,2011,36453849272,65781711501,2553,3341,3828,4048,2600,201149
Sikka,508,400,2009,2009,2009,2009,51877296716,91588065465,2722,2539,2526,2521,5815,449885
Dahej,548,357,2008,2007,2008,2008,123020081057,147270942714,1511,4580,3522,3892,13460,940416
Mundra,1758,922,2007,2008,2009,2009,252012295946,377931433778,1248,2698,2211,2391,20842,1613798
Veraval,4,4,1999,1999,2008,2009,53427136,74360336,1086,1602,3085,3395,13,1010
Jawaharlal Nehru,858,403,2007,2007,2007,2007,55954493626,70470425760,1330,1975,1617,1658,7312,565246
Mangalore,465,353,2007,2008,2008,2008,44603368071,78347153234,1805,2809,2558,2586,4186,323538
Kolkata,446,96,2006,2006,2005,2005,5638418668,7013749835,1396,1848,1480,1453,1275,97775
Garden Reach,155,68,2006,2006,2007,2008,2375553112,3356322994,1466,1766,1744,1812,602,46181
Haldia,1261,921,2008,2009,2010,2010,140508365192,242089586127,2376,3725,4196,4393,11752,908245
Rozi,433,371,2009,2009,2010,2010,65068747848,119847768632,1354,2497,2134,2117,5436,420403
Okha,152,137,2007,2007,2007,2008,15619739940,25171551578,1117,1938,1760,1723,1413,109408
Ennore,336,286,2007,2008,2009,2009,48783262867,57288652805,2733,3537,3498,4127,3468,268212
New Mangalore,148,127,2008,2008,2008,2008,10863437219,17774541826,2038,2322,2353,2360,1265,97845
Cochin,637,323,2005,2006,2007,2007,56562750270,78620823857,1661,2199,1958,1932,6107,463614
Falta,101,80,2007,2007,2007,2007,1792631570,2685809597,1686,2583,1938,1940,446,34159
Beyt,27,25,2006,2006,2007,2007,3996787828,6335826416,1528,1950,2025,1960,339,26261
Tuticorin,160,18,1996,2001,1995,1993,19314482,22048389,432,447,494,490,49,3669
Kanyakumari,26,19,2007,2006,2007,2007,2588104775,4769205538,441,1814,3324,3558,129,9976
Navlakhi,124,119,2012,2012,2012,2012,12011236897,21380252456,1294,3026,2910,2944,916,70895
Dhamra Port,151,141,2009,2009,2011,2011,30257745090,56685077025,1812,3912,4623,4723,1854,143583
Mandvi,17,17,2005,2005,2004,2004,886137549,1010166041,844,3121,1292,1267,109,8381
Dharamtar,21,21,2007,2007,2013,2013,989260559,1818445622,1057,1372,2159,2203,64,4978
Vijaydurg,6,6,2007,2007,2002,2002,626275038,1142802460,1797,5186,2253,2456,55,4205
Jakhau,47,46,2010,2010,2011,2011,3589255902,6146229314,2832,2457,2552,2549,316,24424
Kakinada,499,394,2006,2007,2008,2008,26671210572,45294384220,1603,2618,2817,2920,3002,231217
Porbandar,50,42,2010,2009,2009,2009,2254155213,3543511329,1074,1722,1773,1817,246,19000
Panaji,52,52,2010,2010,2010,2010,9141526746,17295950033,2361,3198,3309,3320,585,45298
Calicut (Kozhikode),2,2,2003,2003,2010,2010,102495131,175982695,1602,1602,3084,3099,9,721
Bhavnagar,80,78,1999,1999,1995,2000,6604453084,9372717722,1148,5621,3752,3157,1658,126256
Port Blair,49,43,2004,2003,2003,2005,544134782,599565239,979,2823,1493,1359,177,13395
Kattupalli Port,33,30,2006,2006,2008,2009,1410130835,1826289881,1198,1364,1282,1295,153,11783
Dabhol,23,22,2011,2011,2011,2011,5366792252,4383802412,1498,2510,3017,3033,554,34186
Alang,103,96,1995,1994,1993,1991,7574910299,10410841469,1080,5252,3842,4252,3851,291032
Jafrabad,25,25,2007,2007,2009,2010,1469956775,2233633049,908,1243,1424,1464,189,14463
Nindakara,8,7,2004,2004,2008,2008,1255920889,2300269652,1619,2728,3881,3994,80,6147
Kattupalli,213,70,2008,2006,2008,2009,9566745392,10478688579,714,1701,1122,1032,1132,87596
Ranpar,32,17,2010,2011,2013,2013,775952068,1119855330,1557,1884,1842,1891,148,11397
Nagapattinam,9,9,2001,2001,2001,2001,409096572,682660294,1596,2604,2864,2854,70,5383
Jaigad,98,93,2010,2010,2012,2012,29403109808,55745527766,4086,4666,5242,5293,1541,118967
Uran,17,17,2004,2004,2006,2006,14984747,11372286,327,948,459,355,23,1728
Morbi,3,3,1998,1998,1995,1995,436095064,521134931,11445,16742,21841,22129,279,21282
Muldwarka,21,21,2003,2003,2007,2007,587445744,1020453205,1170,1753,1567,1579,71,5486
Navabandar,16,14,1996,1998,2001,2002,620931558,897399888,1112,1898,1603,1699,88,6607
Positra,39,36,2007,2007,2008,2008,5421765044,8873321562,1611,2204,2106,2050,515,39919
Dwarka,56,56,2006,2006,2006,2006,6034947013,9886342351,2284,2708,2649,2717,581,44824
Dighi,15,15,2005,2005,2002,2002,3944672283,6871249718,1712,8901,6768,6789,385,29725
Nhave,1,1,2001,2001,2001,2001,344027,194520,1608,1608,1608,1608,3,225
Beypore,11,11,2003,2003,1995,1993,23688598,14686735,413,1082,430,241,11,813
Cuddalore,38,10,2004,2005,2006,2006,704903261,876550236,2636,1703,2583,2551,170,13046
Ponnani,1,1,1992,1992,1992,1992,1715479,2954835,343,343,343,343,0,30
Tadri,4,4,2000,2000,2002,2002,200786951,351218851,2748,2664,2887,2872,20,1509
Belekeri,1,1,2009,2009,2009,2009,1457303,1721928,162,162,162,162,0,22
Magdalla,10,10,2004,2004,2005,2005,13442396,17656904,164,540,564,561,6,466
Port Pipavav,30,21,2007,2008,2010,2009,315204726,399991496,1113,1191,1071,1067,91,6925
Alleppey,23,12,2004,2004,2008,2008,864053007,1515906362,738,1596,1315,1333,113,8654
Ratnagiri,1,1,2014,2014,2014,2014,303558,370686,123,123,123,123,0,5
Kollam,9,9,2007,2007,2005,2006,364489787,452333178,903,1458,1741,1727,59,4007
Wada,3,3,1995,1995,2007,2007,125269828,194286219,454,3276,7852,8112,14,1075
Mangrol,7,7,2005,2005,2009,2009,799915203,1407678909,1280,2374,2438,2602,70,5437
Samalkot,2,2,2006,2006,2008,2008,1270891,767760,449,449,268,269,0,26
Nagercoil,12,11,2005,2005,2010,2010,768394523,1316934386,1289,1772,2054,2105,63,4911
Ernakulam,1,1,2005,2005,2005,2005,60843545,101958279,2236,2236,2236,2236,8,643
Malpe,3,3,2002,2002,2003,2005,167736181,255208688,1678,2300,1721,1674,20,1537
Munger,4,4,2010,2010,1999,1999,1570531898,3021968782,1379,3050,6152,6168,44,3390
Tumkur,4,4,2000,2000,2000,2000,2112352287,4090228875,3641,3982,5995,6059,95,7351
Bedi,2,2,1996,1996,2002,2002,73679391,113095311,1278,1278,1404,1309,11,861
Mahe,3,3,2006,2006,1998,1997,87563681,143334523,1346,1411,782,748,11,856
Sikkim,2,2,2006,2006,1998,1998,608406964,1119046705,5487,5487,10251,10433,37,2858
Orissa,1,1,2011,2011,2011,2011,77788294,134159870,2358,2358,2358,2358,5,368
Quilon (Kollam),2,2,2007,2007,2009,2010,158096650,242018587,2271,2271,1911,2070,18,1393
Thane,1,1,2003,2003,2003,2003,77698433,62917445,836,836,836,836,14,809
