port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Dahej - Pipavav,12,9,2007,2007,2005,2005,58804593,87980329,229,385,236,220,41,3147
Pipavav - Harnai,6,4,2008,2009,2009,2009,63700746,111955513,272,317,335,334,9,693
Chennai - Cochin,30,19,1997,2001,1998,1996,400280702,559911945,939,1063,936,907,95,7341
Cochin - Kandla,111,49,2003,2004,2002,2002,2810686896,4068467008,986,1013,1017,1020,426,32943
Pipavav - Vadinar,8,4,2015,2012,2009,2009,43287130,73053910,300,463,644,649,7,511
Vadinar - Karwar,3,3,2005,2005,2006,2006,69584009,122872528,630,759,762,764,7,557
Karaikal - Haldia,41,13,2000,2006,2000,2000,1074920929,1862057871,952,989,1024,1023,96,7455
Haldia - Paradip,431,270,2007,2009,2007,2007,6237330788,10926500127,315,482,431,427,872,67424
Paradip - Krishnapatnam,202,117,2008,2010,2008,2008,5294146028,9656748518,620,703,729,727,496,38354
Krishnapatnam - Gangavaram,25,22,2007,2007,2008,2009,340358987,593437198,400,452,459,458,42,3233
Chennai - Mumbai,106,82,2008,2008,2008,2008,3547959815,5749956724,1569,1656,1689,1696,537,41455
Chennai - Visakhapatnam,271,91,2001,2004,2003,2003,3457891976,4549963700,364,604,472,477,592,45626
Krishnapatnam - Visakhapatnam,176,66,2005,2006,2007,2007,2089335060,2856610294,303,686,386,386,286,22036
Visakhapatnam - Hazira,139,49,2008,2008,2009,2009,13357206803,23190519843,1932,2002,2041,2040,919,71079
Cochin - Mormugao,56,38,2004,2006,2005,2004,642849519,851578693,406,682,483,489,138,10576
Kandla - Mumbai,275,218,2007,2007,2007,2007,3115668219,5012885335,510,626,649,650,620,47686
Jawaharlal Nehru - Kandla,176,120,2005,2006,2005,2005,1884732113,3037637206,492,577,577,578,460,35436
Hazira - Sikka,169,48,2007,2009,2008,2008,2240352840,3463820449,419,476,481,482,402,31071
Mumbai - Sikka,43,36,2005,2007,2004,2005,1054675208,1785754302,612,986,1044,1098,163,12523
Mumbai - Mormugao,137,67,2002,2005,2003,2005,921996150,1061314418,260,522,358,412,272,20954
Hazira - Dahej,148,46,2000,2006,2008,2008,605156519,936280040,211,373,312,321,252,19146
Cochin - Mumbai,129,95,2004,2003,2004,2004,3291073994,5011957212,689,1000,862,866,456,35183
Jawaharlal Nehru - Mundra,803,249,2008,2008,2009,2009,26702619494,30310888249,453,490,485,486,2788,215893
Paradip - New Tuticorin,97,49,2008,2010,2008,2008,4301072877,7374600715,1278,1306,1402,1399,381,29319
Kolkata - Haldia,188,69,2005,2005,2007,2007,552546625,713674914,180,1075,411,402,208,15837
Vadinar - Dwarka,29,22,2004,2004,2003,2003,238542159,413223949,145,223,253,252,59,4588
Dwarka - Sikka,19,18,2007,2007,2007,2007,119140055,203058946,137,389,292,292,34,2604
Sikka - Chennai,8,4,2011,2010,2011,2011,212303615,327116165,1944,2492,2272,2304,43,3290
Sikka - Vadinar,21,20,2004,2004,2011,2011,664270243,1164983801,294,660,812,795,80,6145
Kandla - Mundra,223,147,2007,2007,2007,2007,734633176,1122929957,88,150,151,154,217,16648
Mundra - Okha,52,47,2004,2004,2006,2006,470128156,698786044,154,270,232,232,55,4234
Mumbai - New Tuticorin,11,9,2008,2008,2010,2010,175591191,231862016,963,1019,1006,1008,33,2574
Mormugao - New Tuticorin,18,11,2006,2005,2008,2009,316609340,377936383,681,959,804,757,55,4028
Mundra - Mormugao,42,15,2003,2008,2004,2004,858314777,1303502097,640,699,685,683,114,8796
Dhamra Port - Haldia,116,106,2010,2011,2011,2011,1639830711,2953457600,286,384,385,383,217,16765
New Tuticorin - Visakhapatnam,64,22,2006,2006,2007,2007,2431535045,4127006432,1085,1376,1424,1426,243,18663
Ennore - Haldia,142,70,2004,2006,2005,2004,5586619878,8231932746,892,1057,1092,1079,701,54264
Haldia - New Mangalore,14,11,2007,2006,2007,2007,1095548414,1316634816,1968,1989,1955,1876,138,10649
Chennai - Falta,7,4,1995,1998,1998,1998,50993785,84205903,899,1232,1164,1141,16,1206
Chennai - Haldia,53,47,2005,2004,2005,2005,939023590,1515642687,837,1008,1001,991,188,14455
Dighi - Mumbai,40,25,2008,2007,2008,2007,109882405,135252300,166,267,320,270,30,2252
Mumbai - Hazira,526,228,2001,2006,2006,2006,2571717590,3614600056,191,370,320,318,539,41241
Hazira - Mundra,279,134,2006,2007,2007,2008,5911940620,7391855386,400,528,425,425,701,54209
Visakhapatnam - Haldia,485,281,2004,2008,2006,2006,9496027480,15552723925,524,676,693,678,1309,100976
Paradip - Chennai,66,33,2003,2007,2001,2002,1350017359,2174533091,677,810,874,875,298,23087
Rozi - Hazira,24,22,2010,2010,2011,2011,459063223,837714249,416,440,428,426,48,3686
Kanyakumari - Tuticorin,27,9,2007,2005,2005,2005,1580113,1279209,95,207,318,304,10,721
Kanyakumari - New Tuticorin,13,9,2001,2004,2004,2005,5328740,8026062,119,292,145,131,4,292
Kakinada - Haldia,99,61,2004,2007,2005,2005,1506033696,2330422177,510,911,729,725,258,19837
Uran - Mumbai,14,9,2008,2006,2010,2010,53338081,68844601,1759,1919,2324,2498,31,2328
Okha - Mumbai,32,24,2005,2005,2004,2004,392916179,604572300,477,595,498,497,85,6540
Mumbai - Mundra,240,185,2007,2007,2007,2007,5646559674,6625657497,540,602,584,591,633,48913
Jawaharlal Nehru - Hazira,347,172,2007,2007,2007,2007,3782508044,4624409887,178,280,220,222,506,39008
Kakinada - Machilipatnam,41,12,2011,2010,2012,2012,171281823,166708077,790,1191,1463,1438,95,7099
Kakinada - Cuddalore,5,3,2002,2000,2004,2004,11067281,11301580,979,969,1131,1141,9,661
Kakinada - Jawaharlal Nehru,5,5,2008,2008,2009,2010,54368142,63549583,1991,3000,2489,2378,23,1704
Hazira - Kandla,198,156,2007,2007,2008,2008,1489352811,2459935106,445,467,465,466,352,27073
Ennore - Hazira,18,5,2000,2002,1999,1999,282116031,469410407,1758,1672,2078,2080,64,4908
Kandla - Vadinar,98,34,2012,2008,2006,2006,283311016,459736112,225,596,442,440,153,11668
Mundra - Navlakhi,12,12,2008,2008,2009,2009,97006717,169917178,183,259,306,307,12,954
Mangalore - Krishnapatnam,7,7,2007,2007,2009,2009,307766848,551316076,1322,1968,1535,1544,37,2827
Jawaharlal Nehru - Mumbai,192,86,2007,2008,2007,2007,1205135425,1546399968,1318,2075,1141,1098,589,44376
Jawaharlal Nehru - Jakhau,74,30,2010,2009,2010,2009,438459886,466043738,1755,2151,2405,2381,184,13811
Paradip - Visakhapatnam,219,145,2004,2007,2005,2005,3434247415,5768546518,414,639,549,540,466,35960
Haldia - Garden Reach,84,51,2002,2002,1998,2000,440605760,509890715,279,767,778,667,92,6971
Krishnapatnam - Chennai,100,57,2008,2007,2009,2009,509014689,676773714,128,202,154,157,119,9128
Mangalore - Mundra,70,29,2001,2004,2000,2001,1338122801,1885531387,835,1054,962,971,206,15882
New Tuticorin - Mangalore,77,30,2003,2007,2004,2004,902858998,1211661697,495,569,559,562,153,11718
Paradip - Kandla,23,20,2006,2007,2007,2007,1596286984,2562734618,2490,2592,2581,2581,168,12971
