int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Container,990,272,2007,2008,2010,2010,195786072620,228237401130,3493,3420,3394,3391,22742,1760932
Vehicle,355,240,2008,2008,2008,2008,84827390858,28944614460,4118,4012,3958,4004,5189,401734
Liquefied gas tanker,164,107,2011,2011,2013,2013,40757049861,38033150546,4154,4642,4501,4430,4501,300751
Bulk carrier,3286,2334,2010,2010,2010,2010,656600306147,1209645495676,4257,4134,4385,4412,41333,3200974
Service - other,59,41,1996,1999,2000,2001,1585895700,996940551,2798,3608,4041,3971,575,43662
Refrigerated bulk,108,78,1995,1995,1997,1997,3443580606,3749604894,3471,3936,4230,4218,1775,134888
Chemical tanker,531,358,2009,2010,2010,2010,49365366815,80744809477,4252,4097,4075,4078,7451,576343
General cargo,497,292,2007,2008,2008,2008,25461966317,34596764941,2000,3518,3244,3243,3743,288110
Miscellaneous - fishing,107,84,1991,1992,1992,1992,634471589,412316372,4065,7228,4954,5263,523,39281
Oil tanker,494,375,2009,2009,2010,2010,213517132739,405584350096,4155,4696,4853,4874,14581,1128313
Offshore,68,55,2005,2008,2004,1998,5671298236,6025162265,2897,3396,4104,3804,1071,79715
Service - tug,40,37,2008,2008,2008,2008,394688375,312473934,2486,2786,3424,3518,240,18096
Cruise,61,22,2002,2000,2003,2003,3102813402,351870011,731,1138,859,886,712,55127
Ferry-RoPax,1,1,1976,1976,1976,1976,422739,28889,963,963,963,963,1,107
Ro-Ro,18,4,2012,2012,2012,2012,1408413590,1287132578,1587,1586,1543,1544,154,11949
Other liquids tankers,1,1,2016,2016,2016,2016,174117619,247310106,6309,6309,6309,6309,17,1317
Yacht,1,1,1911,1911,1911,1911,514619,551564,1698,1698,1698,1698,0,0
