int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Cape Town,804,581,2006,2007,2009,2009,187520020305,295140901152,4468,4858,4743,4890,18182,1362707
Durban,657,433,2007,2008,2010,2010,98945419209,119886005718,3649,3820,3390,3444,9796,757293
Island View,1274,1031,2008,2009,2010,2010,223487894752,344845685112,4070,4058,4171,4640,18779,1449989
Richards Bay,1496,1140,2010,2010,2010,2010,300025963386,545158822925,4495,4493,4670,4724,22960,1777605
Port Elizabeth,962,867,2010,2010,2010,2010,167847712914,259347536238,4822,4612,4552,4569,14873,1147509
Saldanha,490,418,2010,2010,2010,2010,209987091402,401497786142,5755,5592,6255,6325,12243,946756
Salt River,316,166,2007,2005,2010,2010,69387441001,79839801288,4405,4401,4179,4141,8156,630889
Port Of Ngqura,302,221,2010,2009,2011,2010,86469458157,114897879217,4842,4141,4451,4440,7869,609331
Laaiplek,43,43,2012,2012,2013,2013,14971959873,28544752067,3835,4091,4178,4157,764,59103
Congella,266,192,2004,2006,2009,2009,17780367385,28225143657,1852,3890,3436,3441,1902,146704
East London,68,52,2005,2008,2007,2006,11442221453,5573478075,4054,3870,4193,3616,771,59658
Mossel Bay,31,28,2009,2010,2009,2009,2907459993,4982504604,3606,3049,3599,3629,329,25450
St Francis Bay,10,10,2007,2007,2011,2012,1499728317,2742912741,2334,2753,2608,2620,118,9089
Kommetjie,16,16,2008,2008,2009,2009,5574648951,10192423188,4293,4545,4459,4616,369,28036
Port Saint John'S,2,2,2008,2008,2009,2009,613171954,1163624451,4474,4474,4587,4592,34,2613
Simon'S Town,5,5,2004,2004,2001,2001,375358984,641088695,1561,1354,1841,1875,31,2367
Paardeneiland,4,4,2003,2003,2014,2011,502842534,585389767,1972,1890,2927,2973,54,3580
Kenton-On-Sea,3,3,2010,2010,2009,2009,785040757,1531474385,3940,3764,3736,3736,51,3929
Port Alfred,5,5,1999,1999,2012,2013,594983569,1031927272,1848,2757,3891,4094,59,4498
Bottelary,2,2,1996,1996,1996,1998,20085173,13679753,3297,3297,2516,2786,10,719
Port Nolloth,3,2,1986,1994,2005,1993,4850351,2387166,2167,6954,3783,2162,17,1259
Goudiniweg,7,7,2004,2004,1999,2000,1591443917,2930580923,2466,3009,4590,4808,89,6864
Elands Bay,2,2,2008,2008,2002,2002,371111428,406266702,4682,4682,5137,5086,45,3453
Port Edward,3,3,2015,2015,2015,2014,411458535,620374188,3329,3600,3541,3605,24,1861
Lerato,1,1,2009,2009,2009,2009,310216518,558462214,10067,10067,10067,10067,26,1995
New Germany,1,1,2015,2015,2015,2015,144333388,254485939,4022,4022,4022,4022,9,709
Pennington,1,1,2012,2012,2012,2012,225223122,435700958,2766,2766,2766,2766,11,839
Sezela,1,1,2011,2011,2011,2011,282353979,528079856,3372,3372,3372,3372,18,1361
Southbroom,2,2,2014,2014,2012,2012,312759915,533597173,4552,4552,4562,4497,27,2075
Komkans,1,1,1976,1976,1976,1976,898734541,1841717346,6713,6713,6713,6713,0,0
Knysna,2,2,2010,2010,2003,2001,212857803,384705525,2047,2047,2068,2073,21,1582
Riviersonderend,1,1,1993,1993,1993,1993,6811387890,12233943820,46053,46053,46053,46053,451,34957
