int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Port Elizabeth,985,886,2010,2010,2010,2010,172923729871,260936538731,4351,4369,4519,4460,14451,1115032
Durban,791,523,2007,2008,2009,2009,128104276487,147368798469,3637,3550,3272,3224,13023,1007268
Island View,1335,1084,2009,2009,2010,2010,212816351570,331285923739,4062,3916,3909,4282,18854,1456739
Richards Bay,1450,1115,2010,2010,2010,2010,248223881509,451378772826,3954,3594,3940,3989,16535,1280355
Simon'S Town,7,7,1998,1998,1998,1998,1928710835,3058993775,5687,6276,5150,4962,164,12692
Saldanha,429,365,2010,2010,2010,2010,161750719122,308473084784,5168,4592,5143,5167,8390,647142
Cape Town,742,571,2006,2007,2010,2010,169513148304,270674767699,3657,4313,4482,4672,14766,1100692
Port Of Ngqura,268,196,2008,2008,2011,2010,59464167612,85583759819,3902,4104,4093,4218,5854,453132
Salt River,307,169,2006,2006,2009,2009,57704522047,67033666862,4065,3914,3932,3916,7138,551933
Congella,288,217,2005,2007,2009,2010,23162047096,37426886282,3573,4215,3853,3861,2590,199370
East London,46,30,2002,2006,2006,2007,6492354047,2949726408,1854,3619,4069,3592,421,32512
Kommetjie,26,26,2008,2008,2008,2008,7620970801,13013321263,4870,4300,4820,4973,476,35425
Bottelary,3,3,2012,2012,2016,2015,37760879,20020254,3076,3863,3034,2994,13,952
Mossel Bay,24,19,2009,2009,2009,2009,3055929506,5240364207,4519,4363,4715,4799,372,28755
Laaiplek,36,36,2012,2012,2012,2012,18841888899,36423457021,5732,5430,5631,5640,827,64036
Port Saint John'S,2,2,2008,2008,2009,2009,535406028,1014550293,4033,4033,4005,4004,32,2493
Kenton-On-Sea,4,4,2006,2006,2007,2007,746269829,1447512726,3135,2967,3297,3348,37,2835
Paardeneiland,4,4,2003,2003,2015,2013,1106095964,1173532183,3592,4025,6439,5959,110,7091
Goudiniweg,7,7,2004,2004,2004,2004,2176370684,3475565595,5553,5617,4732,4591,151,11718
Pennington,1,1,2006,2006,2006,2006,487950080,166940143,7800,7800,7800,7800,28,2181
Port Alfred,2,2,2013,2013,2013,2014,977872886,1705525515,7515,7515,7454,7436,70,5390
Port Nolloth,3,3,1991,1991,1986,1986,40962722,58534230,227,730,1827,1855,4,329
Elands Bay,5,5,2003,2003,1994,1994,1331278102,2675710736,4964,4752,4087,4095,45,3483
Sezela,1,1,1997,1997,1997,1997,26597634,11140896,8364,8364,8364,8364,22,1648
Port Edward,1,1,2017,2017,2017,2017,253581355,291594236,5791,5791,5791,5791,0,0
St Francis Bay,7,7,2005,2005,2009,2010,2713464869,5030355068,5329,4495,5093,5114,141,10910
Lerato,2,2,2010,2010,2009,2009,310504870,537199974,10267,10267,9335,9268,61,4671
New Germany,1,1,2015,2015,2015,2015,30038846,52963933,837,837,837,837,3,255
Southbroom,2,2,2014,2014,2011,2011,133416300,226892386,1941,1941,1946,1912,12,914
Knysna,2,2,2010,2010,2001,2000,221233077,433877437,1446,1446,2149,2338,18,1347
