int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Container,990,272,2007,2008,2010,2010,220039572708,255896153068,4012,3668,3815,3802,24317,1882862
Vehicle,355,240,2008,2008,2009,2008,83193282171,28056566237,4305,3974,3882,3881,5026,389337
Liquefied gas tanker,164,107,2011,2011,2013,2013,39837998304,37406529343,3799,4622,4399,4357,4589,308280
Bulk carrier,3286,2334,2010,2010,2010,2010,748364040886,1380229833766,4652,4725,4998,5034,51666,4000715
Service - other,59,41,1996,1999,1999,2001,1452367678,967145872,2634,3196,3701,3853,500,38048
Refrigerated bulk,108,78,1995,1995,1996,1996,4360401215,4751645869,5954,5346,5356,5346,2109,160650
Chemical tanker,531,358,2009,2010,2010,2010,46748421424,76502998440,4164,3980,3859,3864,7095,548822
General cargo,497,292,2007,2008,2008,2008,30379512505,41981560229,3588,4176,3870,3935,4516,347833
Miscellaneous - fishing,107,84,1991,1992,1996,1996,998917295,614513302,4633,9324,7799,7844,630,47330
Oil tanker,494,375,2009,2009,2010,2010,226813143751,432192008111,3980,4641,5155,5194,15364,1189184
Offshore,68,55,2005,2008,2005,2000,6436581143,6664640536,2478,3591,4658,4208,1302,97039
Service - tug,40,37,2008,2008,2010,2010,449431327,377330355,2428,3995,3899,4248,267,20279
Cruise,61,22,2002,2000,2002,2001,2649497168,307574908,362,1105,733,774,628,48642
Ferry-RoPax,1,1,1976,1976,1976,1976,1959883,133933,4464,4464,4464,4464,4,334
Ro-Ro,18,4,2012,2012,2012,2012,417967506,379654517,357,426,458,455,47,3629
Other liquids tankers,1,1,2016,2016,2016,2016,171955819,244239565,6230,6230,6230,6230,23,1792
Yacht,1,1,1911,1911,1911,1911,550673,590206,1817,1817,1817,1817,0,0
