int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Zeytinburnu,6431,2152,1997,1999,2004,2004,44974759124,72739252111,454,661,754,764,6508,499036
Bostanci,316,289,2005,2005,2007,2008,10627612405,18110499279,830,1231,1335,1356,1003,77541
Haskoy,34,34,1999,1999,2007,2007,230650977,404551090,386,370,566,590,32,2467
Sile,1099,830,2004,2004,2008,2008,15508571515,26942805638,435,452,458,460,1932,149309
Yesilkoy,2398,1661,2005,2006,2009,2009,76006525442,130317952213,779,1236,1333,1353,7783,600671
Haydarpasa,513,277,1994,1999,1999,2004,3989017523,4662292524,358,644,481,536,820,62770
Tuzla,394,377,1999,1999,2004,2005,4975272365,7417102418,522,877,1089,1112,3083,235537
Bakirkoy,2766,1625,2004,2004,2008,2008,55552753687,95358941120,489,983,1126,1153,6683,514869
Imroz,1456,1109,2006,2006,2010,2010,74252760148,131662295563,709,1258,1369,1388,6360,490199
Kabatas,193,172,1996,1997,2000,2001,887924450,1325058608,421,426,463,474,181,13836
Korfez,286,228,2004,2005,2005,2006,13260933278,21997625241,541,1101,1644,1618,1815,140329
Gelibolu,705,597,2004,2004,2009,2009,20055510616,36286446055,582,786,927,952,2101,162477
Samsun,1839,625,1990,1993,1997,1999,3938102520,4968062580,257,388,392,415,1591,120883
Izmir,955,400,2002,2000,2004,2005,12549631574,11888287469,669,1002,671,671,2318,178392
Sinop,171,150,1990,1991,1994,1995,189607378,250645853,267,353,320,317,74,5592
Mimarsinan,40,40,2003,2003,2008,2007,1225427708,1800846753,679,1008,1202,1171,120,9262
Bartin,183,132,1993,1994,2001,2002,546160897,844870059,331,545,629,653,139,10584
Tekirdag,548,305,1995,1995,2000,2001,6043623033,7306276588,513,625,619,581,922,70822
Borusan Fertilizer Jetty,687,395,2002,2002,2008,2008,13866903400,14355656021,457,1289,1122,1182,1593,122634
Yilport,600,442,1999,2000,2006,2006,11005531697,18131482596,543,1299,1953,2063,1682,129139
Karabiga,716,565,2006,2006,2010,2010,25438730679,46385875487,578,893,882,892,2480,191818
Nemrut,1783,1133,2000,2001,2008,2008,41275852880,59754685423,705,1276,1573,1659,5686,423032
Foca,32,32,2002,2002,2009,2009,1050749568,1219183416,606,921,1608,1500,131,10140
Istanbul,1514,1138,1999,2000,2007,2007,13036891955,22369534565,418,413,434,438,1787,137726
Diliskelesi,968,468,2002,2002,2005,2005,19312694348,21053591376,525,913,1148,1139,3135,241136
Aliaga,326,229,2003,2003,2007,2007,28873443020,43733279363,671,1698,2332,2312,3650,278516
