Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nieuwpoort,1842,1208,3957,5245,2006,2007,2007,2008,81,89,84,84,10,22,24,27,29,48,48,49,2227.5,167450,170665,3368817,10056616,11657715,1829,6461,7805
Kallo,713,187,477,352,2005,2006,2003,2002,64,98,82,78,23,37,45,44,15,46,115,194,302.1,22700,23136,1519515,3569704,4176456,2131,5351,6459
Doel,706,175,300,291,2007,2006,2006,2006,58,63,63,60,28,44,57,61,11,37,47,53,309.1,23229,23675,1004887,2395170,2901017,1423,3766,4682
Zandvliet,640,378,544,925,2007,2007,2009,2009,29,56,83,92,24,51,359,386,24,39,49,47,583.4,43855,44697,671838,1661366,1975106,1050,3115,3917
Antwerp,635,296,263,389,2007,2006,2007,2007,60,59,53,53,32,61,49,41,10,43,79,81,441.1,33127,33763,573567,1466566,1812996,903,2829,3577
Zeebrugge,510,125,647,582,2006,2004,2008,2008,65,264,101,153,15,83,532,965,12,63,17,14,246.7,18551,18907,2717385,5723644,6241806,5328,12637,14550
Lillo,367,62,57,74,2006,2006,2007,2006,66,109,117,105,27,42,147,139,11,21,36,34,78.7,5907,6021,572893,1146125,1384362,1561,3825,4752
Adinkerke,343,269,293,371,2006,2005,2007,2007,81,84,84,84,10,17,15,15,24,36,40,40,184.7,13876,14143,403261,1140167,1408223,1176,4092,5103
Berendrecht,222,60,45,64,2010,2009,2010,2010,53,41,36,34,15,47,48,43,19,34,76,82,100.2,7521,7665,115352,298450,382504,520,1583,2053
Pijp Tabak,195,126,111,160,2005,2006,2006,2007,64,77,69,71,12,36,33,31,19,49,124,129,102.3,7684,7831,389865,799667,924308,1999,5251,6332
Oostende,135,76,294,383,2000,2002,2004,2004,128,309,156,168,30,160,181,181,19,54,98,114,140.8,10572,10775,1411993,3037879,3319056,10459,24540,28039
Terdonk,101,61,20,31,2000,2002,2005,2006,59,79,68,67,27,57,60,44,8,20,32,33,34.7,2607,2657,61932,142315,185339,613,1857,2405
Rieme,101,47,32,50,1995,2001,2003,2003,78,120,121,121,26,34,46,45,10,157,58,60,30.9,2320,2364,154070,349565,416140,1525,4028,4871
Ekeren,51,41,14,21,2002,2003,2003,2003,45,59,44,45,15,26,56,61,10,31,85,91,16.4,1230,1253,30156,82646,114610,591,1989,2711
Jupille-Sur-Meuse,49,11,8,11,1997,1999,1998,1998,93,98,93,93,14,17,16,16,0,0,3,3,2.8,210,214,34036,97644,140322,695,2264,3256
Gent,47,31,17,25,2000,2001,2010,2011,75,151,73,72,44,93,45,38,9,35,56,58,16.3,1225,1249,30576,83488,91957,651,1981,2572
Kieldrecht,46,20,106,55,2005,2008,2010,2010,58,142,159,154,8,33,16,31,19,40,169,106,25.0,1877,1913,50464,219179,233254,1097,4203,4878
Wijnegem,42,12,10,13,1998,2000,1997,1997,98,86,129,130,14,16,22,21,21,22,18,18,4.0,299,304,43180,122403,174397,1028,3302,4718
Zelzate,41,23,11,17,1997,2002,2001,2002,93,116,114,110,31,74,30,23,10,32,26,25,9.2,693,706,59728,120471,142817,1457,3689,4505
Hemiksem,39,24,6,8,2004,2005,2004,2003,56,75,78,74,24,32,47,47,19,26,27,26,10.4,777,792,31587,75642,91070,810,2133,2628
Blankenberge,30,17,51,72,2004,2004,2006,2006,258,463,167,187,99,122,155,172,42,68,39,41,31.1,2337,2382,404466,851229,944046,13482,30787,35629
Burcht,28,7,1,2,2007,2008,2002,2000,53,73,76,91,32,90,108,126,6,15,19,19,4.5,334,341,11253,25222,30473,402,999,1230
Langerbrugge,24,21,9,13,2004,2004,2001,2001,70,75,73,73,27,42,28,29,32,28,40,39,6.0,453,462,21134,55892,80329,881,2866,3862
Schelle,22,4,1,2,2001,2006,2003,2002,67,68,77,80,24,28,36,33,10,6,16,17,2.1,159,162,9821,21379,24874,446,1081,1289
Wondelgem,21,20,7,10,2003,2003,2006,2007,56,70,57,57,11,22,16,17,31,49,64,64,7.7,580,591,16221,42448,53069,772,2465,3087
Brugge,19,12,5,7,1999,2001,1998,1999,90,83,101,102,18,27,24,23,10,31,23,23,3.2,244,249,39810,86761,96646,2095,4961,5807
Wintham,18,14,8,12,2005,2004,1999,1999,69,220,155,158,28,34,52,53,14,28,39,39,4.7,353,360,33387,92899,128629,1855,6125,8309
Noeveren,15,15,5,7,2006,2006,2006,2006,67,92,115,120,30,34,40,41,22,27,31,31,3.2,237,242,15119,44734,60151,1008,3477,4616
Kruibeke,12,7,0,0,2008,2007,2009,2008,40,84,40,28,24,45,82,75,6,207,85,79,3.8,288,294,3682,8707,11610,307,793,1067
Baasrode,11,1,1,3,1985,1985,1985,1985,150,150,220,220,126,126,224,224,13,13,30,30,2.6,195,199,8489,24353,34996,772,2515,3618
Temse,11,1,0,0,2012,2012,2012,2012,43,43,52,52,26,26,24,24,16,16,54,54,0.7,55,56,2391,5655,7571,217,561,758
Rupelmonde,10,2,0,0,2006,2002,2002,1997,86,115,123,152,54,50,93,84,3,2,50,57,1.4,105,107,4984,11038,13499,498,1202,1505
Willebroek,10,10,3,4,2004,2004,2005,2005,82,76,81,81,12,19,22,22,28,46,50,49,1.9,141,144,7839,22827,31911,784,2947,3865
Veldwezelt,9,2,2,2,1994,1991,1996,1996,103,99,115,115,13,13,20,20,0,0,2,2,0.6,44,45,7791,22352,32121,866,2822,4058
Merksem,9,6,1,2,1986,1981,2003,2003,99,139,138,139,15,28,51,52,15,22,35,35,0.7,54,55,8354,22280,30982,928,2804,3934
Ruisbroek,8,8,2,3,2005,2005,2007,2007,66,80,104,103,14,17,17,17,40,40,18,18,0.9,65,66,7352,21202,29707,919,3349,4448
Steendorp,7,2,0,0,2003,2002,1998,1994,45,50,66,82,18,16,77,88,1,1,6,7,0.6,44,45,1860,4016,4721,266,624,756
Maasmechelen,7,3,2,3,1996,1994,1997,1997,161,148,168,167,24,20,25,25,0,2,1,1,0.7,52,53,8946,25665,36882,1278,4166,5991
Genk,7,5,1,1,1999,1999,1994,1994,39,128,80,81,10,22,28,29,0,3,2,2,0.4,28,28,4448,12760,18336,635,2071,2979
Herstal,7,5,1,1,1999,1999,1999,1999,72,80,80,79,15,17,17,17,0,3,2,2,0.3,26,26,4568,13106,18834,653,2127,3059
Schoten,7,3,2,3,1999,2002,1998,1998,115,122,142,142,16,14,17,17,7,7,9,9,0.7,49,50,8352,23960,34432,1193,3889,5593
Sas-Slijkens,7,6,3,3,2003,2002,2007,2007,138,125,152,151,48,209,53,45,24,32,11,10,3.1,231,235,18451,39568,44401,2636,6214,7234
Oevel,6,5,4,6,1996,1996,2006,2006,119,196,321,347,14,43,132,137,14,18,7,7,1.4,104,106,39572,84674,95636,6595,15410,18116
Moerzeke,6,1,2,4,1985,1985,1985,1985,250,250,535,535,21,21,61,61,45,45,369,369,1.7,130,133,11263,32313,46436,1877,6119,8801
Oelegem,4,3,1,1,1997,1997,2001,2001,109,127,125,125,26,27,26,26,1,5,5,5,0.3,21,21,3671,10532,15136,918,2992,4303
Olen,4,3,0,0,2006,2007,2003,2003,51,38,50,52,30,33,33,34,14,21,13,13,0.3,22,22,1235,3532,5067,309,1003,1440
Genenbos,4,4,1,1,2006,2006,2005,2004,166,144,131,127,18,44,31,23,8,11,13,14,0.5,35,35,3418,9529,13446,854,2698,3822
Floriffoux,3,1,0,0,2016,2016,2016,2016,25,25,28,28,27,27,25,25,9,9,22,22,0.2,18,18,142,292,315,47,106,119
Lanaken,3,1,1,1,1997,1997,1997,1997,84,84,110,110,14,14,19,19,6,6,6,6,0.2,14,14,2756,7908,11364,919,2995,4307
Massenhoven,3,2,1,1,1993,1991,1997,1997,140,101,145,147,20,16,28,28,0,0,0,0,0.2,17,18,3123,8959,12874,1041,3393,4880
Lanaye (Ternaaien),3,1,1,1,1999,1999,1999,1999,107,107,101,101,14,14,13,13,3,3,5,5,0.2,18,19,2176,6242,8970,725,2364,3400
Schilde,2,1,1,1,1997,1997,1997,1997,272,272,272,272,17,17,16,16,24,24,25,25,0.3,24,24,4531,12999,18680,2266,7385,10621
Bornem,2,1,0,0,2012,2012,2012,2012,39,39,39,39,35,35,40,40,2,2,2,2,0.1,8,8,329,779,1043,165,425,574
Gellik,2,2,0,1,1994,1994,1991,1991,146,146,121,124,14,14,14,14,6,6,8,8,0.2,13,14,1600,4592,6598,800,2608,3752
Verbrande Brug,2,2,0,1,2000,2000,1999,1999,102,102,101,100,36,36,43,43,76,76,89,88,0.2,18,18,2291,6573,9446,1146,3734,5370
Eindhout,2,1,1,1,1997,1997,1997,1997,161,161,161,161,22,22,23,23,20,20,19,19,0.2,15,15,2676,7678,11034,1338,4362,6274
Langerlo,2,2,4,7,2012,2012,2009,2009,411,411,720,767,387,387,97,95,10,10,7,7,1.4,105,107,46059,94504,101833,23030,51245,57863
Godsheide,2,2,0,0,2000,2000,2000,2000,32,32,32,32,14,14,13,13,0,0,0,0,0.0,3,3,532,1527,2194,266,867,1247
Kapelle-Op-Den-Bos,2,2,1,2,1998,1998,1998,1998,263,263,264,262,25,25,25,25,48,48,45,46,0.5,35,35,5826,16715,24020,2913,9496,13657
Oostkerke,2,2,1,0,2006,2006,2001,2001,813,813,760,986,54,54,85,89,74,74,49,46,0.5,38,39,3481,7690,8718,1741,4084,4829
Sint-Amands,2,1,0,1,1985,1985,1985,1985,372,372,372,372,85,85,85,85,53,53,50,50,0.4,27,27,2612,7493,10768,1306,4257,6122
Oosterlo,2,2,0,0,1998,1998,1998,1998,88,88,89,85,28,28,37,35,26,26,18,20,0.2,13,14,1323,3795,5454,661,2156,3101
Schellebelle,1,1,0,0,1985,1985,1985,1985,199,199,199,199,21,21,21,21,26,26,26,26,0.1,9,9,698,2003,2878,698,2276,3273
Deurne,1,1,0,0,1985,1985,1985,1985,125,125,125,125,21,21,21,21,4,4,4,4,0.0,3,3,577,1654,2377,577,1880,2703
Tielrode,1,1,0,0,1985,1985,1985,1985,169,169,169,169,78,78,78,78,613,613,613,613,0.4,34,34,594,1704,2448,594,1936,2784
