Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Doel,1173,340,2145,2408,2006,2006,2007,2006,79,89,80,80,9,21,16,16,19,24,28,27,540.9,40615,41394,2462562,6551632,7597768,2099,6258,7555
Antwerp,1021,557,855,1358,2007,2007,2008,2009,75,68,72,73,12,36,40,39,28,39,68,72,1090.6,81912,83485,1172349,3163737,3778567,1148,3749,4631
Zandvliet,990,615,867,1352,2007,2007,2009,2009,74,61,66,66,23,42,41,40,1,21,36,36,978.6,73483,74894,963422,2886857,3491345,973,3552,4460
Kallo,818,281,542,431,2006,2007,2006,2006,58,63,66,62,16,50,26,34,23,36,35,41,392.3,29490,30056,884186,2355725,2796163,1081,3150,3866
Zeebrugge,508,116,707,501,2004,2005,2005,2004,67,241,110,134,10,52,57,72,18,47,123,189,249.0,18701,19060,1918671,4141643,4524320,3777,9300,10717
Lillo,379,59,62,83,2006,2006,2005,2005,66,119,122,111,27,45,81,72,11,26,100,99,79.0,5934,6048,574555,1188381,1436898,1516,3749,4652
Pijp Tabak,379,247,258,373,2005,2006,2006,2006,80,86,72,72,12,32,135,128,30,65,82,80,425.7,31971,32585,766992,1714861,1965706,2024,5553,6644
Nieuwpoort,335,263,779,1247,2008,2007,2008,2008,88,116,133,142,10,23,242,276,39,71,68,66,292.5,21998,22421,749978,2045580,2375742,2239,7431,9139
Berendrecht,245,84,137,197,2009,2007,2008,2008,81,72,70,67,36,47,59,58,11,90,205,162,342.9,25748,26242,254188,664426,835825,1038,3126,3977
Terdonk,200,149,119,190,2002,2004,2008,2008,66,75,73,72,18,32,22,20,32,49,61,63,91.4,6959,7093,153981,439193,575753,770,2875,3726
Rieme,148,95,60,97,1999,2002,2004,2005,64,80,78,78,16,66,26,23,16,37,61,64,42.5,3210,3272,164018,399497,483136,1108,3199,3927
Oostende,127,51,277,438,1998,1999,2006,2006,131,450,367,417,24,99,1217,1276,11,147,16,14,93.4,7017,7152,2516331,5215866,5638613,19814,44641,50588
Kieldrecht,106,64,212,110,2007,2008,2008,2009,67,69,70,66,10,18,11,13,18,36,37,38,70.7,5370,5473,101210,350259,379039,955,3182,3618
