Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,4852,747,215979,237553,2006,2008,2010,2009,297,763,831,823,30,59,249,241,18,24,25,25,26895.2,2057224,2096723,143481285,413062535,465098280,29572,97636,115203
Chemical tanker,4472,1135,48555,77820,2006,2008,2009,2009,334,1000,1031,1052,54,109,260,263,25,46,60,61,11954.9,909075,926529,36268929,157342049,186623770,8110,40539,49799
General cargo,4084,1496,23440,32442,2003,2004,2005,2005,467,894,1105,1097,61,100,284,277,27,50,61,62,5071.1,385352,392751,33897635,104267986,149284030,8300,34337,46753
Ro-Ro,3537,93,45520,22302,2004,2006,2008,2008,203,601,421,446,14,45,53,56,6,12,16,17,7782.2,586692,597957,23990670,44615915,51646601,6783,15944,16942
Vehicle,2428,468,82116,27243,2004,2007,2007,2006,318,776,814,793,30,63,218,219,14,22,22,22,6256.5,476716,485869,27587517,121631369,140861522,11362,43188,46480
Liquefied gas tanker,1239,244,31441,28500,2008,2009,2011,2011,468,1569,1991,1828,50,136,377,369,24,44,51,53,5011.2,348625,355318,11308992,53656052,49599270,9128,60711,86920
Bulk carrier,829,657,42557,72731,2009,2010,2010,2010,1259,1826,1846,1855,124,195,331,331,69,97,107,108,3942.7,301601,307391,24090268,57491597,73663134,29059,111542,135440
Service - tug,652,96,53,37,2000,2003,2001,2000,89,289,223,230,35,169,246,208,20,72,94,96,143.9,10802,11009,937163,2216108,2967249,1437,3712,5011
Oil tanker,609,298,39948,70514,2008,2009,2009,2009,527,2251,2132,2145,74,217,359,359,30,94,115,115,5244.8,401441,409149,46536009,87833866,104835258,76414,192510,237679
Service - other,528,98,1074,1568,1997,2002,2001,2001,190,863,499,484,25,376,469,408,6,146,122,102,456.5,34141,34797,10944430,22455568,24197234,20728,46123,52080
Miscellaneous - fishing,251,59,66,41,1994,1992,1992,1992,364,805,497,579,47,102,221,229,46,132,270,282,122.8,9224,9401,287346,637389,724647,1145,2694,3194
Cruise,194,67,3539,340,2003,2001,2007,2005,177,233,238,247,15,20,26,28,10,13,13,12,884.6,66843,68127,586957,5330162,6839413,3026,24043,29098
Ferry-RoPax,175,4,1160,231,1987,1998,1987,1987,206,567,210,208,15,32,16,15,10,19,10,10,265.3,19920,20302,1433578,3544817,4349734,8192,17487,15933
Refrigerated bulk,71,25,3107,3085,1995,1996,1995,1995,3909,4202,4066,4041,216,281,444,447,6,38,25,26,1256.6,95871,97712,9152948,19999635,22527708,128915,274716,296611
Other liquids tankers,31,5,2446,3177,1994,1996,1999,1999,5290,4031,4736,4684,272,231,301,301,76,77,107,107,639.4,49367,50314,1629787,4653539,10033030,52574,182135,294312
Ferry-pax only,6,4,0,0,1949,1951,1973,1941,285,243,251,242,64,61,63,78,64,77,53,45,1.4,106,108,13826,28158,35470,2304,5359,7064
