Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Zeebrugge,5849,779,117646,67132,2003,2006,2008,2008,211,1036,636,790,18,91,194,249,10,40,30,37,14507.8,1068795,1089315,57640794,202082398,225551119,9855,35296,42331
Doel,3871,956,146612,158325,2007,2008,2008,2008,352,750,673,670,29,60,148,150,21,24,29,29,17698.4,1348275,1374162,96945698,278654409,313652349,25044,82150,96802
Nieuwpoort,2376,1517,77171,108345,2006,2007,2008,2008,572,1386,1390,1454,57,127,290,302,18,34,35,39,10164.6,776281,791186,54176901,175815708,206112540,22802,91332,112361
Zandvliet,2076,1257,36209,52635,2006,2006,2009,2010,299,1007,1331,1330,51,115,360,374,1,24,43,47,5941.0,452390,461076,30526230,91180485,110199765,14704,55865,69696
Antwerp,1842,1011,33751,51596,2006,2006,2008,2009,314,970,1485,1504,45,107,366,385,28,46,80,83,6207.5,472371,481440,29757253,88509322,104686981,16155,56958,69700
Kallo,1310,644,40806,31425,2006,2007,2006,2007,433,1179,1288,1404,51,109,273,332,27,43,45,56,5083.0,386747,394172,22549123,71043399,84775581,17213,62113,72374
Pijp Tabak,1097,664,9551,12906,2004,2005,2007,2008,306,835,1026,1085,34,89,326,351,32,60,83,84,2422.9,183889,187420,10068348,30989315,38572262,9178,35015,43625
Terdonk,734,409,7981,13370,2002,2004,2009,2009,226,944,1827,2047,45,115,545,576,31,50,102,106,1172.2,89506,91225,5911614,18385923,23431383,8054,33669,42543
Rieme,594,318,10798,19051,2002,2006,2011,2011,229,1115,2023,2155,46,141,419,425,25,58,77,78,1202.4,91913,93677,6062195,19274540,23558964,10206,45092,55999
Adinkerke,536,398,5362,7019,2005,2005,2007,2008,549,949,1203,1217,51,98,255,278,14,26,22,21,949.3,72451,73842,5838175,16679997,21140302,10892,40152,50602
Gent,523,178,9739,8524,2005,2005,2007,2008,551,1198,756,1074,34,130,133,212,8,52,41,68,1558.6,117711,119971,5735307,12723677,16785736,10966,34299,41256
Oostende,466,189,2330,2813,1999,2000,2006,2006,244,792,774,796,30,148,252,271,12,53,20,22,476.6,36172,36866,3557610,9662955,11333431,7634,24073,29774
Berendrecht,383,231,15910,23413,2007,2007,2009,2009,966,1401,1968,2007,100,146,283,298,33,70,55,55,2444.2,186898,190486,14140602,43244331,50187461,36921,131751,158705
Kieldrecht,372,164,15763,6560,2008,2008,2010,2009,401,744,764,729,31,62,160,149,33,33,50,53,1346.9,102930,104906,6907506,20183223,23449301,18569,55197,59444
Ekeren,337,238,2867,4012,2003,2004,2007,2008,370,752,897,989,40,80,201,212,37,55,75,78,552.2,41950,42755,2995301,9404278,12085626,8888,35292,46293
Wondelgem,291,245,2342,3611,2003,2004,2008,2008,273,711,1379,1441,38,84,479,480,33,49,53,53,394.6,30060,30637,2327135,7593329,10113601,7997,34096,44150
Zelzate,221,100,1446,2202,2000,2002,2008,2009,238,692,1093,1363,47,99,284,318,31,54,55,61,332.8,25210,25694,1767659,5420481,6783120,7998,29610,37357
Langerbrugge,165,117,3334,5087,2001,2003,1999,1999,238,1041,2376,3096,36,107,500,529,36,61,126,134,462.3,35533,36215,2301985,6970322,10172225,13951,63041,83408
Lillo,160,101,669,742,2004,2005,2006,2005,256,628,839,662,43,81,195,164,20,24,42,40,207.3,15702,16004,1166210,3384802,4209611,7289,24113,29958
Brugge,113,73,244,344,1996,1998,2002,2001,585,680,840,814,81,89,158,152,37,46,51,51,74.2,5582,5689,860258,2408367,3361301,7613,25324,34879
Wintham,106,55,154,236,1998,2001,2003,2003,358,672,607,628,46,79,110,111,28,30,28,28,56.0,4231,4312,575879,1681873,2348631,5433,18231,25349
Hemiksem,59,42,157,228,2004,2005,2004,2004,319,624,688,695,44,71,115,116,14,19,18,18,68.2,5143,5242,419632,1191450,1499073,7112,22792,28685
Noeveren,58,47,188,266,2006,2005,2007,2007,849,827,908,901,96,92,117,116,42,43,48,48,57.6,4348,4431,536673,1570223,2169664,9253,33966,44691
Wijnegem,55,13,54,72,1998,1997,2003,2004,249,481,480,541,38,57,119,123,1,10,20,21,21.1,1582,1612,231018,656132,936139,4200,13524,19340
Blankenberge,54,35,172,180,1999,2000,2003,2005,292,466,447,453,45,125,104,105,8,27,24,22,56.1,4216,4297,318853,721298,825192,5905,15190,17881
Kruibeke,47,16,29,40,2002,1999,2007,2007,95,470,381,417,43,87,250,273,4,29,15,15,10.0,752,766,127301,363517,521625,2709,8780,12612
Willebroek,47,44,111,165,2003,2002,2005,2005,788,806,848,851,91,93,154,156,46,51,58,57,34.8,2628,2678,371975,1081060,1544769,7914,27522,38523
Ruisbroek,42,42,76,105,2005,2005,2006,2006,340,520,581,564,39,58,84,82,53,55,50,50,25.6,1932,1969,245514,710110,984675,5846,20255,27370
Burcht,39,20,89,128,2003,2003,2006,2006,637,536,568,557,61,85,77,76,21,21,25,25,42.7,3212,3274,216366,665258,857469,5548,18978,24730
Boom,27,27,98,143,2003,2003,2007,2007,704,968,1260,1281,84,111,242,248,32,42,56,56,27.7,2107,2148,319370,926224,1304669,11829,42844,57539
Oostkerke,20,15,473,141,2000,2004,2012,2011,343,623,826,740,28,50,170,159,26,30,19,20,32.9,2504,2552,142291,627350,726536,7115,27042,29104
