Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United Kingdom of Great Britain and Northern Ireland,6887,1665,40306,30111,2003,2005,2007,2007,206,346,233,240,18,43,33,43,13,35,28,36,7204.5,541555,551953,34225543,94249576,110392117,4970,14999,17578
Netherlands,5344,2095,13550,16552,2004,2006,2009,2009,94,163,142,150,14,40,131,169,20,41,46,52,4212.2,316621,322700,15422323,41368642,48060611,2886,9030,10885
France,2024,971,11854,12302,2005,2005,2007,2007,242,377,302,335,25,50,81,88,22,41,34,40,2548.4,190894,194559,10068957,32625823,39149455,4975,18749,23213
Germany,1910,970,44975,40953,2008,2007,2011,2011,394,403,395,403,32,46,37,38,25,34,31,31,4553.5,341918,348483,23713092,72800467,83644218,12415,42985,50668
Spain,1539,916,46097,44711,2006,2008,2008,2009,914,1261,1292,1335,96,121,124,134,23,39,35,40,5789.0,439934,448381,30992476,99372312,117899788,20138,72945,88122
Sweden,1251,289,17727,10317,2003,2005,2004,2005,552,765,583,622,37,77,53,76,7,33,16,19,3153.5,236455,240995,11258009,28110497,33892752,8999,26090,30165
United States of America,594,321,103875,105027,2007,2008,2007,2006,3820,4431,4055,4186,258,349,293,322,27,42,35,39,12236.0,941795,959877,64689745,220435230,252796617,108905,404893,476061
Ireland,511,153,5667,3536,2005,2005,2010,2008,604,683,617,628,47,73,45,53,15,31,21,28,929.4,70506,71860,5129401,12362034,14887706,10038,27446,32089
Norway,501,261,4501,5526,2005,2004,2008,2008,624,746,737,747,60,81,95,98,24,36,37,42,896.0,66592,67870,4115394,13002751,15934402,8214,34298,44704
Finland,481,147,10273,9059,2004,2004,2004,2004,1278,1248,1275,1283,99,120,94,99,21,30,24,24,2577.8,193349,197061,9862276,27023864,32392981,20504,65634,78405
Russian Federation,471,315,19635,27725,2006,2006,2009,2008,1527,1513,1696,1642,138,155,159,157,36,51,46,49,2914.6,211792,215858,13786232,44376054,51551603,29270,117785,149659
Denmark,255,158,2546,2953,2002,2003,2005,2006,556,702,640,735,55,90,150,191,18,52,48,56,601.5,45239,46108,2338985,6975270,8601043,9172,32981,41080
Portugal,239,199,6691,7311,2006,2007,2008,2008,1061,1067,1132,1126,94,102,88,90,22,35,34,32,793.3,60570,61733,4717143,12883935,15961837,19737,69814,86224
Morocco,192,113,9115,10388,2005,2006,2006,2006,1430,1456,1445,1455,110,138,113,118,19,38,30,31,1125.2,86253,87909,7433926,22997206,26466893,38718,134666,160469
