Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,129,29,3122,3960,2002,2003,2002,2002,969,1235,1344,1345,98,123,152,152,30,48,39,40,524.5,40269,41043,3618107,13324229,14877016,28047,107796,128783
Chemical tanker,43,31,1158,1892,2006,2009,2009,2010,1402,1596,1695,1705,137,157,213,213,34,66,144,138,190.6,14657,14938,747009,3488088,4096618,17372,93513,114196
General cargo,33,24,287,415,2001,2002,2005,2004,1026,1123,1185,1174,155,161,203,202,62,71,67,65,61.7,4721,4812,443834,1356371,1898901,13450,58303,75089
Bulk carrier,32,18,877,1472,1998,2004,2002,2002,1710,2026,1898,1898,240,254,285,285,63,90,88,87,103.9,8006,8160,626550,1512728,2174418,19580,78747,98277
Miscellaneous - fishing,14,9,22,21,1991,1994,1987,1987,1240,1577,925,928,97,268,232,231,30,204,128,113,16.1,1220,1244,147088,326269,370934,10506,24726,29311
Liquefied gas tanker,12,4,142,168,2011,2011,2015,2014,420,951,1430,1415,42,79,124,121,48,44,195,203,36.3,2777,2830,127003,367950,406334,10584,57945,76199
Ro-Ro,11,8,957,468,2003,2004,2004,2004,1610,1800,1607,1609,100,119,183,187,51,46,37,37,101.5,7837,7988,502636,926201,1079890,45694,107398,114005
Service - tug,6,3,2,2,1996,1996,1997,1995,1464,1412,1423,1447,347,494,501,452,34,79,117,120,9.4,706,719,39095,92448,123783,6516,16825,22717
Cruise,5,5,79,9,1996,1996,2012,2011,112,320,412,373,14,23,55,53,10,14,10,10,20.9,1617,1648,26403,194091,252231,5281,32586,37832
Refrigerated bulk,3,3,38,39,1998,1998,1998,1998,1274,1280,1280,1280,84,105,105,105,62,63,63,63,20.6,1560,1590,115094,251486,283275,38365,81755,88271
Service - other,2,2,3,4,1999,1999,1989,1988,1579,1579,1253,1240,996,996,560,532,530,530,98,70,7.2,539,549,27733,56902,61316,13867,30855,34840
Oil tanker,1,1,52,86,2005,2005,2005,2005,1844,1844,1844,1844,146,146,146,146,28,28,28,28,6.6,512,522,77082,185103,208813,77082,234563,274310
