Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,129,29,1649,2078,2002,2003,2003,2002,508,749,706,700,50,71,101,100,120,124,159,158,486.1,37170,37883,2117193,7455536,8371399,16412,60522,72120
Chemical tanker,46,33,453,733,2006,2009,2008,2008,922,806,626,622,82,134,271,276,40,60,78,77,184.7,14076,14347,534080,1933655,2340383,11610,47728,59016
Bulk carrier,33,18,720,1196,1998,2004,2001,2001,1695,1594,1579,1575,170,202,323,322,144,188,155,153,104.9,8080,8235,502871,1273456,1883670,15239,64714,81890
General cargo,33,24,333,482,2001,2002,2004,2003,1442,1437,1386,1380,128,152,202,207,127,176,154,156,86.5,6621,6748,521435,1591836,2227423,15801,68385,88000
Liquefied gas tanker,12,4,93,112,2011,2011,2012,2012,534,725,935,939,60,73,164,167,32,86,65,63,26.7,2043,2082,84321,244291,269775,7027,38471,50590
Miscellaneous - fishing,12,8,11,10,1990,1993,1988,1987,662,682,553,538,100,247,227,167,39,91,81,83,9.2,697,711,71755,159165,180955,5980,14073,16682
Ro-Ro,10,7,693,338,2004,2005,2004,2004,1624,1464,1286,1277,104,93,110,109,38,38,32,32,80.6,6243,6363,363083,669049,780067,36308,85338,90588
Service - tug,6,3,3,2,1996,1996,1998,1997,1421,1677,1706,1732,316,301,359,366,36,50,72,72,10.2,769,784,46777,110614,148106,7796,20131,27181
Cruise,5,5,206,25,1996,1996,1997,1996,582,915,1071,1064,45,59,113,110,13,15,12,12,56.4,4373,4457,130277,553990,597161,26055,96661,95429
Service - other,4,4,20,15,1996,1996,1992,1991,1609,1476,1632,1622,846,878,509,683,62,882,1834,999,19.4,1460,1488,103982,213348,229896,25996,57844,65315
Refrigerated bulk,3,3,9,10,1998,1998,1998,1998,150,315,315,315,10,151,321,321,42,44,41,41,17.4,1306,1331,28379,62011,69849,9460,20159,21765
Oil tanker,1,1,3,6,2005,2005,2005,2005,121,121,121,121,14,14,14,14,52,52,52,52,2.5,195,199,5061,12154,13711,5061,15402,18012
