Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Spain,88,43,1999,2637,1998,2002,2000,2000,1464,1531,1506,1478,141,207,169,170,34,42,53,55,340.8,26185,26688,2147155,7827052,9148866,24399,99782,121308
Mauritania,42,18,246,300,2005,2004,2005,2005,509,451,495,491,49,64,72,73,95,83,102,104,85.7,6504,6629,353452,1147088,1307657,8416,29646,35423
Morocco,41,19,1630,1968,2002,2002,2003,2003,1650,1639,1712,1717,136,161,156,158,15,41,21,22,230.7,17776,18118,1824613,6433070,7165955,44503,163082,192947
Senegal,34,28,110,102,2000,2001,2003,2005,129,737,247,333,34,135,72,79,48,126,253,316,54.1,4127,4207,226267,570373,662152,6655,20708,25423
Sierra Leone,14,7,83,100,1998,2003,2000,2001,489,528,492,492,50,111,60,71,32,41,40,32,20.0,1529,1558,105699,298213,364087,7550,24892,30616
Gibraltar,8,4,258,432,2007,2007,2007,2007,1701,1801,1776,1777,222,207,235,235,8,7,9,9,32.2,2490,2537,120019,562983,726498,15002,95469,120092
Togo,8,7,205,323,2008,2008,2009,2009,1593,2158,2354,2339,154,176,184,183,56,158,590,582,50.8,3885,3959,309117,966360,1153767,38640,134558,161138
Cabo Verde,8,5,37,53,2002,2004,2005,2005,433,518,520,523,34,60,56,55,8,11,10,10,7.6,583,595,40521,107187,130162,5065,18741,23190
Côte d'Ivoire,6,6,126,103,2000,2000,2008,2002,1231,1298,1178,1203,206,240,166,270,67,57,33,55,23.7,1830,1865,94221,395148,518640,15704,73258,90889
Guinea-Bissau,5,5,19,23,2002,2002,2000,2000,313,564,293,286,80,71,61,61,38,78,110,112,10.1,767,782,27779,94584,109127,5556,20048,24543
Portugal,5,5,123,197,2007,2007,2011,2011,1725,1708,1697,1695,162,184,170,170,76,83,76,75,19.4,1491,1520,92974,400402,494276,18595,105052,131581
Guinea,4,4,48,50,2001,2001,2001,2004,470,648,471,481,42,146,63,71,40,40,49,54,7.0,534,545,60497,128094,146816,15124,39043,44194
Brazil,3,3,152,256,2010,2010,2009,2008,2508,2424,2664,2696,174,191,223,228,94,103,132,135,14.8,1139,1161,110096,255298,342016,36699,138794,170644
Ghana,2,2,6,8,2008,2008,2005,2005,1673,1673,1422,1413,874,874,293,265,560,560,119,97,8.2,617,629,14834,44293,55854,7417,24550,31398
France,2,2,221,203,2008,2008,2006,2009,2567,2567,2548,2586,208,208,198,219,42,42,35,51,25.3,1946,1983,99796,325828,377438,49898,198664,229646
Netherlands,2,2,170,278,2010,2010,2010,2010,2879,2879,2879,2877,326,326,327,326,73,73,72,73,21.4,1645,1676,53710,393335,453507,26855,231906,285081
Belgium,2,2,307,142,2002,2002,2002,2002,2709,2709,2709,2709,180,180,180,180,58,58,57,57,31.9,2459,2507,152204,280465,327004,76102,178868,189872
Algeria,2,2,41,53,2010,2010,2010,2010,2040,2040,2034,2033,274,274,278,277,148,148,149,149,10.0,763,778,20141,73541,108584,10070,60254,82283
"Congo, Democratic Republic of the",1,1,29,46,2006,2006,2006,2006,2449,2449,2449,2449,219,219,219,219,89,89,89,89,5.0,384,392,18998,52740,81969,18998,89504,116004
China,1,1,0,0,1986,1986,1986,1986,288,288,288,288,105,105,105,105,5,5,5,5,0.2,15,16,1878,4167,4737,1878,4421,5241
Congo,1,1,44,64,2015,2015,2015,2015,2284,2284,2284,2284,191,191,191,191,263,263,263,263,4.6,355,362,26353,73158,113701,26353,124154,160912
United States of America,1,1,226,125,2009,2009,2009,2009,4779,4779,4779,4779,299,299,299,299,27,27,27,27,19.8,1533,1562,133893,246724,287664,133893,314699,334059
Nigeria,1,1,34,55,2004,2004,2004,2004,1708,1708,1708,1708,183,183,183,183,4,4,4,4,4.6,351,358,20818,76014,112236,20818,124561,170101
United Kingdom of Great Britain and Northern Ireland,1,1,69,116,2015,2015,2015,2015,2317,2317,2317,2317,268,268,268,268,13,13,13,13,6.3,485,494,22340,163605,188634,22340,192920,237156
Denmark,1,1,100,166,2009,2009,2009,2009,3328,3328,3328,3328,309,309,309,309,11,11,11,11,9.5,728,742,32094,235035,270991,32094,277149,340698
South Africa,1,1,46,71,1996,1996,1996,1996,4379,4379,4379,4379,398,398,398,398,91,91,91,91,7.1,551,561,29197,81052,125971,29197,137552,178277
Virgin Islands (U.S.),1,1,70,79,2018,2018,2018,2018,2777,2777,2777,2777,184,184,184,184,42,42,42,42,10.1,780,795,59799,173249,191322,59799,327399,430538
Italy,1,1,110,189,2008,2008,2008,2008,3332,3332,3332,3332,315,315,315,315,112,112,112,112,8.6,670,683,84513,167265,207463,84513,269800,313693
Benin,1,1,52,86,2005,2005,2005,2005,1844,1844,1844,1844,146,146,146,146,28,28,28,28,6.6,512,522,77082,185103,208813,77082,234563,274310
Argentina,1,1,56,86,2004,2004,2004,2004,4015,4015,4015,4015,346,346,346,346,23,23,23,23,6.4,491,500,35312,98030,152358,35312,166364,215620
Turkey,1,1,97,174,2003,2003,2003,2003,3472,3472,3472,3472,271,271,271,271,0,0,0,0,10.8,833,849,77847,154072,191100,77847,248520,288950
