Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Puerto Cortes,1326,316,16703,22153,2007,2008,2007,2007,771,880,679,687,55,124,118,124,20,63,50,53,3211.4,246755,251493,19857978,62925023,72167605,14976,52310,62146
Roatan,388,55,19491,1952,2007,2005,2008,2008,292,557,526,555,18,45,58,66,9,13,16,20,3844.1,296404,302095,2820271,26424646,32974876,7269,60827,73400
Amapala,187,128,3680,4427,2008,2009,2010,2010,250,784,526,823,23,79,151,192,24,49,73,88,439.7,33922,34573,1845791,7605510,9067595,9871,48029,57928
Puerto Castillas,112,32,2497,2928,1995,2005,1998,2001,915,2012,1299,1483,54,172,196,245,17,39,34,41,568.5,43685,44524,3096297,9450270,10794532,27646,89700,104221
Omoa,40,24,1443,1721,2012,2010,2013,2013,1113,1060,1129,1132,88,115,154,159,44,55,81,78,220.6,16944,17269,696867,3249874,3033361,17422,107625,154129
Tela,11,10,89,151,2011,2011,2009,2009,180,266,273,273,35,56,78,78,20,34,28,28,20.1,1555,1585,29067,212868,245433,2642,22819,28051
Trujillo,6,4,188,16,1996,1996,1995,1996,587,503,541,525,38,33,38,37,10,9,9,9,46.4,3597,3666,81166,344799,371485,13528,50139,49480
La Ceiba,2,2,5,1,1988,1988,2002,1983,2044,2044,457,876,27,27,35,25,284,284,80,342,3.4,260,265,18024,42889,56740,9012,22716,29510
Utila,1,1,4,5,2006,2006,2006,2006,628,628,628,628,54,54,54,54,34,34,34,34,0.6,49,50,8829,25897,35714,8829,35369,44597
Guanaja,1,1,1,2,1976,1976,1976,1976,1686,1686,1686,1686,276,276,276,276,251,251,251,251,1.8,134,137,5799,14573,17965,5799,17061,20918
