Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1145,97,11539,14001,2005,2006,2005,2005,303,475,560,559,23,36,79,79,11,18,15,16,2334.8,179605,183054,15506900,50445947,55953462,13543,45040,52549
Cruise,342,48,19633,1723,2007,2005,2008,2008,348,426,526,516,20,31,51,52,8,8,8,8,3670.8,283193,288630,2224047,23939106,30119224,6503,61917,75047
Chemical tanker,157,108,3422,5635,2010,2010,2011,2012,919,986,977,975,77,100,175,175,40,49,55,55,563.1,43336,44168,1714561,9245462,10752548,10921,68422,83489
General cargo,133,70,2324,3321,2007,2007,2002,2002,950,1608,1719,1681,86,151,629,589,73,130,169,168,384.3,29380,29944,2004815,6635188,9565257,15074,75122,100657
Bulk carrier,119,108,5617,9177,2010,2010,2010,2010,1005,1960,1764,1732,92,184,411,407,152,170,163,164,634.7,48955,49895,3687274,8456527,11412972,30985,116515,142106
Vehicle,88,68,1696,556,2008,2009,2006,2006,191,299,337,336,22,29,64,63,12,18,25,25,106.7,8265,8424,563328,2483672,2876346,6401,24332,26186
Liquefied gas tanker,51,19,1412,1615,2008,2010,2013,2013,1106,1100,1156,1157,87,101,117,117,31,50,67,68,231.8,17830,18172,595614,2997956,2741384,11679,83410,121468
Oil tanker,32,21,612,1061,2004,2007,2005,2004,1007,958,920,921,94,94,100,100,52,64,64,64,130.9,10042,10235,975394,1469052,1857511,30481,79087,100712
Refrigerated bulk,8,6,101,107,1994,1995,1994,1994,794,847,1015,1014,46,49,70,70,17,19,17,17,38.3,2930,2986,317457,693660,781342,39682,84562,91302
Service - tug,6,5,2,2,1984,1986,1985,1982,890,1157,923,1173,82,368,410,475,156,227,275,353,7.0,523,533,45056,106545,142658,7509,19391,26181
Miscellaneous - fishing,2,2,2,2,1990,1990,1985,1985,1316,1316,1188,1192,158,158,153,153,134,134,61,64,2.0,154,157,12929,28680,32606,6465,15214,18036
Service - other,2,2,93,69,1984,1984,1979,1978,2236,2236,1532,1441,424,424,310,271,102,102,154,172,14.2,1074,1095,483330,991687,1068603,241665,537746,607191
Ferry-RoPax,2,1,7,1,2007,2007,2007,2007,313,313,313,313,29,29,33,33,9,9,10,10,2.2,169,172,3822,9451,11597,1911,4079,3715
Ro-Ro,1,1,1,2,1966,1966,1966,1966,887,887,887,887,109,109,109,109,897,897,897,897,7.5,562,573,8172,63002,29730,8172,19943,28429
