Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Guatemala,638,163,2233,2595,2006,2007,2006,2007,109,170,165,163,14,41,36,38,16,26,21,23,574.6,44247,45096,2367245,8143012,9172439,3710,13363,15645
United States of America,632,177,18868,15533,2005,2008,2007,2007,944,1215,1112,1189,63,127,101,130,18,56,30,45,3498.7,268275,273426,14377572,51623686,60482520,22749,86954,104554
Belize,163,30,2837,303,2007,2006,2008,2009,160,372,187,186,15,25,17,33,8,34,8,12,530.2,41049,41837,409129,3640662,4635924,2510,20482,25265
Costa Rica,146,66,3292,2963,2007,2008,2008,2006,749,708,676,759,50,61,53,62,40,49,43,51,603.9,46719,47616,2797158,10079446,10995085,19159,69473,79396
Mexico,118,55,5352,1611,2008,2008,2007,2011,529,839,558,875,39,79,49,85,10,73,55,105,1005.1,77708,79200,1784635,9093087,10274532,15124,77075,90613
Colombia,74,47,1958,2384,2007,2009,2007,2007,926,1041,1028,1030,87,117,105,113,20,58,44,53,268.3,20747,21145,1591479,5690388,6449968,21506,84554,99642
Panama,58,30,1021,1451,2007,2007,2009,2009,810,1111,849,856,67,300,99,89,40,86,60,62,212.3,16303,16617,946553,3477047,4036637,16320,69360,84741
Dominican Republic,45,17,2218,1362,2006,2008,2009,2006,1114,1273,1506,1184,81,120,106,103,13,48,15,27,450.5,34766,35433,940334,5166607,6351553,20896,120719,153686
Nicaragua,37,24,174,125,2005,2007,2007,2005,97,161,119,184,10,21,24,44,11,21,25,47,24.2,1860,1895,118928,330397,376589,3214,12371,15030
El Salvador,31,29,311,118,2009,2009,2009,2009,177,190,186,192,15,23,26,25,8,17,16,21,23.0,1777,1811,110003,483364,558846,3548,13938,15334
Cayman Islands,27,12,816,81,2003,2003,2004,2003,355,532,360,380,20,37,24,33,7,8,8,8,201.0,15553,15852,297408,1399902,1551847,11015,46457,49031
Jamaica,24,19,332,291,2003,2004,2000,2004,699,743,696,748,58,74,68,87,24,92,77,126,78.6,6052,6168,255452,861945,997427,10644,43744,52383
Cuba,17,9,88,107,2003,2003,2001,2003,590,674,658,670,55,52,56,59,110,55,49,53,22.4,1715,1748,182583,521435,662624,10740,34550,44058
Ecuador,9,8,340,367,2008,2008,2008,2008,1026,1138,1159,1039,85,94,100,86,54,72,63,94,64.6,5007,5103,197760,683844,860399,21973,88753,106502
Spain,7,7,385,595,2008,2008,2008,2008,4740,4753,4689,4684,377,415,392,388,40,47,43,44,76.5,5899,6012,425909,1495623,1800246,60844,253224,309767
Netherlands,7,7,798,1239,2006,2006,2006,2006,5059,5200,5156,5159,449,452,452,453,74,63,67,67,125.1,9651,9836,238927,1749738,2017415,34132,294751,362336
Virgin Islands (U.S.),7,3,1704,284,2010,2009,2011,2011,2511,1843,2417,1998,138,138,138,145,8,45,12,40,359.8,27734,28266,-57986,1971882,2799680,-8284,260452,377924
Aruba,7,6,156,224,1995,1996,1994,1993,1145,1287,1165,1158,122,162,120,118,65,102,75,74,23.4,1790,1824,118661,406059,527381,16952,87153,114678
Peru,6,6,277,312,2009,2009,2008,2008,1725,1848,1810,1877,132,140,137,143,62,102,119,133,27.1,2093,2133,169860,522849,689427,28310,117629,144791
United Kingdom of Great Britain and Northern Ireland,4,2,241,282,1996,2000,1995,1996,5014,3242,3522,3068,300,236,287,277,18,17,29,27,77.9,5968,6082,655568,1496703,1688329,163892,369587,403082
Trinidad and Tobago,3,3,95,145,1999,1999,1998,1998,1690,1686,1681,1681,258,267,296,299,76,114,154,158,13.9,1068,1088,62263,176254,240344,20754,97376,126412
"Bonaire, Sint Eustatius and Saba",2,2,13,21,2005,2005,2005,2005,1346,1346,1346,1346,126,126,129,129,40,40,41,41,3.1,236,240,36080,105837,145956,18040,72273,91128
Bahamas,2,2,1,2,1981,1981,1969,1968,816,816,875,886,98,98,92,91,48,48,75,79,2.5,187,191,9150,65652,32294,4575,11126,15609
