Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Italy,1963,782,28260,30469,2002,2004,2007,2007,431,566,536,529,37,78,97,116,18,58,42,50,5347.7,411843,419750,23866677,64327044,74898151,12158,37283,43455
Turkey,763,513,19556,30755,2005,2006,2008,2008,861,987,980,988,80,116,150,146,18,80,50,50,2782.5,214294,218409,17308225,46982059,54961409,22684,75803,92495
Spain,661,431,33861,33683,2008,2006,2011,2010,798,1093,836,905,69,113,77,91,28,52,35,43,4182.2,321854,328034,18748320,57619715,67955173,28364,104512,127490
Greece,567,379,11605,12859,2002,2003,2005,2006,559,775,673,694,56,94,113,133,16,46,63,62,1978.9,152457,155384,9599861,27742816,32030246,16931,55791,66001
Libya,542,247,6080,10376,2005,2006,2008,2008,301,445,461,468,29,66,97,98,37,68,55,53,1209.4,93049,94836,6502043,15992312,18563151,11996,35485,44046
Algeria,434,195,5882,8640,2003,2004,2005,2005,666,751,773,776,59,83,101,107,47,81,68,65,1178.6,90304,92038,6545147,20464588,23902478,15081,54555,67327
Tunisia,357,216,1690,2313,2002,2002,2005,2005,286,444,381,392,31,84,110,110,75,121,89,87,717.6,54652,55701,2254449,6505428,7735094,6315,20817,25447
Egypt,335,236,15402,20645,2006,2005,2007,2007,896,1015,955,961,74,108,87,93,40,99,56,61,1910.2,146795,149614,11885454,30597686,34821736,35479,111368,134085
France,152,132,5429,7870,2006,2006,2008,2008,863,1208,1187,1311,111,159,196,218,37,72,62,69,856.9,66107,67376,3983281,11307838,13279166,26206,91571,113372
Saudi Arabia,141,95,24010,28926,2010,2010,2011,2011,1667,1837,1705,1715,138,190,152,166,21,54,34,41,2006.3,155388,158372,12570243,33041864,37193799,89151,291668,357384
United States of America,125,118,29766,48905,2011,2011,2011,2011,5653,5323,5452,5433,495,510,540,552,70,117,108,115,2571.9,193292,197003,17373510,45154649,50711449,138988,497736,630987
Morocco,98,66,5174,5986,2006,2005,2007,2007,1186,1328,1135,1150,97,131,85,89,24,87,40,49,586.5,45341,46212,4013207,10726006,12335893,40951,130424,154089
Croatia,93,55,1607,1206,2003,2003,2002,2005,772,934,806,929,70,88,87,123,15,85,58,100,376.5,29080,29639,1827240,5714212,6361721,19648,63440,70832
Lebanon,90,54,7191,7879,2008,2007,2010,2010,1044,1131,1048,1056,82,119,80,86,31,59,36,40,733.9,56820,57911,3424026,10269272,12265252,38045,148990,179434
India,88,85,13230,22581,2010,2011,2011,2011,4418,4750,4699,4724,427,425,436,443,72,110,117,121,1375.5,105843,107875,8128163,21217175,24976599,92365,343403,422041
Netherlands,87,82,8811,13445,2007,2007,2009,2010,2439,2543,2504,2527,227,249,243,264,42,92,78,97,1108.0,84476,86098,24209652,54223190,59684802,278272,703194,812484
