Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Marsaskala,2455,1708,160223,260371,2006,2007,2009,2009,913,1861,1982,1995,96,191,388,402,37,82,94,98,18407.0,1402777,1429710,127118512,320090443,361363317,51779,167710,208911
Delimara,2354,1107,98536,129555,2005,2006,2009,2009,718,1401,1367,1373,66,141,238,253,29,76,54,61,11882.5,911456,928956,67919403,185206892,216293111,28853,99308,121179
Marsaxlokk,940,297,60229,65086,2006,2007,2010,2010,737,967,1090,1075,54,78,115,114,24,42,27,27,6200.2,477691,486863,36827502,103204070,114939213,39178,127034,150356
Valletta,895,312,19977,6347,2000,2000,2007,2006,577,912,637,710,41,107,77,158,10,66,34,44,3938.8,303712,309543,11192694,37714546,44931144,12506,41028,45570
Saint Paul'S Bay (San Pawl Il-Bahar),351,325,14680,24781,2004,2005,2009,2009,899,1719,1976,1989,100,187,378,378,47,98,104,105,1686.1,129971,132466,10503046,26756995,34280759,29923,110908,138980
Floriana,226,91,769,452,1997,1997,2005,2001,294,870,571,512,28,122,235,183,24,78,72,71,339.5,25722,26216,1795713,4309859,5535641,7946,20838,25760
Marsamxett,86,75,3236,5308,2003,2003,2006,2006,656,1158,1461,1650,56,120,424,463,28,55,58,60,444.8,34224,34881,2963042,6549375,7606347,34454,95592,116605
"Mgarr, Gozo",78,76,4796,8267,2005,2005,2007,2007,832,1837,2219,2308,100,186,460,472,35,71,68,70,498.0,38469,39207,3658163,8572237,10278106,46900,150512,186690
Kirkop,25,18,762,945,2002,2002,2007,2007,598,1212,1343,1308,96,158,222,226,21,72,19,21,114.1,8782,8951,545037,1708155,2040812,21801,84171,103533
Birzebbugia,16,8,163,133,1998,1998,2004,2007,274,324,451,520,20,25,33,36,14,44,54,55,38.2,2956,3013,105464,263816,312522,6591,19500,22180
Tarxien,3,3,117,128,2000,2000,1998,1999,1122,1264,1104,1107,95,94,66,68,18,23,18,18,17.1,1322,1347,122641,334284,373656,40880,120494,139130
Marsa,2,2,0,0,1985,1985,1987,1986,200,200,190,190,41,41,38,39,86,86,96,95,0.5,36,37,644,1429,1624,322,758,898
Gzira,2,2,1,1,1974,1974,1980,1980,4380,4380,3421,3028,336,336,645,641,132,132,251,249,1.7,130,133,7233,16045,18242,3617,8512,10090
Balzan,2,2,8,11,1998,1998,2001,2000,948,948,954,953,304,304,159,188,2727,2727,1067,1399,51.5,3867,3941,25629,41687,57828,12814,42767,54118
Sliema,1,1,1,1,1992,1992,1992,1992,498,498,498,498,77,77,77,77,16,16,16,16,0.3,19,19,3413,9792,14072,3413,11125,16001
