Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Delimara,331,72,631,891,1994,2000,1997,1997,247,475,304,292,98,173,317,301,15,72,56,49,501.9,37896,38624,1984262,2666063,3299366,5995,17156,21837
Valletta,199,52,261,249,1995,1999,2000,1997,184,704,266,174,44,130,152,124,41,144,138,89,243.6,18340,18692,823217,1262428,1589235,4137,10876,13291
Marsaxlokk,150,36,171,223,1993,1997,1999,1998,170,560,317,295,50,211,191,175,33,78,89,87,147.4,11111,11324,686409,1084643,1347113,4576,12541,15564
Floriana,133,39,102,93,1997,1996,2000,1996,195,571,312,234,53,186,167,181,37,88,63,78,140.4,10557,10760,475039,776535,990701,3572,9146,11417
Marsaskala,99,52,274,393,1991,1998,1998,1999,188,489,198,176,53,176,459,399,21,56,118,101,146.0,11093,11306,418409,726683,794849,4226,13717,17976
Saint Paul'S Bay (San Pawl Il-Bahar),46,31,625,1042,1994,1997,2003,2003,221,940,1535,1633,72,214,670,685,54,121,78,72,149.3,11368,11586,752957,1770728,2006987,16369,46839,58008
Marsamxett,35,28,152,190,2000,2000,2002,2003,307,672,313,242,47,103,210,191,24,93,256,310,62.8,4781,4873,133409,356952,396562,3812,13193,17282
"Mgarr, Gozo",24,23,108,179,1994,1995,2002,2003,211,979,264,252,32,130,271,273,28,138,119,82,48.2,3661,3731,152219,327016,386581,6342,16553,20451
Kirkop,14,11,37,50,1992,1994,2001,2000,509,771,246,271,56,210,195,171,54,234,59,57,20.5,1550,1580,87599,141618,164099,6257,18311,22217
Birzebbugia,6,5,2,2,1994,1997,1988,1985,305,358,266,255,68,156,133,106,36,59,70,75,4.5,340,346,14218,14480,18924,2370,6074,7802
Marsa,3,2,2,1,2003,2002,2003,2002,2699,2619,2059,1699,255,312,423,355,81,169,131,165,5.8,432,441,7366,10448,12083,2455,6013,7347
Balzan,3,2,2,2,1996,1992,1990,1985,1606,1648,762,612,285,198,176,115,33,83,92,61,4.1,305,311,8858,23472,31746,2953,8724,11956
Gzira,2,2,0,0,1986,1986,2002,2001,642,642,630,614,260,260,441,440,72,72,127,127,1.3,99,101,772,1729,2018,386,921,1115
Sliema,1,1,0,0,2010,2010,2010,2010,79,79,79,79,10,10,10,10,35,35,35,35,0.1,6,6,364,741,933,364,846,1115
