Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Delimara,331,75,1027,1647,1995,2002,2003,2003,188,725,488,498,44,115,446,466,46,72,86,85,389.7,29537,30104,1980059,3447358,4068979,5982,16813,20958
Valletta,209,59,364,429,1994,1997,1997,1995,281,775,449,416,80,314,370,404,16,102,116,109,351.6,26516,27025,1147241,1554642,1880980,5489,15361,19368
Marsaxlokk,164,50,235,311,1994,2000,1998,1997,158,581,220,225,66,175,306,297,17,31,22,23,198.2,14970,15257,797681,1199386,1512014,4864,13890,17406
Floriana,134,40,178,122,1997,1996,2001,1996,247,872,540,289,89,190,244,254,30,218,208,171,211.7,15925,16231,629826,1207368,1559561,4700,12145,15152
Marsaskala,90,44,339,505,1991,1999,1998,1999,277,422,253,224,60,141,246,232,28,68,129,112,146.9,11182,11397,629264,973915,1120758,6992,20308,26264
Saint Paul'S Bay (San Pawl Il-Bahar),45,31,51,69,1995,1997,1997,1997,81,590,155,146,56,237,1245,1154,14,66,86,69,84.8,6380,6503,126685,229090,263287,2815,8853,11102
Marsamxett,32,24,111,128,1998,1997,2000,2000,252,756,300,232,74,217,388,381,21,51,50,42,57.8,4380,4464,119078,360577,405642,3721,13658,17860
"Mgarr, Gozo",18,17,55,95,1993,1994,2001,2001,203,447,136,128,60,80,88,86,18,25,13,12,15.2,1151,1173,65827,143964,170694,3657,10125,12536
Kirkop,8,5,4,5,1988,1989,1982,1980,317,463,301,286,56,66,64,56,12,27,21,19,4.7,350,357,24313,7595,10250,3039,7842,9943
Birzebbugia,4,4,1,2,1997,1997,1991,1986,271,355,289,290,92,181,180,128,18,25,37,43,2.8,209,213,12823,15735,21302,3206,8301,10874
Gzira,4,4,0,0,1980,1980,1976,1974,457,543,577,631,34,350,604,567,98,110,97,96,3.3,249,254,2380,5313,6148,595,1413,1699
Marsa,4,3,1,1,1995,1993,1996,1994,964,1032,868,816,94,80,78,74,109,510,380,452,4.3,324,330,4432,6659,7681,1108,2702,3292
Balzan,2,1,1,1,2003,2003,2003,2003,3862,3862,3862,3862,403,403,560,560,108,108,74,74,4.5,340,346,4147,9200,10459,2074,4880,5785
Sliema,1,1,0,0,2010,2010,2010,2010,292,292,292,292,199,199,199,199,17,17,17,17,0.3,26,26,1342,2733,3442,1342,3120,4114
