Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,2056,382,118876,130172,2006,2007,2010,2010,722,1197,1175,1161,56,95,143,142,24,42,28,29,12948.1,999682,1018875,75510408,211366080,238407976,36727,120225,142369
General cargo,1078,512,10036,13005,1998,2000,2003,2003,721,1324,1505,1516,74,138,311,314,42,91,106,105,2067.8,158349,161389,11553740,36169508,51720006,10718,46866,63046
Oil tanker,1018,557,92414,171228,2007,2008,2008,2008,814,1768,1669,1683,98,215,425,427,32,64,76,77,9744.2,753349,767814,80502613,160642586,180527582,79079,201940,248424
Chemical tanker,984,464,19917,32242,2007,2008,2008,2008,739,1210,1037,1044,77,127,218,219,35,64,61,61,3977.6,306776,312666,10819473,55577456,65107238,10995,65498,80299
Bulk carrier,855,675,68090,119047,2007,2009,2010,2010,1441,2651,2786,2800,156,253,411,411,68,117,136,137,6066.5,468726,477725,38531720,89852695,114048805,45066,167169,202064
Liquefied gas tanker,344,159,31186,27730,2009,2009,2010,2010,910,2391,2562,2485,96,201,314,318,32,54,54,57,4001.2,283775,289224,9908373,51325088,45959913,28803,191956,277282
Cruise,302,86,12164,1131,2003,1999,2008,2007,517,509,567,555,36,38,43,44,9,21,19,23,2341.8,181224,184704,3468155,19585614,22684506,11484,57257,62615
Ro-Ro,295,34,4760,2160,2006,2002,2007,2006,691,1167,647,675,42,100,99,135,9,39,21,28,867.4,67137,68426,2340661,4491821,5074179,7934,18658,19898
Service - tug,165,61,141,125,2002,1997,2004,2002,253,963,498,502,28,157,255,288,16,181,102,96,154.2,11627,11850,3194345,7553665,10113949,19360,49990,67495
Ferry-RoPax,140,17,2537,590,1997,1994,1998,1995,565,1882,989,667,19,99,166,104,10,79,152,83,865.2,65846,67110,3664840,9062859,11120187,26177,55878,50893
Miscellaneous - fishing,64,34,38,26,1988,1993,2000,1995,601,1586,1518,1309,78,291,705,564,32,228,363,301,72.7,5472,5577,184683,409663,465745,2886,6791,8051
Vehicle,52,27,1566,497,2005,2005,2008,2008,575,600,712,720,48,54,119,123,10,20,16,15,99.0,7656,7803,503468,2219755,2570702,9682,36802,39607
Service - other,47,32,1463,3095,2000,2004,2012,2013,1795,2106,2388,2365,173,228,258,246,83,190,239,233,214.1,16319,16632,21596801,44311894,47748749,459506,1022479,1154524
Refrigerated bulk,32,26,305,335,1999,1997,2000,2000,1108,1794,1639,1644,88,137,271,271,98,170,183,185,199.1,15086,15376,993639,2171150,2445596,31051,66170,71444
Ferry-pax only,4,3,4,0,2006,2009,1998,1999,326,347,386,379,33,33,38,37,23,26,40,41,1.5,109,111,15216,39793,51260,3804,10156,13428
