Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,2055,380,199057,214795,2006,2007,2010,2010,804,1521,1973,1920,71,114,238,236,21,36,32,33,20850.3,1611252,1642188,120183288,329214141,373489688,58483,190812,225828
General cargo,1089,516,8651,10962,1998,2000,2005,2005,699,1209,1270,1251,76,138,287,288,11,34,29,30,1761.6,135092,137686,10442221,32417741,46258086,9589,41179,55310
Oil tanker,1011,552,69432,127583,2008,2008,2009,2009,751,1414,1261,1261,77,157,299,301,20,52,52,52,6495.3,501865,511501,63975836,125387217,143063974,63280,161135,198545
Chemical tanker,992,470,22836,36975,2007,2008,2009,2009,753,1355,1183,1193,76,144,277,278,21,38,41,41,3899.4,301079,306859,11506480,61813018,72268400,11599,72453,88896
Bulk carrier,876,692,58013,101992,2007,2009,2011,2011,1067,2141,2290,2311,110,231,400,401,9,18,17,17,5078.6,392385,399919,32159154,75340660,95112989,36711,136308,164747
Liquefied gas tanker,340,155,33239,28737,2008,2009,2010,2010,748,2119,2736,2584,68,192,355,355,18,36,51,51,4088.7,288691,294234,10098313,53072953,47177913,29701,194938,281313
Cruise,302,86,9980,1023,2003,1999,2004,2003,457,606,464,501,28,46,56,60,9,29,37,37,2213.9,171384,174674,4295041,19797071,21969404,14222,57948,60225
Ro-Ro,294,33,4692,2092,2006,2002,2008,2007,632,933,639,654,36,82,67,86,7,35,17,19,869.2,67263,68554,2280723,4494613,4974157,7758,18248,19521
Service - tug,168,64,188,165,2002,1998,2007,2006,434,1157,664,664,104,284,408,402,10,262,187,170,178.6,13424,13682,4227610,9997025,13385476,25164,64979,87732
Ferry-RoPax,139,16,2177,633,1997,1993,1998,1995,575,1234,874,719,30,104,129,85,5,183,63,46,727.8,55476,56541,3934830,9730523,11939414,28308,60427,55036
Miscellaneous - fishing,60,30,45,35,1989,1994,1998,1993,474,1711,1910,1857,86,227,441,428,33,123,109,126,68.1,5131,5230,244957,543362,617747,4083,9608,11390
Vehicle,52,27,1976,628,2005,2005,2008,2008,811,955,899,910,56,155,199,196,6,75,31,32,156.4,12096,12328,636051,2804303,3247669,12232,46493,50037
Service - other,50,36,760,1100,2000,2003,2010,2011,1401,2661,1239,839,173,454,637,273,28,135,38,24,211.6,16101,16410,7678510,15754618,16976555,153570,341720,385850
Refrigerated bulk,35,29,510,571,2000,1999,1997,1997,1013,2461,2386,2449,102,240,444,445,18,96,84,81,265.3,20157,20544,1694599,3702781,4170834,48417,103176,111399
Ferry-pax only,4,3,22,4,2006,2009,2004,2007,1244,8807,2103,3505,106,2224,3044,4551,10,33,8,6,13.5,1010,1029,276782,591719,748990,69196,165081,217755
